gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000097502	4.57630535	-2.5804266342	1.48929272	-1.7326524218	8.315747e-02	NA
ENSMUSG00000002997	122.73736367	0.4703405526	0.53644635	0.8767709129	3.806111e-01	NA
ENSMUSG00000021071	539.56772278	0.1100723651	0.46090680	0.2388169716	8.112475e-01	9.987681e-01
ENSMUSG00000091154	11.98473539	0.5034076261	1.17785134	0.4273948739	6.690917e-01	NA
ENSMUSG00000032726	8.90520041	-1.4476739201	1.34421921	-1.0769626796	2.814969e-01	NA
ENSMUSG00000023216	8.53335436	-0.0198703859	1.17407839	-0.0169242412	9.864971e-01	NA
ENSMUSG00000023047	6.78870204	-0.0223211843	1.31571489	-0.0169650617	9.864645e-01	NA
ENSMUSG00000035385	116.84077609	0.8211794688	1.29922805	0.6320518315	5.273530e-01	NA
ENSMUSG00000035963	4.27687958	-0.2610420365	1.29902905	-0.2009516543	8.407364e-01	NA
ENSMUSG00000087050	13.95744904	0.2835120125	0.97530942	0.2906893009	7.712890e-01	NA
ENSMUSG00000073486	9.06885440	3.8037765091	1.27009730	2.9948701739	2.745617e-03	NA
ENSMUSG00000016349	1005.47652777	0.0347332740	0.47528556	0.0730787483	9.417435e-01	9.987681e-01
ENSMUSG00000063446	27.31920354	-0.1302315512	0.70871201	-0.1837580708	8.542033e-01	NA
ENSMUSG00000097265	15.98272949	0.4607571145	0.75302361	0.6118760555	5.406198e-01	NA
ENSMUSG00000037982	6.99690743	-0.1229812566	1.02624133	-0.1198365854	9.046126e-01	NA
ENSMUSG00000042671	85.30841353	0.2410658822	0.55713139	0.4326912572	6.652391e-01	NA
ENSMUSG00000103192	78.65986379	-0.7086591588	1.14384288	-0.6195423965	5.355591e-01	NA
ENSMUSG00000090546	1600.07467425	0.3366165105	0.43199115	0.7792208485	4.358496e-01	9.987681e-01
ENSMUSG00000034187	1353.47941494	0.0182821214	0.47302708	0.0386492065	9.691701e-01	9.987681e-01
ENSMUSG00000035373	63.68377542	-0.1999037301	1.15732224	-0.1727295326	8.628640e-01	NA
ENSMUSG00000105846	5.44571665	-0.1806025007	1.34399662	-0.1343771983	8.931043e-01	NA
ENSMUSG00000027867	4.53265519	-2.5648498198	1.49328858	-1.7175848365	8.587237e-02	NA
ENSMUSG00000025916	4.59765626	0.0491033678	1.52973148	0.0320993380	9.743928e-01	NA
ENSMUSG00000046449	112.56266457	-0.3211147458	0.52754846	-0.6086924125	5.427283e-01	NA
ENSMUSG00000034427	5.33804900	-0.9228305987	1.28802627	-0.7164687726	4.737019e-01	NA
ENSMUSG00000096870	74.23768263	-0.9755482881	1.08028003	-0.9030513062	3.664987e-01	NA
ENSMUSG00000031253	13.13674545	-0.6876967489	1.11986590	-0.6140884826	5.391569e-01	NA
ENSMUSG00000047490	13.02095653	-0.4859161569	1.11947738	-0.4340562543	6.642476e-01	NA
ENSMUSG00000073067	10.01976117	-0.8518862366	1.02424110	-0.8317243258	4.055646e-01	NA
ENSMUSG00000022041	6.10854424	0.2071786532	1.07569456	0.1925998887	8.472723e-01	NA
ENSMUSG00000093436	10.45762488	-2.0609725233	1.14484066	-1.8002265299	7.182488e-02	NA
ENSMUSG00000105553	9.00875684	-1.0374116925	1.24156004	-0.8355711041	4.033962e-01	NA
ENSMUSG00000086544	14.14490410	-1.0631910996	0.85399580	-1.2449605733	2.131462e-01	NA
ENSMUSG00000089901	10.68739452	0.5181469870	1.51687470	0.3415885211	7.326606e-01	NA
ENSMUSG00000029765	543.50902437	-0.2548918208	0.46921914	-0.5432255445	5.869745e-01	9.987681e-01
ENSMUSG00000097451	769.28409151	-0.5125319740	0.48012221	-1.0675031476	2.857447e-01	9.987681e-01
ENSMUSG00000043439	93.33485909	0.3939778567	0.60482694	0.6513893968	5.147952e-01	NA
ENSMUSG00000054450	10.70306249	1.1695188891	1.29047904	0.9062672510	3.647944e-01	NA
ENSMUSG00000020963	27.17469788	0.1642837792	1.31761421	0.1246827620	9.007747e-01	NA
ENSMUSG00000032297	32.92636633	-0.7049356444	0.73074135	-0.9646855799	3.347023e-01	NA
ENSMUSG00000028758	39.78962216	-0.0301448152	0.72681200	-0.0414753955	9.669169e-01	NA
ENSMUSG00000024274	7.60097680	2.5858458547	1.41394651	1.8288144880	6.742740e-02	NA
ENSMUSG00000090706	4.95735536	-0.4850093752	1.37231965	-0.3534230344	7.237713e-01	NA
ENSMUSG00000091387	17.74632029	0.4795219634	0.66555175	0.7204878717	4.712247e-01	NA
ENSMUSG00000093536	13.46153526	-0.6829342864	0.78951763	-0.8650019438	3.870377e-01	NA
ENSMUSG00000022479	32.96522920	0.0200287582	1.24030648	0.0161482331	9.871161e-01	NA
ENSMUSG00000025170	66.47497209	0.0031598529	0.57698377	0.0054765022	9.956304e-01	NA
ENSMUSG00000104272	8.07855612	0.5276545028	0.88995910	0.5928974713	5.532498e-01	NA
ENSMUSG00000063430	198.15310246	0.6353086814	0.48694705	1.3046771311	1.920028e-01	NA
ENSMUSG00000105676	7.75330381	2.4793569322	1.44099586	1.7205857440	8.532602e-02	NA
ENSMUSG00000106291	6.60064371	0.0888437645	1.11484769	0.0796913923	9.364827e-01	NA
ENSMUSG00000086826	21.36454340	-0.2133963918	1.31534489	-0.1622360746	8.711200e-01	NA
ENSMUSG00000097305	10.07963000	-0.5578885199	0.98235954	-0.5679066535	5.700984e-01	NA
ENSMUSG00000097636	5.78767718	0.3845030405	1.10841462	0.3468945949	7.286705e-01	NA
ENSMUSG00000098322	11.72005764	-0.6794522673	1.26022690	-0.5391507397	5.897828e-01	NA
ENSMUSG00000085925	114.80943423	-1.0430219426	0.58542457	-1.7816504327	7.480625e-02	NA
ENSMUSG00000041773	1280.98227718	-0.3980957035	0.53458031	-0.7446883078	4.564602e-01	9.987681e-01
ENSMUSG00000047798	78.38005511	-0.6229720916	1.05679400	-0.5894924564	5.555310e-01	NA
ENSMUSG00000052616	3.48487514	0.0910793815	1.26858547	0.0717960149	9.427642e-01	NA
ENSMUSG00000091556	3.49540285	0.5936217843	1.28567687	0.4617192705	6.442826e-01	NA
ENSMUSG00000103560	81.00601254	-2.3939747480	0.99751983	-2.3999269745	1.639834e-02	NA
ENSMUSG00000102827	8.77115721	-0.3022515580	1.40743296	-0.2147537866	8.299593e-01	NA
ENSMUSG00000010311	9.50449259	-1.1448624110	1.20468316	-0.9503431709	3.419379e-01	NA
ENSMUSG00000002341	721.50668732	0.1191956293	0.44934297	0.2652664800	7.908042e-01	9.987681e-01
ENSMUSG00000092325	8.10287591	-1.1835763048	1.25565904	-0.9425937011	3.458888e-01	NA
ENSMUSG00000051323	176.44179462	-0.4633302952	0.48208249	-0.9611016940	3.365010e-01	NA
ENSMUSG00000038239	9.11312644	-0.5834992095	1.19831626	-0.4869325641	6.263061e-01	NA
ENSMUSG00000033676	535.47862212	-0.1313599975	0.48329882	-0.2717987129	7.857768e-01	9.987681e-01
ENSMUSG00000090778	9.63631792	-1.8199131211	1.28371032	-1.4176976608	1.562791e-01	NA
ENSMUSG00000040728	11.41886071	0.0539731210	1.37961402	0.0391218995	9.687932e-01	NA
ENSMUSG00000097430	7.08548797	1.0560790340	0.91199163	1.1579920217	2.468673e-01	NA
ENSMUSG00000021211	12.27126594	-2.0392192240	1.21024840	-1.6849592329	9.199644e-02	NA
ENSMUSG00000080796	6.62493518	-1.1464409921	1.35590714	-0.8455158610	3.978229e-01	NA
ENSMUSG00000022296	28.90602099	0.5180948442	0.60435009	0.8572760261	3.912924e-01	NA
ENSMUSG00000007480	8.11771833	-0.6072956182	1.37589333	-0.4413827763	6.589359e-01	NA
ENSMUSG00000097523	7.17570244	0.2502776598	1.21226232	0.2064550353	8.364355e-01	NA
ENSMUSG00000013928	9.77605967	0.2997119192	1.51379814	0.1979867139	8.430555e-01	NA
ENSMUSG00000087644	17.91117408	-0.1764849558	0.86475195	-0.2040873756	8.382852e-01	NA
ENSMUSG00000055972	10.33098519	-1.0981641100	1.16200708	-0.9450580161	3.446293e-01	NA
ENSMUSG00000019888	36.86892144	0.1466382876	0.55424472	0.2645731771	7.913383e-01	NA
ENSMUSG00000102607	8.88721763	-0.3965504448	1.26716173	-0.3129438290	7.543233e-01	NA
ENSMUSG00000087700	4.89730119	-0.5098070988	1.47326432	-0.3460391272	7.293133e-01	NA
ENSMUSG00000050138	18.01872798	1.2569754175	0.94306538	1.3328613729	1.825773e-01	NA
ENSMUSG00000107216	6.31697423	-0.0821546012	1.28740030	-0.0638143403	9.491181e-01	NA
ENSMUSG00000027606	6.68543779	1.1288801006	1.15979093	0.9733479277	3.303804e-01	NA
ENSMUSG00000030270	19.93537689	-1.1411902003	0.79351022	-1.4381543784	1.503903e-01	NA
ENSMUSG00000030092	57.74724238	-0.4037671586	0.64674518	-0.6243064101	5.324264e-01	NA
ENSMUSG00000061577	9.96612369	-1.0249173830	1.21808816	-0.8414147813	4.001156e-01	NA
ENSMUSG00000086385	6.32411564	-1.6467575643	1.39843967	-1.1775678310	2.389689e-01	NA
ENSMUSG00000028584	38.13482262	1.3658019246	0.88873445	1.5367941769	1.243437e-01	NA
ENSMUSG00000086933	18.11106879	-2.0426567924	1.11309352	-1.8351169635	6.648836e-02	NA
ENSMUSG00000092617	3.78921165	-0.6380493398	1.50314802	-0.4244753878	6.712192e-01	NA
ENSMUSG00000091922	14.04323897	-0.6454410118	1.42816840	-0.4519362090	6.513149e-01	NA
ENSMUSG00000098620	19.17801047	-1.4009120390	1.25684062	-1.1146298219	2.650091e-01	NA
ENSMUSG00000081152	2.31526941	-1.1623331623	1.70978961	-0.6798106370	4.966244e-01	NA
ENSMUSG00000075416	17.16209119	-1.2469537571	1.22800637	-1.0154293904	3.099012e-01	NA
ENSMUSG00000005583	972.81552421	0.0499060726	0.50691417	0.0984507350	9.215744e-01	9.987681e-01
ENSMUSG00000090001	5.26101912	-1.6864063607	1.45443708	-1.1594907658	2.462562e-01	NA
ENSMUSG00000097162	4.43197665	-0.8029830572	1.36574795	-0.5879438129	5.565700e-01	NA
ENSMUSG00000040856	76.28150522	-1.0238905574	1.05518989	-0.9703377285	3.318782e-01	NA
ENSMUSG00000040420	42.87269469	-0.1846749425	0.77051666	-0.2396767662	8.105808e-01	NA
ENSMUSG00000023043	19.75357732	2.0738045868	1.23929197	1.6733785386	9.425280e-02	NA
ENSMUSG00000093402	8.25866262	2.4465537984	1.36491794	1.7924548633	7.306013e-02	NA
ENSMUSG00000015852	360.61436333	-0.6326601743	1.01305159	-0.6245093319	5.322931e-01	9.987681e-01
ENSMUSG00000006457	4.01041535	-0.2560331058	1.25481098	-0.2040411746	8.383213e-01	NA
ENSMUSG00000074052	5.91993961	-1.5038992231	1.39839074	-1.0754499278	2.821733e-01	NA
ENSMUSG00000091730	16.22340684	-2.0795302645	1.13496591	-1.8322402897	6.691563e-02	NA
ENSMUSG00000087606	18.05671235	-0.8381038719	1.31406568	-0.6377945057	5.236075e-01	NA
ENSMUSG00000038704	20.12745251	-0.2282567917	1.31008775	-0.1742301547	8.616846e-01	NA
ENSMUSG00000105966	26.00124626	-1.8122895618	1.17237949	-1.5458216162	1.221477e-01	NA
ENSMUSG00000043635	37.99404511	-0.3946567949	0.71445670	-0.5523872801	5.806830e-01	NA
ENSMUSG00000059742	273.69736133	0.3897181313	0.46670290	0.8350454492	4.036921e-01	NA
ENSMUSG00000066438	10.08534244	-0.1971530415	0.93850895	-0.2100704964	8.336127e-01	NA
ENSMUSG00000019982	8.11989093	1.3729222247	1.12432544	1.2211074976	2.220453e-01	NA
ENSMUSG00000081238	6.95280098	-1.9224667082	1.17832835	-1.6315203748	1.027806e-01	NA
ENSMUSG00000036196	13.24903235	-0.7317436116	1.15706832	-0.6324117612	5.271179e-01	NA
ENSMUSG00000087012	8.29816449	-2.5640283771	1.25372117	-2.0451344724	4.084160e-02	NA
ENSMUSG00000058046	8.00125196	0.1896080210	1.14386444	0.1657609190	8.683451e-01	NA
ENSMUSG00000035262	9.96501023	-0.1846304309	1.01304939	-0.1822521511	8.553848e-01	NA
ENSMUSG00000068259	6.30989757	-0.7848082992	1.35271973	-0.5801706620	5.617995e-01	NA
ENSMUSG00000026611	24.61272697	-1.4614342135	1.13280336	-1.2901040559	1.970145e-01	NA
ENSMUSG00000097429	10.84227694	-0.9957927093	1.31038693	-0.7599226524	4.473008e-01	NA
ENSMUSG00000101191	6.11494228	-1.2959136710	1.29827964	-0.9981776141	3.181932e-01	NA
ENSMUSG00000079103	2.58517581	0.1677589867	1.40382298	0.1195015250	9.048780e-01	NA
ENSMUSG00000081968	3.39719577	2.0304305751	1.40192900	1.4483119855	1.475298e-01	NA
ENSMUSG00000081249	4.63471650	0.2494216200	1.18061552	0.2112640538	8.326812e-01	NA
ENSMUSG00000092051	14.81760263	-1.3425203634	1.15741318	-1.1599318116	2.460766e-01	NA
ENSMUSG00000078922	617.32464481	2.0209772972	1.13541991	1.7799382284	7.508607e-02	6.695175e-01
ENSMUSG00000026697	536.17793625	0.3526960618	0.90599236	0.3892925336	6.970598e-01	9.987681e-01
ENSMUSG00000061576	363.70147966	-0.1165397587	0.52827339	-0.2206050142	8.254000e-01	9.987681e-01
ENSMUSG00000095651	17.81254750	-0.5219819947	1.12373105	-0.4645079406	6.422839e-01	NA
ENSMUSG00000030653	534.34812488	-0.0705090958	0.43688527	-0.1613904149	8.717859e-01	9.987681e-01
ENSMUSG00000050520	12.98724068	-1.4891993325	1.33044508	-1.1193241722	2.630019e-01	NA
ENSMUSG00000086121	4.11833829	0.3396111803	1.19397079	0.2844384327	7.760744e-01	NA
ENSMUSG00000027456	13.69169191	-0.8790659696	1.30859902	-0.6717611426	5.017358e-01	NA
ENSMUSG00000102651	23.37000296	-1.6349703843	1.12296273	-1.4559435814	1.454082e-01	NA
ENSMUSG00000097053	10.17160881	-0.5638159221	1.21353756	-0.4646052494	6.422142e-01	NA
ENSMUSG00000022422	6.92706301	1.4645253699	1.51503549	0.9666607703	3.337136e-01	NA
ENSMUSG00000062794	11.99671632	-0.1142312893	0.78414126	-0.1456769278	8.841764e-01	NA
ENSMUSG00000037759	12.73516161	-0.6353724489	1.25821522	-0.5049791480	6.135735e-01	NA
ENSMUSG00000053830	11.68076467	-1.1475172438	1.37293270	-0.8358146367	4.032592e-01	NA
ENSMUSG00000057924	12.75692582	-0.5823844628	1.30258953	-0.4470974552	6.548047e-01	NA
ENSMUSG00000020609	5.57216708	-0.2023085530	1.44553635	-0.1399539716	8.886964e-01	NA
ENSMUSG00000085788	11.54858442	-0.8689155951	1.37096324	-0.6337993402	5.262118e-01	NA
ENSMUSG00000087481	10.94597975	2.3626912967	1.24298606	1.9008188245	5.732575e-02	NA
ENSMUSG00000074345	31.72276402	0.4586410804	0.57388766	0.7991826846	4.241845e-01	NA
ENSMUSG00000084897	18.16240017	0.8299434323	1.19441764	0.6948519528	4.871481e-01	NA
ENSMUSG00000091570	14.21984411	-1.3738113958	1.13094087	-1.2147508649	2.244611e-01	NA
ENSMUSG00000106490	75.18452882	-1.1099067818	1.08474351	-1.0231974413	3.062145e-01	NA
ENSMUSG00000081798	14.18025531	-1.3528154448	1.19926962	-1.1280327801	2.593061e-01	NA
ENSMUSG00000070687	10.64619249	0.6030849667	0.88684712	0.6800326128	4.964838e-01	NA
ENSMUSG00000085110	15.14896900	-0.9355413986	1.28737298	-0.7267057924	4.674062e-01	NA
ENSMUSG00000021719	483.68877388	-0.0577897948	0.47202427	-0.1224297118	9.025587e-01	9.987681e-01
ENSMUSG00000054622	11.48548016	-0.8124978175	1.20453574	-0.6745319314	4.999732e-01	NA
ENSMUSG00000102243	13.47363861	-1.0683783151	1.21544298	-0.8790032393	3.793995e-01	NA
ENSMUSG00000091530	4.78163014	-0.9752809581	1.39260411	-0.7003289380	4.837219e-01	NA
ENSMUSG00000105906	63.53320673	2.4772320419	1.44271758	1.7170595747	8.596829e-02	NA
ENSMUSG00000024521	38.10633241	-0.8564167695	1.10169365	-0.7773638049	4.369442e-01	NA
ENSMUSG00000025473	71.25758597	-1.5266210761	0.99790799	-1.5298214838	1.260609e-01	NA
ENSMUSG00000092448	4.76952876	-0.9671795284	1.15828910	-0.8350070159	4.037138e-01	NA
ENSMUSG00000033730	57.44665304	0.2925501974	0.69393404	0.4215821384	6.733300e-01	NA
ENSMUSG00000029752	136.74856786	-0.2213051478	0.56233594	-0.3935461589	6.939161e-01	NA
ENSMUSG00000104540	16.91901984	-1.9014125067	1.23273207	-1.5424377705	1.229672e-01	NA
ENSMUSG00000101304	5.81293214	-0.0514560295	1.41649326	-0.0363263497	9.710221e-01	NA
ENSMUSG00000055456	5.06730613	1.3696857291	1.40399552	0.9755627489	3.292812e-01	NA
ENSMUSG00000033847	16.78162767	1.5000536325	0.92510748	1.6214911959	1.049123e-01	NA
ENSMUSG00000056888	48.02725336	0.1454287939	1.19932757	0.1212586099	9.034862e-01	NA
ENSMUSG00000068154	46.83867945	0.2587723619	0.75100817	0.3445666413	7.304202e-01	NA
ENSMUSG00000038152	10.36738754	-0.5214922596	1.21149282	-0.4304542723	6.668652e-01	NA
ENSMUSG00000031257	12.82002181	0.9368977297	1.17018572	0.8006401999	4.233400e-01	NA
ENSMUSG00000078502	38.93915417	-0.4247011781	1.15933195	-0.3663326795	7.141168e-01	NA
ENSMUSG00000046442	664.28434837	-0.0013600085	0.54690226	-0.0024867488	9.980159e-01	9.987681e-01
ENSMUSG00000021701	348.77798072	-0.0414218409	0.53048287	-0.0780832773	9.377618e-01	9.987681e-01
ENSMUSG00000081978	18.00016114	-1.6795828854	1.14242661	-1.4701888749	1.415106e-01	NA
ENSMUSG00000093540	35.99594717	-1.5358684190	1.12319025	-1.3674160868	1.714949e-01	NA
ENSMUSG00000036151	7.93115489	-1.5514320312	1.31933353	-1.1759210165	2.396264e-01	NA
