Majority protein IDs	sample 5	sample 6	sample 7	sample 8	sample 9	sample 10	sample 11	sample 12	sample 13	sample 15	sample 16	sample 17	sample 18	sample 19	sample 20
Q9EQH4-2;Q9EQH4;Q9EQH4-3;Q9EQH4-4;Q9EQH4-5	25.283	24.978	24.712	NA	25.287	25.194	24.785	24.605	24.932	25.266	24.906	24.973	25.08	24.524	25.099
Q9EQI5	NA	NA	NA	NA	NA	NA	NA	NA	25.945	NA	NA	NA	NA	NA	NA
Q9EQI8	27.733	27.359	27.634	27.029	27.228	27.093	27.576	27.12	27.526	27.638	27.012	27.704	27.557	27.899	27.501
Q9EQJ0;Q9EQJ0-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.118	NA	NA	NA	NA
Q9EQK5	28.529	28.56	29.003	29.068	28.431	28.776	29.02	28.997	28.974	29.264	29.407	29.102	29.083	29.365	29.247
Q9EQK7	24.724	NA	NA	NA	NA	24.852	NA	NA	NA	24.157	24.138	24.691	24.63	24.129	23.955
Q9EQM6	25.347	24.688	24.777	25.03	25.536	25.188	24.828	NA	25.29	25.177	24.676	25.622	25.184	24.922	24.85
Q9EQN3	27.239	27.395	27.651	27.699	27.101	27.496	27.526	27.834	27.187	27.689	27.912	27.199	28.057	27.519	28
Q9EQP2	31.001	30.328	28.629	29.629	30.798	30.304	28.483	29.765	30.757	28.658	29.842	30.923	30.495	28.491	29.759
Q9EQQ0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.432	24.288	NA	NA
Q9EQQ2	NA	NA	24.834	NA	NA	NA	NA	NA	25.57	26.101	25.155	26.089	25.546	NA	26.09
Q9EQQ9-3;Q9EQQ9	27.065	26.86	26.976	26.403	27.117	26.43	26.687	25.609	27.341	27.114	27.172	27.456	27.006	26.872	26.773
Q9EQR5	NA	NA	21.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9EQS3	28.23	28.032	28.012	27.674	28.109	27.739	27.411	27.802	27.934	27.785	27.628	28.026	27.362	27.723	27.786
Q9EQU3	29.374	29.241	28.68	29.209	29.237	29.071	28.676	29.144	29.467	28.52	29.263	29.495	29.529	28.748	29.396
Q9EQU5;Q9EQU5-3	31.275	31.057	32.027	30.939	30.657	31.02	31.457	31.089	30.846	31.799	30.92	31.188	30.933	31.833	31.59
Q9EQU5-2	NA	NA	NA	NA	26.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9EQZ6-2;Q9EQZ6-3;Q9EQZ6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.878
Q9EQZ7;Q9EQZ7-3	NA	NA	27.007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ER00	26.271	26.114	26.425	26.545	26.406	26.435	26.076	26.783	26.577	26.111	26.76	26.587	26.894	26.39	27.2
Q9ER38	26.207	27.281	27.916	27.365	26.082	26.79	27.837	26.774	26.957	28.423	28.077	27.101	27.89	28.416	27.831
Q9ER39	25.852	25.562	25.943	25.867	25.852	25.589	26.159	26.001	25.319	25.835	25.873	25.501	24.841	25.882	25.112
Q9ER41	24.771	25.906	26.519	25.915	25.223	25.795	26.503	25.728	25.367	26.104	26.063	25.059	25.44	26.027	24.983
Q9ER64	26.209	26.909	26.31	27.19	25.851	26.838	26.282	27.004	25.658	26.721	27.422	26.829	27.527	26.714	27.495
Q9ER69;Q9ER69-2	28.033	27.789	27.985	27.799	27.684	27.734	27.531	27.67	27.597	28.057	27.738	27.909	27.803	27.996	28.059
Q9ER72-2;Q9ER72	27.771	27.65	27.654	27.838	27.954	27.632	27.676	27.905	28.008	27.567	27.694	28.153	27.668	27.348	27.677
Q9ER73	24.083	25.226	25.622	25.461	24.901	25.32	25.671	24.697	25.824	25.891	25.502	25.416	25.673	25.88	25.568
Q9ER88;Q9ER88-2	27.702	27.635	27.789	27.583	27.695	27.555	27.724	27.486	27.966	28.181	27.905	28.119	28.139	28.156	27.924
Q9ERA0-2;Q9ERA0;Q9ERA0-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.808	NA
Q9ERA6	29.205	29.101	29.213	29.24	29	29.126	29.043	29.288	28.857	29.278	29.328	28.937	29.254	29.209	29.37
Q9ERB0	30.251	29.884	29.044	29.493	30.264	29.576	28.939	29.595	30.053	28.563	29.254	30.257	29.787	28.87	29.452
Q9ERD6;Q9ERD6-3;Q9ERD6-2;Q9ERD6-4	28.435	28.668	28.652	28.936	28.297	28.672	28.443	28.833	28.351	28.401	28.753	28.295	28.733	28.466	29.004
Q9ERD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.854	NA
Q9ERD8	28.242	28.29	28.419	28.122	28.275	28.161	28.602	28.097	28.604	28.551	28.221	28.445	28.132	28.026	28.231
Q9ERE3	24.437	24.793	24.837	24.971	24.862	25.033	24.84	25.406	25.381	25.095	25.468	25.261	25.893	25.444	25.869
Q9ERE7	28.303	27.968	27.74	28.212	28.815	27.954	27.819	28.014	28.216	27.904	27.982	28.374	27.981	27.769	28.278
Q9ERF3	28.939	29.149	29.238	29.112	29.078	28.924	29.143	29.237	28.937	28.954	28.672	28.598	28.212	29.111	28.185
Q9ERG0;Q9ERG0-2	23.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ERG2	28.07	27.805	27.841	27.746	27.718	27.85	27.657	27.674	27.973	27.835	27.736	28.095	28.068	27.92	27.936
Q9ERI2	25.438	24.843	NA	NA	NA	25.141	NA	NA	25.429	25.05	25.085	25.755	26.08	25.079	25.493
Q9ERI5-2;Q9ERI5	25.539	25.163	25.319	NA	25.242	25.16	25.125	24.994	25.382	25.382	25.362	25.686	25.349	24.865	24.909
Q9ERI6	27.506	27.672	27.86	27.928	27.238	27.606	27.74	27.794	27.234	28.106	27.999	27.61	27.976	27.889	28.109
Q9ERK4	34.153	33.966	33.893	33.789	33.934	33.926	33.752	33.946	34.171	33.997	33.781	34.247	33.942	33.949	33.826
Q9ERL0	NA	NA	NA	NA	NA	NA	NA	NA	26.203	NA	NA	26.495	26.145	25.555	26.094
Q9ERL7	29.302	30.373	29.317	30.684	29.689	30.395	28.819	30.977	29.908	28.984	30.616	29.828	30.323	29.318	30.878
Q9ERN0	25.123	25.228	25.902	25.894	26.601	26.244	26.589	25.897	26.602	26.685	26.727	26.6	26.868	26.72	26.483
Q9ERR7	27.408	27.567	27.453	27.408	27.012	27.419	27.36	27.395	26.74	26.884	27.03	27.178	27.436	27.534	27.408
Q9ERR8	NA	24.013	NA	NA	NA	NA	NA	NA	NA	NA	24.119	24.254	24.131	NA	NA
Q9ERS2	29.414	29.336	29.903	28.968	29.126	29.036	29.227	29.011	28.532	29.505	29.385	29.234	29.36	29.861	29.33
Q9ERS5	29.509	28.897	27.873	28.729	29.377	28.753	27.847	28.775	29.545	27.763	28.941	29.793	29.192	27.965	28.867
Q9ERU3	28.957	29.444	28.751	29.556	29.117	29.294	28.425	29.496	29.012	29.274	29.807	29.529	29.877	29.014	30.154
Q9ERU9	31.768	31.734	31.526	31.415	31.622	31.721	31.525	31.289	31.7	31.644	31.366	31.786	31.919	31.782	31.683
Q9ERV1	24.859	24.506	24.153	24.444	24.749	24.475	NA	NA	24.613	24.103	24.15	24.417	24.044	24.05	24.27
Q9ERY9	25.562	NA	NA	NA	25.727	25.955	26.292	25.068	NA	25.881	25.779	NA	25.177	25.36	NA
Q9ES00	27.421	27.423	27.284	26.998	27.021	27.373	27.119	26.843	27.515	27.32	27.465	27.948	27.91	27.517	27.617
Q9ES18	NA	NA	23.691	23.846	NA	23.81	NA	23.321	NA	NA	24.123	NA	NA	NA	24.493
Q9ES28-8;Q9ES28-4;Q9ES28-2;Q9ES28-7;Q9ES28;Q9ES28-3;Q9ES28-6;Q9ES28-5	28.06	28.003	27.725	27.614	28.078	27.895	27.438	27.615	27.915	27.905	27.953	28.204	28.045	27.58	27.951
Q9ES34	23.894	23.821	24.69	23.777	23.917	NA	24.36	NA	24.212	24.608	24.671	24.275	24.511	24.659	24.369
Q9ES46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.295	NA	NA
Q9ES52-2;Q9ES52;Q9ES52-4;Q9ES52-5	32.212	32.335	32.314	32.254	32.018	32.259	32.122	32.266	31.972	31.951	32.211	32.158	32.235	32.128	32.308
Q9ES52-3;Q9ES52-6	NA	NA	25.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.183
Q9ES56	26.457	26.827	27.445	27.335	26.38	26.951	27.158	27.332	26.571	27.073	27.315	26.353	26.955	27.489	27.136
Q9ES74	28.717	29.044	29.289	29.43	28.65	29.004	28.875	29.432	28.992	29.347	29.657	28.955	29.269	29.275	29.7
Q9ES97-3;Q9ES97-4;Q9ES97-5;Q9ES97-2;Q9ES97	28.672	27.897	27.776	28.12	28.732	28.442	28.355	27.591	28.621	28.194	27.744	28.733	28.264	28.248	28.107
Q9ESC8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.454	NA	NA	NA	NA
Q9ESD6-2;Q9ESD6	28.148	27.73	25.838	27.762	27.55	27.697	NA	27.518	27.669	25.682	27.617	27.862	27.608	25.782	27.5
Q9ESE1;Q9ESE1-2;Q9ESE1-3	28.63	28.95	28.764	29.177	28.544	28.915	28.856	29.338	28.379	28.614	29.156	28.842	29.004	28.692	29.419
Q9ESJ0	27.898	27.774	28.087	27.408	27.861	27.767	27.955	27.601	27.963	28.152	27.647	28.081	27.706	28.038	27.396
Q9ESJ4	24.36	24.182	24.882	24.422	NA	24.765	24.433	NA	NA	24.563	24.426	24.158	24.41	25.097	23.876
Q9ESK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.609	NA	NA	NA
Q9ESK9	NA	NA	23.322	23.833	NA	23.724	23.546	23.683	24.333	24.096	24.087	24.399	24.605	23.992	25.525
Q9ESL4-3;Q9ESL4-2;Q9ESL4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.243	NA	NA	NA
Q9ESN5;Q9ESN5-2;Q9ESN5-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.984	NA	NA	NA
Q9ESN9-2;Q9ESN9-3;Q9ESN9-5;Q9ESN9-4;Q9ESN9;Q9ESN9-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.172	NA	NA
Q9ESP1	28.775	28.099	27.789	27.864	27.964	27.893	27.748	27.834	28.955	28.328	28.203	29.078	27.967	28.268	27.92
Q9ESS0	23.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.134	NA	NA	NA
Q9EST1;Q32M21-3;Q32M21	NA	24.266	NA	24.377	25.3	NA	24.339	NA	25.141	NA	NA	NA	24.628	24.713	24.058
Q9EST3	22.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.134
Q9EST3-2	27.166	26.878	26.296	26.381	26.198	26.617	25.565	26.793	27.33	26.503	26.837	27.654	27.057	26.494	26.844
Q9EST4;Q9EST4-3	26.588	26.571	26.718	26.008	26.451	26.075	26.672	26.109	26.456	27.031	26.473	26.847	26.446	27.016	26.263
Q9EST5;Q9EST5-2	31.47	31.412	31.148	31.152	31.08	30.891	31.162	31.103	30.971	31.784	31.096	31.457	30.865	31.164	30.39
Q9ESU6;Q9ESU6-2	30.06	30.035	29.705	30.036	29.882	30.043	29.726	29.855	29.955	29.815	29.857	30.068	29.902	29.718	30.049
Q9ESV0	27.537	27.66	27.813	27.737	27.506	27.27	27.822	27.188	27.411	28.397	27.707	27.517	27.705	27.989	28.09
Q9ESW4	29.451	29.436	29.569	29.538	29.433	29.35	29.563	29.437	29.438	29.73	29.576	29.363	29.393	29.7	29.574
Q9ESW8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.235	NA	NA	NA
Q9ESX4-2;Q9ESX4	25.669	25.399	25.968	26.238	25.118	25.7	26.049	25.92	25.195	26.065	26.041	25.217	25.583	26.035	25.941
Q9ESX5	31.036	31.359	32.409	31.677	31.133	31.5	32.559	31.605	31.212	32.749	31.931	31.019	31.471	32.577	31.889
Q9ESY9	29.789	29.608	28.699	29.113	29.487	30.008	28.497	29.276	30.447	29.092	29.6	29.816	29.715	28.547	28.872
Q9ESZ8-5;Q9ESZ8-4;Q9ESZ8-3;Q9ESZ8-6;Q9ESZ8-2;Q9ESZ8	29.394	29.103	29.078	28.297	29.31	28.947	28.971	28.306	29.092	29.23	28.343	29.51	29.107	29.169	28.819
Q9ET01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9	NA
Q9ET22	NA	NA	25.302	NA	NA	24.591	NA	NA	NA	24.993	NA	NA	24.743	25.318	25.293
Q9ET26	27.93	28.097	28.337	28.521	27.848	28.068	28.294	28.138	28.182	28.437	28.333	28.12	28.38	28.536	28.677
Q9ET30	28.798	28.5	28.265	28.402	28.797	28.49	28.389	28.434	28.737	28.555	28.796	28.681	28.37	28.821	28.27
Q9ET35	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.493	24.304	NA	NA	24.948	NA
Q9ET39;Q9ET39-2	26.562	26.332	25.837	26.509	26.784	26.498	26.135	26.471	26.686	26.368	26.815	26.934	26.374	26.161	26.607
Q9ET39-3	NA	NA	NA	21.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JHC9-2;Q9JHC9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.55	NA	NA	NA
Q9JHC9-3;Q9JHC9-4	27.271	27.506	26.618	27.152	27.481	27.265	26.711	27.157	27.55	26.633	27.287	27.64	27.571	27.064	27.599
Q9JHD2	24.846	25.074	25.07	25.277	NA	25.208	25.344	25.369	NA	26.367	25.68	25.242	25.736	25.586	25.641
Q9JHE7	27.088	26.415	26.519	26.369	26.936	26.556	26.31	26.2	26.432	26.663	26.334	26.929	26.434	26.542	26.729
Q9JHF5	28.462	28.335	27.742	28.33	28.381	28.22	27.724	28.467	28.435	27.472	28.331	28.225	28.129	27.602	28.122
Q9JHF9	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.814	NA	NA	NA	NA	NA
Q9JHG7	27.053	27.009	26.618	26.569	26.809	26.962	26.939	26.314	27.252	26.303	26.73	27.184	26.735	26.547	26.974
Q9JHI2;Q9JHI2-3;Q9JHI2-2	24.082	24.82	25.162	24.908	NA	NA	24.783	NA	NA	25.493	24.585	24.636	24.064	24.892	24.856
Q9JHI5	31.13	30.629	31.013	30.411	30.595	30.488	30.922	30.056	30.324	30.753	30.511	30.637	30.466	30.634	29.956
Q9JHI7	28.117	28.416	29.132	28.883	27.665	28.362	28.849	28.93	27.815	29.123	28.804	27.916	28.328	29.127	28.949
Q9JHJ0	30.312	30.374	30.388	30.493	30.489	30.561	30.088	30.677	30.42	30.052	30.763	30.647	30.851	30.398	31.044
Q9JHJ3	24.495	25.615	25.693	26.065	25.916	25.524	26.129	25.304	25.966	26.588	26.728	25.351	26.169	26.447	25.604
Q9JHJ8;Q9JHJ8-2	NA	NA	NA	NA	NA	23.268	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JHK4;Q9JHK4-2	26.25	26.557	27.091	26.386	26.384	26.398	26.707	26.166	26.598	27.116	26.574	26.528	26.359	26.9	26.352
Q9JHK5	27.965	29.818	30.424	30.456	28.398	29.679	30.241	30.44	28.837	30.242	30.785	28.165	29.573	30.212	30.048
Q9JHL0;Q9JHL0-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.988
Q9JHN8	25.858	26.215	26.722	26.4	25.764	26.159	26.801	26.751	26.054	26.534	26.556	26.02	26.642	26.849	26.399
Q9JHP7-3;Q9JHP7-2;Q9JHP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.356	NA	22.599	NA
Q9JHQ5	26.45	26.335	26.473	26.222	26.084	26.378	25.942	25.721	26.636	26.673	26.518	27.18	26.82	26.424	26.643
Q9JHR7	29.792	29.392	29.576	28.935	29.829	29.199	29.453	29.013	29.879	29.442	29.021	29.952	29.299	29.595	28.513
Q9JHS3	26.26	26.018	26.401	26.088	NA	26.363	NA	26.332	NA	25.248	25.948	25.36	25.294	25.693	25.45
Q9JHS4	27.106	27.085	27.025	26.731	27.263	26.537	26.673	26.399	27.127	26.871	26.666	27.094	27.118	26.813	26.909
Q9JHS9	27.12	27.621	27.139	27.604	27.289	27.414	27.829	27.698	27.336	27.745	27.168	28.34	28.614	27.985	28.419
Q9JHT5	NA	NA	NA	NA	22.696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JHU4	32.659	32.644	32.558	32.647	32.631	32.65	32.496	32.73	32.687	32.554	32.666	32.779	32.71	32.593	32.759
Q9JHU9	28.778	29.043	29.42	29.249	28.595	29.035	29.217	29.268	28.518	29.271	29.303	28.743	28.656	29.078	28.976
Q9JHW2	28.325	28.628	29.377	28.639	28.474	28.598	29.235	28.737	28.549	29.274	28.756	28.489	28.555	29.426	28.602
Q9JHW4	29.796	29.722	29.793	29.775	29.593	29.741	29.859	29.85	29.653	29.738	29.729	29.573	29.613	29.565	29.571
Q9JHX3	24.665	24.919	NA	25.556	NA	25.023	NA	NA	24.576	NA	24.993	24.273	25.133	NA	25.776
Q9JI08	23.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.304	23.031
Q9JI10;Q9JI10-2	NA	NA	NA	NA	NA	NA	23.137	NA	NA	NA	NA	NA	NA	NA	NA
Q9JI11	31.405	31.314	31.06	31.175	31.176	31.298	30.915	31.336	31.249	31.009	31.253	31.445	31.406	31.23	31.557
Q9JI13;Q9JI13-2	26.622	26.947	27.555	27.332	27.027	27.14	27.598	27.189	27.53	27.771	27.224	26.769	27.073	27.535	27.451
Q9JI19	26.341	26.08	26.1	25.408	26.504	25.781	25.621	25.321	26.231	25.812	25.762	26.013	25.351	25.849	25.146
Q9JI38	NA	NA	25.022	NA	NA	NA	24.417	NA	NA	25.034	NA	24.535	25.118	24.891	24.436
Q9JI39	NA	NA	27.119	26.93	NA	24.285	27.499	24.783	NA	27.521	27.227	23.966	25.823	27.47	27.488
Q9JI44;Q9JI44-2	28.267	28.133	27.823	28.199	28.463	28.12	27.91	28.117	28.389	27.756	28.001	28.326	28.433	27.83	28.265
Q9JI46	27.513	27.553	27.378	27	27.201	27.436	27.271	27.402	27.349	26.985	27.109	27.534	27.329	26.892	27.221
Q9JI48	28.704	28.234	30.349	27.843	29.022	28.682	30.843	28.433	30.015	30.4	28.739	29.966	29.856	31.147	28.996
Q9JI75	25.71	NA	26.559	26.24	26.771	26.069	26.91	26.47	26.526	26.986	26.363	26.137	25.914	26.996	25.898
Q9JI78	26.135	25.969	27.188	26.649	26.122	26.305	26.727	26.531	26.529	27.289	26.957	26.241	26.639	27.273	26.857
Q9JI90	24.456	24.525	24.976	23.68	24.392	24.106	24.767	NA	24.026	24.542	24.389	23.737	24.333	24.719	24.223
Q9JI99	27.459	26.835	26.606	26.405	26.184	26.476	26.048	26.286	26.488	26.235	26.107	26.549	26.681	26.351	26.664
Q9JIA7	26.086	26.359	26.363	26.589	25.767	26.142	26.135	26.341	25.979	26.164	26.301	26.182	25.939	25.859	26.047
Q9JIB4	25.471	25.853	26.31	26.378	25.804	25.229	25.541	25.452	25.449	26.492	26.146	26.205	26.468	26.952	26.834
Q9JIF0-2;Q9JIF0	31.236	31.289	31.359	31.006	31.353	31.141	31.359	30.946	31.173	31.559	31.216	31.543	31.325	31.684	31.206
Q9JIF0-3	NA	NA	NA	23.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JIF7	31.427	31.31	31.556	31.166	31.38	31.424	31.341	31.255	31.423	31.495	31.221	31.549	31.256	31.342	31.283
Q9JIG7	27.686	27.94	28.215	28.13	27.523	27.95	27.861	28.256	27.296	27.807	28.108	27.83	28.009	28.011	28.131
Q9JIG8	25.921	25.261	25.779	25.905	NA	25.695	NA	NA	25.582	25.854	25.577	25.441	25.922	25.983	25.99
Q9JIH2	28.753	28.74	28.68	28.373	28.963	28.606	28.715	28.325	28.952	28.642	28.387	28.861	28.713	28.663	28.546
Q9JII5-2;Q9JII5	29.094	29.579	29.589	29.806	29.525	29.614	29.808	29.686	30.15	30.042	30.209	29.477	29.228	29.423	29.592
Q9JII6	30.101	30.222	31.071	29.982	29.924	29.975	30.572	29.979	29.994	30.506	29.763	29.96	29.659	30.435	29.8
Q9JIK5	32.556	32.674	32.527	32.6	32.489	32.62	32.527	32.51	32.468	32.65	32.479	32.575	32.695	32.698	32.752
Q9JIK9	27.423	27.314	27.46	27.31	27.224	27.078	26.953	27.107	27.086	27.416	27.116	27.236	26.772	27.595	27.166
Q9JIL4	NA	NA	NA	NA	NA	NA	NA	26.053	NA	NA	NA	NA	NA	NA	NA
Q9JIM1-2;Q9JIM1	24.87	NA	NA	NA	24.45	NA	NA	NA	25.162	23.806	NA	25.619	24.461	24.265	NA
Q9JIP4	24.082	NA	NA	NA	NA	NA	NA	NA	24.867	23.919	24.232	24.484	24.559	NA	NA
Q9JIQ3	26.783	27.373	27.889	27.865	27.3	27.663	28.031	27.844	27.285	28.223	28.022	27.69	27.596	28.266	28.276
Q9JIS8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.041	NA	NA	NA
Q9JIW4	28.361	27.569	26.015	25.988	28.312	27.365	25.254	25.071	28.585	26.286	26.16	28.802	27.429	25.893	26.451
Q9JIW9	NA	25.837	26.536	25.971	25.374	26.084	26.441	NA	26.452	26.523	26.648	27.049	26.55	26.692	26.565
Q9JIX0	27.752	27.636	27.522	27.359	27.448	27.411	27.36	27.375	28.097	27.963	27.638	28.056	27.948	27.894	27.627
Q9JIX8-3;Q9JIX8-2	NA	NA	23.487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JIX8-4;Q9JIX8	32.033	31.943	31.582	31.926	31.943	31.801	31.687	31.719	31.902	31.818	31.817	32.12	32.034	31.655	31.99
Q9JIY0	NA	NA	NA	25.193	NA	NA	NA	NA	NA	NA	25.769	24.47	25.083	NA	25.403
Q9JIY2;Q9JIY2-4	26.803	26.606	26.442	26.321	26.297	26.484	26.473	26.385	26.624	26.384	26.333	26.739	26.697	26.613	26.895
Q9JIY5	28.286	28.034	28.578	28.498	27.889	28.016	28.468	28.334	28.012	28.295	28.281	27.94	28.041	28.544	28.537
Q9JJ06	27.102	26.163	24.992	25.824	26.194	26.193	NA	25.701	28.61	25.37	26.59	27.818	27.394	25.68	26.587
Q9JJ11-2;Q9JJ11	24.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.446	NA	NA	NA
Q9JJ28	29.186	29.422	29.513	29.452	29.087	29.282	29.385	29.477	29.508	29.475	29.711	29.561	29.492	29.579	29.599
Q9JJ48	NA	NA	NA	NA	NA	NA	NA	23.589	NA	23.131	NA	22.037	NA	22.648	22.293
Q9JJ80	25.991	26.781	27.758	27.121	25.777	26.94	27.526	26.754	26.717	28.464	27.582	26.469	26.708	27.983	26.909
Q9JJ89	26.6	26.735	26.572	26.61	25.929	26.786	26.795	26.011	26.447	26.965	26.608	27.047	27.293	26.984	27.535
Q9JJ94	24.955	24.97	23.668	24.34	24.974	25.507	23.978	NA	25.062	24.159	24.426	25.134	25.023	23.935	24.668
Q9JJA2	25.79	26.077	26.083	25.788	24.134	25.948	26.1	26.081	26.619	26.028	25.953	26.031	25.853	25.818	25.191
Q9JJA4	28.694	28.77	29.483	28.996	28.489	28.632	29.168	28.461	28.269	29.675	28.812	28.557	28.383	29.616	28.894
Q9JJA7;Q9JJA7-3;Q9JJA7-2	26.548	26.422	26.11	26.202	26.329	26.42	25.927	25.855	26.641	26.105	26.409	26.363	26.206	25.73	25.748
Q9JJC9	NA	22.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9JJD0	28	27.963	27.248	27.769	27.714	27.743	26.93	27.598	27.512	27.004	27.354	27.892	27.791	27.214	27.757
Q9JJF3	25.47	25.287	26.943	26.173	24.06	24.671	26.933	25.702	25.335	27.833	26.629	25.45	26.083	27.574	27.115
Q9JJF9	NA	24.914	25.301	NA	NA	NA	NA	NA	25.631	25.464	25.338	25.402	25.015	25.306	25.168
Q9JJG9	NA	23.654	24.031	24.242	NA	24.482	24.213	23.772	NA	25.192	25.134	23.737	24.32	24.937	24.567
Q9JJI6	25.112	NA	24.853	23.995	NA	NA	NA	24.522	24.382	24.977	25.507	24.9	24.876	25.162	25.62
Q9JJI8	30.548	30.559	31.023	30.287	30.504	30.451	30.539	30.495	30.392	30.661	29.913	30.202	30.167	30.712	30.313
Q9JJK2	28.315	28.177	27.854	27.572	28.303	28.143	27.796	27.795	28.365	27.869	27.935	28.436	28.227	27.95	27.535
Q9JJK5	25.699	24.528	NA	NA	NA	24.1	23.897	NA	25.413	23.887	24.169	25.341	24.726	24.103	24.324
Q9JJL8	28.063	27.942	28.236	27.86	27.727	28.011	28.071	28.02	27.872	28.125	27.798	28.245	28.125	28.344	28.184
Q9JJN0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.39
Q9JJQ0	24.064	23.734	24.46	NA	NA	NA	NA	NA	NA	24.166	23.771	23.429	23.406	24.524	23.792
Q9JJR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.429	NA	NA	NA	NA
Q9JJR8	25.919	25.735	25.185	25.704	25.52	25.697	25.358	25.162	25.719	25.039	25.91	25.775	25.946	25.406	25.647
Q9JJT0	27.009	27.297	27.615	27.33	26.837	27.268	27.583	27.026	26.91	28.153	27.622	26.888	27.4	27.893	27.761
Q9JJT9	NA	25.393	26.045	26.034	24.616	NA	25.578	25.573	25.529	25.705	25.977	25.056	25.001	25.631	25.195
Q9JJU8	26.871	26.935	27.699	26.618	26.874	27.122	27.357	27.12	26.556	28.237	26.333	26.838	27.079	28.078	26.933
Q9JJV2-3;Q9JJV2;Q9JJV2-2	25.473	NA	NA	NA	25.151	NA	NA	NA	24.947	23.805	23.667	24.566	23.933	24.185	NA
Q9JJW0	NA	NA	24.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.475	NA
Q9JJW6-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.952	NA	NA
Q9JJX6-3;Q9JJX6;Q9JJX6-4;Q9JJX6-2	24.04	24.896	25.053	25.257	NA	24.607	25.42	25.433	24.077	24.796	25.404	24.157	24.777	24.912	25.011
Q9JJX7	25.492	25.02	25.112	25.223	25.681	25.334	25.128	25.645	25.491	25.088	25.336	25.437	25.633	25.069	25.487
Q9JJY4	26.431	26.729	26.51	26.477	26.295	26.088	26.226	26.092	26.515	26.718	26.291	26.921	27.022	26.421	26.596
Q9JJZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.032	NA	NA	NA	NA
Q9JJZ4	27.387	26.779	26.725	26.307	26.683	26.472	26.567	25.753	27.18	26.856	26.498	26.896	26.481	26.68	26.164
Q9JJZ6	25.966	26.299	25.546	26.368	25.57	26.121	25.748	25.849	26.485	26.239	26.355	27.047	26.531	26.113	26.866
Q9JK23	27.415	27.443	27.924	27.054	27.346	27.351	27.684	27.067	27.563	27.89	27.307	27.734	27.308	27.865	27.28
Q9JK24	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.474	23.719	NA	NA	NA	24.09
Q9JK30-2;Q9JK30	26.253	25.941	25.556	25.39	25.985	25.826	25.786	25.862	26.285	25.948	25.376	25.984	25.877	25.975	25.414
Q9JK38	25.846	26.403	26.848	27.074	26.538	26.745	27.287	27.535	26.966	27.141	27.266	26.228	26.652	27.254	27.079
