ENSP00000354687	YP_003024026	P03886	ENST00000361390
ENSP00000637245			ENST00000967186
ENSP00000637246			ENST00000967187
ENSP00000637247			ENST00000967188
ENSP00000637248			ENST00000967189
ENSP00000637249			ENST00000967190
ENSP00000637250			ENST00000967191
ENSP00000637251			ENST00000967192
ENSP00000637252			ENST00000967193
ENSP00000637253			ENST00000967194
ENSP00000637254			ENST00000967195
ENSP00000637255			ENST00000967196
ENSP00000637256			ENST00000967197
ENSP00000637257			ENST00000967198
ENSP00000637258			ENST00000967199
ENSP00000637259			ENST00000967200
ENSP00000637260			ENST00000967201
ENSP00000637261			ENST00000967202
ENSP00000637262			ENST00000967203
ENSP00000637263			ENST00000967204
ENSP00000637264			ENST00000967205
ENSP00000637265			ENST00000967206
ENSP00000637266			ENST00000967207
ENSP00000345079	NP_004069	P21291	ENST00000340006
ENSP00000356275		P21291	ENST00000367306
ENSP00000432110			ENST00000531916
ENSP00000434147		P21291	ENST00000532460
ENSP00000483864			ENST00000526256
ENSP00000436792		P21291	ENST00000533432
ENSP00000436491			ENST00000526723
ENSP00000437218			ENST00000524951
ENSP00000575476			ENST00000905417
ENSP00000575477	NP_001180499		ENST00000905418
ENSP00000575478			ENST00000905419
ENSP00000575479			ENST00000905420
ENSP00000575480			ENST00000905421
ENSP00000575481			ENST00000905422
ENSP00000575482	NP_001180500		ENST00000905423
ENSP00000575483			ENST00000905424
ENSP00000575484			ENST00000905425
ENSP00000575485	NP_001180501		ENST00000905426
ENSP00000585241			ENST00000915182
ENSP00000637269			ENST00000967210
ENSP00000361548	NP_005364	P40238	ENST00000372470
ENSP00000414004			ENST00000413998
ENSP00000495154			ENST00000643351
ENSP00000637280			ENST00000967221
ENSP00000313829	NP_006550	Q07666	ENST00000327300
ENSP00000417731	NP_001258807	Q07666	ENST00000492989
ENSP00000576308			ENST00000906249
ENSP00000576309			ENST00000906250
ENSP00000576310			ENST00000906251
ENSP00000586476			ENST00000916417
ENSP00000586477			ENST00000916418
ENSP00000586478			ENST00000916419
ENSP00000637282			ENST00000967223
ENSP00000637283			ENST00000967224
ENSP00000357909		Q9H3T2	ENST00000368913
ENSP00000357908	NP_001171533	Q9H3T2	ENST00000368912
ENSP00000357910	NP_112175	Q9H3T2	ENST00000368914
ENSP00000344148		Q9H3T2	ENST00000341697
ENSP00000536928			ENST00000866869
ENSP00000536929			ENST00000866870
ENSP00000536930			ENST00000866871
ENSP00000536931			ENST00000866872
ENSP00000536932			ENST00000866873
ENSP00000536933			ENST00000866874
ENSP00000536934			ENST00000866875
ENSP00000536935			ENST00000866876
ENSP00000536936			ENST00000866877
ENSP00000536937			ENST00000866878
ENSP00000536938			ENST00000866879
ENSP00000536939			ENST00000866880
ENSP00000536940			ENST00000866881
ENSP00000536941			ENST00000866882
ENSP00000536942			ENST00000866883
ENSP00000536943			ENST00000866884
ENSP00000536944	NP_001171532		ENST00000866885
ENSP00000536945			ENST00000866886
ENSP00000536946			ENST00000866887
ENSP00000536947			ENST00000866888
ENSP00000597992			ENST00000927933
ENSP00000597993			ENST00000927934
ENSP00000597994			ENST00000927935
ENSP00000597995			ENST00000927936
ENSP00000637301			ENST00000967242
ENSP00000637302			ENST00000967243
ENSP00000637303			ENST00000967244
ENSP00000637304			ENST00000967245
ENSP00000359594	NP_036260	Q14CN2	ENST00000370563
ENSP00000532198			ENST00000862139
ENSP00000532199			ENST00000862140
ENSP00000532200			ENST00000862141
ENSP00000532201			ENST00000862142
ENSP00000532202			ENST00000862143
ENSP00000532203			ENST00000862144
ENSP00000637305			ENST00000967246
ENSP00000637306			ENST00000967247
ENSP00000637307			ENST00000967248
ENSP00000637308			ENST00000967249
ENSP00000637309			ENST00000967250
ENSP00000637310			ENST00000967251
ENSP00000295640	NP_064601	Q9H4A4	ENST00000295640
ENSP00000356255	NP_001306113		ENST00000367286
ENSP00000356255	NP_001306112		ENST00000367286
ENSP00000478325			ENST00000487116
ENSP00000478884			ENST00000492587
ENSP00000389602			ENST00000447312
ENSP00000407614			ENST00000449524
ENSP00000527484			ENST00000857425
ENSP00000527485			ENST00000857426
ENSP00000527486			ENST00000857427
ENSP00000527487			ENST00000857428
ENSP00000527488			ENST00000857429
ENSP00000527489			ENST00000857430
ENSP00000527490			ENST00000857431
ENSP00000604148	NP_001306111		ENST00000934089
ENSP00000604149			ENST00000934090
ENSP00000637314			ENST00000967255
ENSP00000271277	NP_061174	Q9P2B4	ENST00000271277
ENSP00000390976			ENST00000441739
ENSP00000532926			ENST00000862867
ENSP00000532927			ENST00000862868
ENSP00000532928			ENST00000862869
ENSP00000532929			ENST00000862870
ENSP00000588326			ENST00000918267
ENSP00000588327			ENST00000918268
ENSP00000637354			ENST00000967295
ENSP00000637355			ENST00000967296
ENSP00000637356			ENST00000967297
ENSP00000262916	NP_004691	P56696	ENST00000347132
ENSP00000423756	NP_751895	P56696	ENST00000509682
ENSP00000406735			ENST00000443478
ENSP00000637396			ENST00000967337
ENSP00000637397			ENST00000967338
ENSP00000498348			ENST00000651187
ENSP00000355537	NP_001094	P35609	ENST00000366578
ENSP00000443495	NP_001265272	P35609	ENST00000542672
ENSP00000498896			ENST00000652096
ENSP00000506961			ENST00000682015
ENSP00000498364			ENST00000651786
ENSP00000507913			ENST00000683111
ENSP00000498926			ENST00000651275
ENSP00000498677			ENST00000651091
ENSP00000498394			ENST00000651781
ENSP00000549590			ENST00000879531
ENSP00000549591			ENST00000879532
ENSP00000549592			ENST00000879533
ENSP00000549593			ENST00000879534
ENSP00000549594			ENST00000879535
ENSP00000549595			ENST00000879536
ENSP00000549596			ENST00000879537
ENSP00000549597			ENST00000879538
ENSP00000637407			ENST00000967348
ENSP00000637408			ENST00000967349
ENSP00000637409			ENST00000967350
ENSP00000637410			ENST00000967351
ENSP00000637411			ENST00000967352
ENSP00000637412			ENST00000967353
ENSP00000637413			ENST00000967354
ENSP00000637414			ENST00000967355
ENSP00000637415			ENST00000967356
ENSP00000637416			ENST00000967357
ENSP00000637417			ENST00000967358
ENSP00000637418			ENST00000967359
ENSP00000637419			ENST00000967360
ENSP00000637420			ENST00000967361
ENSP00000637421			ENST00000967362
ENSP00000637422			ENST00000967363
ENSP00000637423			ENST00000967364
ENSP00000637424			ENST00000967365
ENSP00000637425			ENST00000967366
ENSP00000637426			ENST00000967367
ENSP00000637427			ENST00000967368
ENSP00000637428			ENST00000967369
ENSP00000637429			ENST00000967370
ENSP00000416338		O95140	ENST00000444836
ENSP00000502151		O95140	ENST00000674817
ENSP00000501646		O95140	ENST00000675053
ENSP00000502422			ENST00000675817
ENSP00000501839			ENST00000675298
ENSP00000502005			ENST00000676369
ENSP00000412023			ENST00000412236
ENSP00000501972			ENST00000675530
ENSP00000502185		O95140	ENST00000674548
ENSP00000502359			ENST00000676426
ENSP00000502334			ENST00000674658
ENSP00000501716		O95140	ENST00000674910
ENSP00000502404		O95140	ENST00000675231
ENSP00000502511			ENST00000497302
ENSP00000502630			ENST00000675512
ENSP00000502623		O95140	ENST00000675113
ENSP00000235329	NP_055689	O95140	ENST00000235329
ENSP00000502362		O95140	ENST00000676293
ENSP00000501776		O95140	ENST00000675919
ENSP00000502145			ENST00000675987
ENSP00000501947			ENST00000675781
ENSP00000568942			ENST00000898883
ENSP00000568943			ENST00000898884
ENSP00000568944			ENST00000898885
ENSP00000568945			ENST00000898886
ENSP00000568946			ENST00000898887
ENSP00000568947			ENST00000898888
ENSP00000568948	NP_001121132		ENST00000898889
ENSP00000568949			ENST00000898890
ENSP00000568950			ENST00000898891
ENSP00000568951			ENST00000898892
ENSP00000568952			ENST00000898893
ENSP00000568953			ENST00000898894
ENSP00000568954			ENST00000898895
ENSP00000568955			ENST00000898896
ENSP00000568956			ENST00000898897
ENSP00000568957			ENST00000898898
ENSP00000568958			ENST00000898899
ENSP00000568959			ENST00000898900
ENSP00000587391			ENST00000917332
ENSP00000637452			ENST00000967393
ENSP00000637453			ENST00000967394
ENSP00000637454			ENST00000967395
ENSP00000637455			ENST00000967396
ENSP00000637456			ENST00000967397
ENSP00000637457			ENST00000967398
ENSP00000637458			ENST00000967399
ENSP00000637459			ENST00000967400
ENSP00000637460			ENST00000967401
ENSP00000637461			ENST00000967402
ENSP00000637462			ENST00000967403
ENSP00000637463			ENST00000967404
ENSP00000637464			ENST00000967405
ENSP00000637465			ENST00000967406
ENSP00000637466			ENST00000967407
ENSP00000637467			ENST00000967408
ENSP00000637468			ENST00000967409
ENSP00000637469			ENST00000967410
ENSP00000637470			ENST00000967411
ENSP00000637471			ENST00000967412
ENSP00000637472			ENST00000967413
ENSP00000637473			ENST00000967414
ENSP00000637474			ENST00000967415
ENSP00000637475			ENST00000967416
ENSP00000637476			ENST00000967417
ENSP00000637477			ENST00000967418
ENSP00000637478			ENST00000967419
ENSP00000481687			ENST00000469606
ENSP00000355961	NP_056249	Q9NVH2	ENST00000366994
ENSP00000355960	NP_001186740	Q9NVH2	ENST00000366993
ENSP00000355959	NP_001186741	Q9NVH2	ENST00000366992
ENSP00000388908	NP_001186738	Q9NVH2	ENST00000440600
ENSP00000481102			ENST00000612340
ENSP00000483346			ENST00000475798
ENSP00000484371			ENST00000619805
ENSP00000541757			ENST00000871698
ENSP00000541758			ENST00000871699
ENSP00000541759			ENST00000871700
ENSP00000587957			ENST00000917898
ENSP00000587958			ENST00000917899
ENSP00000587959			ENST00000917900
ENSP00000587960			ENST00000917901
ENSP00000587961			ENST00000917902
ENSP00000587962			ENST00000917903
ENSP00000637577			ENST00000967518
ENSP00000263831	NP_001284675	Q9BSY9	ENST00000263831
ENSP00000306528	NP_057160	Q9BSY9	ENST00000302550
ENSP00000394555			ENST00000418162
ENSP00000529712			ENST00000859653
ENSP00000529713			ENST00000859654
ENSP00000600359			ENST00000930300
ENSP00000637619			ENST00000967560
ENSP00000263168	NP_006126	P52907	ENST00000263168
ENSP00000574685			ENST00000904626
ENSP00000574686			ENST00000904627
ENSP00000574687			ENST00000904628
ENSP00000574688			ENST00000904629
ENSP00000587784			ENST00000917725
ENSP00000587785			ENST00000917726
ENSP00000587786			ENST00000917727
ENSP00000587787			ENST00000917728
ENSP00000637684			ENST00000967625
ENSP00000356949	NP_067674	P12318	ENST00000367972
ENSP00000514258	NP_001362226		ENST00000699277
ENSP00000514258	NP_001362225		ENST00000699277
ENSP00000441156			ENST00000536731
ENSP00000440148			ENST00000483665
ENSP00000514259			ENST00000699278
ENSP00000271450	NP_001129691	P12318	ENST00000271450
ENSP00000514260			ENST00000699279
ENSP00000476495			ENST00000467525
ENSP00000476411			ENST00000459885
ENSP00000637749			ENST00000967690
ENSP00000319341	NP_116270	Q969L4	ENST00000315732
ENSP00000531514			ENST00000861455
ENSP00000531515			ENST00000861456
ENSP00000531516			ENST00000861457
ENSP00000531517			ENST00000861458
ENSP00000531518			ENST00000861459
ENSP00000531519			ENST00000861460
ENSP00000531520			ENST00000861461
ENSP00000531521			ENST00000861462
ENSP00000531522			ENST00000861463
ENSP00000531523			ENST00000861464
ENSP00000586633			ENST00000916574
ENSP00000586634			ENST00000916575
ENSP00000586635			ENST00000916576
ENSP00000586636			ENST00000916577
ENSP00000637782			ENST00000967723
ENSP00000479832	NP_001229839	Q2MKA7	ENST00000612451
ENSP00000481178	NP_001229838	Q2MKA7	ENST00000615459
ENSP00000348944	NP_001229837	Q2MKA7	ENST00000356545
ENSP00000348944	NP_001033722	Q2MKA7	ENST00000356545
ENSP00000383846		Q2MKA7	ENST00000401068
ENSP00000536338			ENST00000866279
ENSP00000536339			ENST00000866280
ENSP00000536340			ENST00000866281
ENSP00000536341			ENST00000866282
ENSP00000536342			ENST00000866283
ENSP00000536343			ENST00000866284
ENSP00000637783			ENST00000967724
ENSP00000357342	NP_065948	Q9P1Z3	ENST00000368358
ENSP00000548045			ENST00000877986
ENSP00000601815			ENST00000931756
ENSP00000601816			ENST00000931757
ENSP00000637810			ENST00000967751
ENSP00000637811			ENST00000967752
ENSP00000390091			ENST00000429533
ENSP00000320228	NP_001273294	Q3KQU3	ENST00000316156
ENSP00000507044	NP_001375419		ENST00000474796
ENSP00000362243	NP_001273295	Q3KQU3	ENST00000373150
ENSP00000362244	NP_060537	Q3KQU3	ENST00000373151
ENSP00000435126			ENST00000530729
ENSP00000437046			ENST00000530975
ENSP00000549442			ENST00000879383
ENSP00000549443			ENST00000879384
ENSP00000549444			ENST00000879385
ENSP00000549445			ENST00000879386
ENSP00000549446			ENST00000879387
ENSP00000549447			ENST00000879388
ENSP00000549448			ENST00000879389
ENSP00000549449			ENST00000879390
ENSP00000549450			ENST00000879391
ENSP00000549451			ENST00000879392
ENSP00000549452			ENST00000879393
ENSP00000549453			ENST00000879394
ENSP00000637925			ENST00000967866
ENSP00000637926			ENST00000967867
ENSP00000637927			ENST00000967868
ENSP00000637928			ENST00000967869
ENSP00000637929			ENST00000967870
ENSP00000355964	NP_055688	Q92604	ENST00000366997
ENSP00000355963		Q92604	ENST00000366996
ENSP00000560097	NP_001362773		ENST00000890038
ENSP00000560097	NP_001362770		ENST00000890038
ENSP00000560098	NP_001362774		ENST00000890039
ENSP00000560099			ENST00000890040
ENSP00000560100	NP_001307737		ENST00000890041
ENSP00000560100	NP_001362771		ENST00000890041
ENSP00000560101			ENST00000890042
ENSP00000560102			ENST00000890043
ENSP00000560103			ENST00000890044
ENSP00000560104			ENST00000890045
ENSP00000560105			ENST00000890046
ENSP00000560106			ENST00000890047
ENSP00000560107			ENST00000890048
ENSP00000560108			ENST00000890049
ENSP00000560109			ENST00000890051
ENSP00000583593			ENST00000913534
ENSP00000583594			ENST00000913535
ENSP00000637960			ENST00000967901
ENSP00000637961			ENST00000967902
ENSP00000637962			ENST00000967903
ENSP00000363614	NP_000182	P35914	ENST00000374490
ENSP00000389281	NP_001159531	P35914	ENST00000436439
ENSP00000235958			ENST00000235958
ENSP00000562161			ENST00000892102
ENSP00000562162			ENST00000892103
ENSP00000562163			ENST00000892104
ENSP00000562164			ENST00000892105
ENSP00000562165			ENST00000892106
ENSP00000562166			ENST00000892107
ENSP00000562167			ENST00000892108
ENSP00000562168			ENST00000892109
ENSP00000562169			ENST00000892110
ENSP00000562170			ENST00000892111
ENSP00000562171			ENST00000892112
ENSP00000562172			ENST00000892113
ENSP00000562173			ENST00000892114
ENSP00000562174			ENST00000892115
ENSP00000562175			ENST00000892116
ENSP00000562176			ENST00000892117
ENSP00000562177			ENST00000892118
ENSP00000562178			ENST00000892119
ENSP00000596455			ENST00000926396
ENSP00000596456			ENST00000926397
ENSP00000637979			ENST00000967920
ENSP00000637980			ENST00000967921
ENSP00000637981			ENST00000967922
ENSP00000637982			ENST00000967923
ENSP00000637983			ENST00000967924
ENSP00000637984			ENST00000967925
ENSP00000637985			ENST00000967926
ENSP00000364555	NP_110439	Q9H568	ENST00000375406
ENSP00000481590		Q9H568	ENST00000617065
ENSP00000593028			ENST00000922969
ENSP00000593029			ENST00000922970
ENSP00000638008			ENST00000967949
ENSP00000638009			ENST00000967950
ENSP00000435632			ENST00000481485
ENSP00000405504			ENST00000454943
ENSP00000431398		O00214	ENST00000527974
ENSP00000398630			ENST00000430527
ENSP00000309576	NP_963839	O00214	ENST00000352231
ENSP00000385999			ENST00000406509
ENSP00000435460		O00214	ENST00000526589
ENSP00000437007			ENST00000529489
ENSP00000342139		O00214	ENST00000341872
ENSP00000410843			ENST00000416919
ENSP00000408657	NP_006490	O00214	ENST00000450372
ENSP00000238181			ENST00000238181
ENSP00000355543	NP_963837	O00214	ENST00000366584
ENSP00000355543	NP_963838	O00214	ENST00000366584
ENSP00000413278			ENST00000442397
ENSP00000407428			ENST00000434231
ENSP00000434860			ENST00000323938
ENSP00000437040		O00214	ENST00000526634
ENSP00000431884			ENST00000525042
ENSP00000561130			ENST00000891071
ENSP00000561131			ENST00000891072
ENSP00000561132			ENST00000891073
ENSP00000561133			ENST00000891074
ENSP00000561134			ENST00000891075
ENSP00000561135			ENST00000891076
ENSP00000561136			ENST00000891077
ENSP00000561137			ENST00000891078
ENSP00000561138			ENST00000891079
ENSP00000561139			ENST00000891080
ENSP00000561140			ENST00000891081
ENSP00000561141			ENST00000891082
ENSP00000561142			ENST00000891083
ENSP00000561143			ENST00000891084
ENSP00000588818			ENST00000918759
ENSP00000588819			ENST00000918760
ENSP00000638079			ENST00000968020
ENSP00000638080			ENST00000968021
ENSP00000638081			ENST00000968022
ENSP00000638082			ENST00000968023
ENSP00000638083			ENST00000968024
ENSP00000638084			ENST00000968025
ENSP00000357106	NP_067012	Q8N126	ENST00000368124
ENSP00000357107	NP_001333439	Q8N126	ENST00000368125
ENSP00000357107	NP_001120645	Q8N126	ENST00000368125
ENSP00000387802			ENST00000416746
ENSP00000580686			ENST00000910627
ENSP00000580687			ENST00000910628
ENSP00000580688			ENST00000910629
ENSP00000638098			ENST00000968039
ENSP00000352614	NP_065934	Q9P217	ENST00000359600
ENSP00000607334			ENST00000937275
ENSP00000638114			ENST00000968055
ENSP00000638115			ENST00000968056
ENSP00000638116			ENST00000968057
ENSP00000352900	NP_008848	P48443	ENST00000359842
ENSP00000482458	NP_001243499		ENST00000619224
ENSP00000482458	NP_001243500		ENST00000619224
ENSP00000555468			ENST00000885409
ENSP00000638172			ENST00000968113
ENSP00000363117	NP_005239	P09769	ENST00000374005
ENSP00000382126	NP_001036212	P09769	ENST00000399173
ENSP00000363116		P09769	ENST00000374004
ENSP00000363115		P09769	ENST00000374003
ENSP00000407670			ENST00000457296
ENSP00000529174			ENST00000859115
ENSP00000529175			ENST00000859116
ENSP00000529176			ENST00000859117
ENSP00000529177			ENST00000859118
ENSP00000529178			ENST00000859119
ENSP00000529179			ENST00000859120
ENSP00000529180			ENST00000859121
ENSP00000529181			ENST00000859122
ENSP00000529182			ENST00000859123
ENSP00000529183			ENST00000859124
ENSP00000529184			ENST00000859125
ENSP00000529185			ENST00000859126
ENSP00000529186	NP_001036194		ENST00000859127
ENSP00000529187			ENST00000859128
ENSP00000529188			ENST00000859129
ENSP00000529189			ENST00000859130
ENSP00000529190			ENST00000859131
ENSP00000638178			ENST00000968119
ENSP00000638179			ENST00000968120
ENSP00000638180			ENST00000968121
ENSP00000638181			ENST00000968122
ENSP00000638182			ENST00000968123
ENSP00000638183			ENST00000968124
ENSP00000638184			ENST00000968125
ENSP00000638185			ENST00000968126
ENSP00000414018			ENST00000428634
ENSP00000358312	NP_003837	O96011	ENST00000369306
ENSP00000437510	NP_001171724	O96011	ENST00000537888
ENSP00000533248			ENST00000863189
ENSP00000638194			ENST00000968135
ENSP00000638195			ENST00000968136
ENSP00000358554	NP_005863	O75934	ENST00000369541
ENSP00000556318			ENST00000886259
ENSP00000556319			ENST00000886260
ENSP00000588556			ENST00000918497
ENSP00000638263			ENST00000968204
ENSP00000638264			ENST00000968205
ENSP00000506973			ENST00000683790
ENSP00000509124	NP_001378886		ENST00000688493
ENSP00000351770	NP_443161	B1AJZ9	ENST00000358897
ENSP00000402241			ENST00000433640
ENSP00000365166		B1AJZ9	ENST00000375998
ENSP00000365165			ENST00000375997
ENSP00000436559			ENST00000524761
ENSP00000365163			ENST00000375995
ENSP00000399819			ENST00000444385
ENSP00000434909			ENST00000529606
ENSP00000318812			ENST00000314668
ENSP00000432147			ENST00000481324
ENSP00000610154			ENST00000940095
ENSP00000638272			ENST00000968213
ENSP00000251546	NP_904319	Q9H4M3	ENST00000251546
ENSP00000389820			ENST00000425796
ENSP00000365961	NP_001014765	Q9H4M3	ENST00000376770
ENSP00000251547	NP_149438	Q9H4M3	ENST00000251547
ENSP00000365959	NP_001317284		ENST00000376768
ENSP00000365951	NP_001291719	Q9H4M3	ENST00000376760
ENSP00000365953	NP_904320	Q9H4M3	ENST00000376762
ENSP00000473420			ENST00000475435
ENSP00000473653			ENST00000471895
ENSP00000528251			ENST00000858192
ENSP00000528252	NP_001291720		ENST00000858193
ENSP00000528253			ENST00000858194
ENSP00000528254			ENST00000858195
ENSP00000528255			ENST00000858196
ENSP00000528256			ENST00000858197
ENSP00000528257			ENST00000858198
ENSP00000528258			ENST00000858199
ENSP00000603263			ENST00000933204
ENSP00000603264			ENST00000933205
ENSP00000603265			ENST00000933206
ENSP00000603266			ENST00000933207
ENSP00000638276			ENST00000968217
ENSP00000638277			ENST00000968218
ENSP00000414039			ENST00000417056
ENSP00000356481	NP_443198	Q9BZQ8	ENST00000367511
ENSP00000569997			ENST00000899938
ENSP00000569998			ENST00000899939
ENSP00000569999			ENST00000899940
ENSP00000570000			ENST00000899941
ENSP00000570001			ENST00000899942
ENSP00000570002			ENST00000899943
ENSP00000570003			ENST00000899944
ENSP00000570004			ENST00000899945
ENSP00000570005			ENST00000899946
ENSP00000570006			ENST00000899947
ENSP00000638444			ENST00000968385
ENSP00000638445			ENST00000968386
ENSP00000398736	NP_001545	O00622	ENST00000451137
ENSP00000502303			ENST00000675083
ENSP00000536095			ENST00000866036
ENSP00000590856			ENST00000920797
ENSP00000590857			ENST00000920798
ENSP00000638476			ENST00000968417
ENSP00000501971			ENST00000482253
ENSP00000501779	NP_001397762		ENST00000675735
ENSP00000477024	NP_001287918	Q9UKA9	ENST00000609116
ENSP00000502818	NP_067013	Q9UKA9	ENST00000674951
ENSP00000412788	NP_001287915		ENST00000426398
ENSP00000359216	NP_001287914	Q9UKA9	ENST00000370197
ENSP00000359217	NP_001287917	Q9UKA9	ENST00000370198
ENSP00000501834		Q9UKA9	ENST00000476419
ENSP00000501559	NP_001287919		ENST00000676292
ENSP00000501559	NP_001287916		ENST00000676292
ENSP00000501744			ENST00000676096
ENSP00000501681			ENST00000675365
ENSP00000502522			ENST00000674579
ENSP00000502536			ENST00000675401
ENSP00000560916			ENST00000890857
ENSP00000608946			ENST00000938887
ENSP00000608947			ENST00000938888
ENSP00000608948			ENST00000938889
ENSP00000608949			ENST00000938890
ENSP00000608950			ENST00000938891
ENSP00000638556			ENST00000968497
ENSP00000638557			ENST00000968498
ENSP00000473411	NP_001191017	P41271	ENST00000602662
ENSP00000473411	NP_001191018	P41271	ENST00000602662
ENSP00000412419			ENST00000428975
ENSP00000289749	NP_877421	P41271	ENST00000289749
ENSP00000390607			ENST00000451758
ENSP00000480391	NP_001265094	P41271	ENST00000622566
ENSP00000399333			ENST00000439664
ENSP00000478885	NP_001191013	P41271	ENST00000621723
ENSP00000364278	NP_005371	P41271	ENST00000375136
ENSP00000400250			ENST00000425400
ENSP00000483061	NP_001191014	P41271	ENST00000618761
ENSP00000391858			ENST00000439278
ENSP00000478223	NP_001191015		ENST00000615215
ENSP00000394079			ENST00000427894
ENSP00000449007	NP_001265095	P41271	ENST00000548815
ENSP00000569575			ENST00000899516
ENSP00000569576			ENST00000899517
ENSP00000569577			ENST00000899518
ENSP00000569578			ENST00000899519
ENSP00000569579			ENST00000899520
ENSP00000569580			ENST00000899521
ENSP00000569581			ENST00000899522
ENSP00000603962			ENST00000933903
ENSP00000638597	NP_001265093		ENST00000968538
ENSP00000638598			ENST00000968539
ENSP00000638599			ENST00000968540
ENSP00000638600			ENST00000968541
ENSP00000478421	NP_001372570		ENST00000616016
ENSP00000480678	NP_001372569		ENST00000618323
ENSP00000393181			ENST00000437963
ENSP00000342313	NP_689699	Q96NU1	ENST00000342066
ENSP00000484643			ENST00000616125
ENSP00000484256			ENST00000618779
ENSP00000482138			ENST00000622503
ENSP00000480870			ENST00000618181
ENSP00000482090			ENST00000617307
ENSP00000349216			ENST00000341065
ENSP00000412228			ENST00000455979
ENSP00000638601			ENST00000968542
ENSP00000638602			ENST00000968543
ENSP00000638603			ENST00000968544
ENSP00000255039	NP_068589	Q9GZV7	ENST00000255039
ENSP00000388835			ENST00000456112
ENSP00000528294			ENST00000858235
ENSP00000528295			ENST00000858236
ENSP00000528296			ENST00000858237
ENSP00000528297			ENST00000858238
ENSP00000528298			ENST00000858239
ENSP00000528299			ENST00000858240
ENSP00000528300			ENST00000858241
ENSP00000638618			ENST00000968559
ENSP00000638619			ENST00000968560
ENSP00000638620			ENST00000968561
ENSP00000638621			ENST00000968562
ENSP00000365147	NP_077305	Q96C19	ENST00000375980
ENSP00000395153			ENST00000445566
ENSP00000576315			ENST00000906256
ENSP00000576316			ENST00000906257
ENSP00000638646			ENST00000968587
ENSP00000638647			ENST00000968588
ENSP00000359048			ENST00000370031
ENSP00000499017	NP_001096062	Q5T8I9	ENST00000651461
ENSP00000359049	NP_653185	Q5T8I9	ENST00000370032
ENSP00000538421			ENST00000868362
ENSP00000538422			ENST00000868363
ENSP00000538423			ENST00000868364
ENSP00000538424			ENST00000868365
ENSP00000582806			ENST00000912747
ENSP00000582807			ENST00000912748
ENSP00000638665			ENST00000968606
ENSP00000638666			ENST00000968607
ENSP00000476661			ENST00000486064
ENSP00000361392	NP_001336056	Q8N4L8	ENST00000372318
ENSP00000361392	NP_689712	Q8N4L8	ENST00000372318
ENSP00000476285			ENST00000460543
ENSP00000476322			ENST00000463846
ENSP00000476914			ENST00000490064
ENSP00000476589			ENST00000486504
ENSP00000476456			ENST00000466180
ENSP00000527734			ENST00000857675
ENSP00000527735			ENST00000857676
ENSP00000527736			ENST00000857677
ENSP00000527737			ENST00000857678
ENSP00000527738			ENST00000857679
ENSP00000527739			ENST00000857680
ENSP00000527740			ENST00000857681
ENSP00000527741			ENST00000857682
ENSP00000527742	NP_001336057		ENST00000857683
ENSP00000527743			ENST00000857684
ENSP00000527744			ENST00000857685
ENSP00000527745			ENST00000857686
ENSP00000527746			ENST00000857687
ENSP00000527747			ENST00000857688
ENSP00000527748			ENST00000857689
ENSP00000527749			ENST00000857690
ENSP00000582643			ENST00000912584
ENSP00000582644			ENST00000912585
ENSP00000582645			ENST00000912586
ENSP00000582646			ENST00000912587
ENSP00000582647			ENST00000912588
ENSP00000582648			ENST00000912589
ENSP00000582649			ENST00000912590
ENSP00000582650			ENST00000912591
ENSP00000638769			ENST00000968710
ENSP00000638770			ENST00000968711
ENSP00000638771			ENST00000968712
ENSP00000638772			ENST00000968713
ENSP00000638773			ENST00000968714
ENSP00000638774	NP_001336058		ENST00000968715
ENSP00000638775			ENST00000968716
ENSP00000638776			ENST00000968717
ENSP00000429036		P49810	ENST00000524196
ENSP00000504483			ENST00000676888
ENSP00000504343			ENST00000678835
ENSP00000504410			ENST00000676907
ENSP00000503659			ENST00000678706
ENSP00000503680			ENST00000678320
ENSP00000504303		P49810	ENST00000679098
ENSP00000504230			ENST00000678655
ENSP00000504433			ENST00000676945
ENSP00000504138			ENST00000678820
ENSP00000504728		P49810	ENST00000678233
ENSP00000503673			ENST00000677599
ENSP00000503116		P49810	ENST00000677414
ENSP00000504318			ENST00000676840
ENSP00000504652			ENST00000678784
ENSP00000504727		P49810	ENST00000679088
ENSP00000503244			ENST00000676747
ENSP00000504674			ENST00000678021
ENSP00000429682			ENST00000495488
ENSP00000503121			ENST00000677880
ENSP00000355747	NP_000438	P49810	ENST00000366783
ENSP00000403737		P49810	ENST00000422240
ENSP00000503618			ENST00000677596
ENSP00000504294			ENST00000676467
ENSP00000504624			ENST00000678776
ENSP00000427912			ENST00000460775
ENSP00000355746		P49810	ENST00000366782
ENSP00000486498		P49810	ENST00000626989
ENSP00000427806			ENST00000472139
ENSP00000570124			ENST00000900065
ENSP00000570125			ENST00000900066
ENSP00000570126			ENST00000900067
ENSP00000570127			ENST00000900068
ENSP00000570128			ENST00000900069
ENSP00000570129			ENST00000900070
ENSP00000570130			ENST00000900071
ENSP00000570131			ENST00000900072
ENSP00000570132			ENST00000900073
ENSP00000570133			ENST00000900074
ENSP00000570134			ENST00000900075
ENSP00000570135			ENST00000900076
ENSP00000570136			ENST00000900077
ENSP00000570137			ENST00000900078
ENSP00000610914			ENST00000940855
ENSP00000610915			ENST00000940856
ENSP00000610916	NP_036618		ENST00000940857
ENSP00000610917			ENST00000940858
