ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000270682	processed_pseudogene	AP003357.1	41.89
ENSG00000270683	processed_pseudogene	FAM71BP1	40.15
ENSG00000270685	IG_V_pseudogene	IGHV1OR15-6	54.1
ENSG00000270688	processed_pseudogene	AL137849.1	49.7
ENSG00000270689	processed_pseudogene	BUD13P1	47.68
ENSG00000270690	processed_pseudogene	AC105129.3	42.04
ENSG00000270691	processed_pseudogene	AL161912.3	35.35
ENSG00000270694	processed_pseudogene	AC211469.2	62.44
ENSG00000270695	processed_pseudogene	AL133393.1	39.02
ENSG00000270696	lncRNA	AC005034.3	39.27
ENSG00000270697	lncRNA	AC106791.2	41.43
ENSG00000270698	processed_pseudogene	AC018695.5	45.92
ENSG00000270699	processed_pseudogene	AC012493.3	44.64
ENSG00000270701	processed_pseudogene	AP002802.2	36.6
ENSG00000270702	processed_pseudogene	AC073657.2	41.91
ENSG00000270705	processed_pseudogene	AL161669.2	80.95
ENSG00000270706	processed_pseudogene	PRMT1P1	55.3
ENSG00000270708	processed_pseudogene	KF455155.1	51.49
ENSG00000270709	processed_pseudogene	AL109653.1	35.48
ENSG00000270710	processed_pseudogene	FO393422.1	46.98
ENSG00000270711	processed_pseudogene	AL162431.3	48.42
ENSG00000270712	processed_pseudogene	AL591222.2	47.61
ENSG00000270713	processed_pseudogene	AL132994.2	52.98
ENSG00000270714	processed_pseudogene	MICOS10P2	45.41
ENSG00000270716	processed_pseudogene	BNIP3P15	43.19
ENSG00000270718	processed_pseudogene	AC084373.1	39.57
ENSG00000270719	processed_pseudogene	AL390877.2	44.86
ENSG00000270720	lncRNA	AC104785.1	37.07
ENSG00000270722	snRNA	U1	53.66
ENSG00000270723	processed_pseudogene	RPL23AP92	49.02
ENSG00000270725	lncRNA	AL356580.1	43.74
ENSG00000270726	lncRNA	AJ271736.1	53.18
ENSG00000270727	processed_pseudogene	AL590032.1	48.02
ENSG00000270728	processed_pseudogene	AL035413.1	43.45
ENSG00000270729	processed_pseudogene	AC004853.1	33.85
ENSG00000270733	processed_pseudogene	AL355877.2	43.3
ENSG00000270734	processed_pseudogene	AC136443.5	40
ENSG00000270736	processed_pseudogene	AL670379.7	37.3
ENSG00000270739	processed_pseudogene	AC090953.1	36.68
ENSG00000270741	processed_pseudogene	PRELID3BP8	37.29
ENSG00000270745	processed_pseudogene	AL731768.1	50.36
ENSG00000270747	processed_pseudogene	AL606490.9	46.49
ENSG00000270748	IG_V_pseudogene	IGKV2OR2-1	53.62
ENSG00000270749	processed_pseudogene	AC064862.7	67.7
ENSG00000270751	lncRNA	FBXW7-AS1	34.91
ENSG00000270753	processed_pseudogene	AP001836.1	36.33
ENSG00000270754	processed_pseudogene	NEK4P3	54.6
ENSG00000270755	lncRNA	AL136141.1	43.36
ENSG00000270757	protein_coding	HSPE1-MOB4	41.28
ENSG00000270759	processed_pseudogene	AC091810.1	52
ENSG00000270760	lncRNA	AD001527.1	49.65
ENSG00000270761	lncRNA	AL355353.1	55.15
ENSG00000270762	processed_pseudogene	FXYD6P1	51.58
ENSG00000270763	processed_pseudogene	DDX43P2	34.86
ENSG00000270764	processed_pseudogene	AC005070.1	51.04
ENSG00000270765	protein_coding	GAS2L2	56.55
ENSG00000270766	processed_pseudogene	AC024940.5	47.56
ENSG00000270767	processed_pseudogene	AL356157.2	42.34
ENSG00000270771	processed_pseudogene	AL670379.8	37.3
ENSG00000270772	processed_pseudogene	PDHA1P1	42.5
ENSG00000270773	processed_pseudogene	AC137695.2	49.2
ENSG00000270775	processed_pseudogene	AP000436.1	49.29
ENSG00000270776	processed_pseudogene	AC012443.1	44.59
ENSG00000270777	lncRNA	AL158042.1	33.48
ENSG00000270778	processed_pseudogene	BUB1P1	38.88
ENSG00000270779	processed_pseudogene	AC008782.1	38.37
ENSG00000270780	processed_pseudogene	AL591742.1	55.54
ENSG00000270781	processed_pseudogene	AC091133.6	52.43
ENSG00000270782	processed_pseudogene	AC072026.1	44.24
ENSG00000270788	processed_pseudogene	PDLIM1P1	50.46
ENSG00000270789	processed_pseudogene	AC135983.5	52.08
ENSG00000270790	processed_pseudogene	AC025588.3	43.43
ENSG00000270791	processed_pseudogene	DPRXP6	44.89
ENSG00000270792	lncRNA	AL050403.2	40.21
ENSG00000270793	processed_pseudogene	LLPHP1	45.17
ENSG00000270794	processed_pseudogene	AC005185.1	45.62
ENSG00000270797	processed_pseudogene	AC004987.4	34.62
ENSG00000270798	processed_pseudogene	AC018737.1	40.11
ENSG00000270799	processed_pseudogene	AC013467.2	52.81
ENSG00000270800	protein_coding	RPS10-NUDT3	43.33
ENSG00000270802	processed_pseudogene	AC005776.1	37.93
ENSG00000270804	transcribed_processed_pseudogene	AC010326.4	48.53
ENSG00000270806	protein_coding	C17orf50	54.88
ENSG00000270807	processed_pseudogene	AC024153.1	44.38
ENSG00000270808	processed_pseudogene	AC022400.3	58.04
ENSG00000270809	processed_pseudogene	CHCHD2P11	58.42
ENSG00000270811	processed_pseudogene	AL590095.1	48.72
ENSG00000270812	processed_pseudogene	AC002069.4	36.47
ENSG00000270813	processed_pseudogene	NANOGNBP3	41.24
ENSG00000270814	processed_pseudogene	TMEM261P1	59.12
ENSG00000270815	processed_pseudogene	AC019159.1	46.52
ENSG00000270816	lncRNA	LINC00221	41.66
ENSG00000270818	processed_pseudogene	AL445675.1	51.49
ENSG00000270820	lncRNA	AC016727.1	44.62
ENSG00000270822	processed_pseudogene	AC092032.1	50.91
ENSG00000270823	lncRNA	AC007938.2	38.88
ENSG00000270824	IG_D_gene	IGHD5OR15-5B	39.13
ENSG00000270826	processed_pseudogene	Z94722.1	35.23
ENSG00000270828	lncRNA	AL023806.2	44.87
ENSG00000270829	lncRNA	AC015849.2	47.19
ENSG00000270830	processed_pseudogene	AC022441.3	47.79
ENSG00000270831	unprocessed_pseudogene	NF1P1	36.09
ENSG00000270832	processed_pseudogene	AC092120.2	42.25
ENSG00000270835	transcribed_processed_pseudogene	AP001425.1	42.89
ENSG00000270837	processed_pseudogene	HNRNPDLP4	44.85
ENSG00000270838	processed_pseudogene	AL121912.1	65.13
ENSG00000270839	processed_pseudogene	AC091393.1	52.84
ENSG00000270842	processed_pseudogene	AC073413.2	48.21
ENSG00000270846	processed_pseudogene	AC021171.2	51.39
ENSG00000270849	processed_pseudogene	CHCHD2P3	59.2
ENSG00000270850	processed_pseudogene	AL356986.1	46.33
ENSG00000270852	unprocessed_pseudogene	AL390816.3	42.05
ENSG00000270855	processed_pseudogene	AC099849.1	52.58
ENSG00000270856	processed_pseudogene	AL353765.1	48.63
ENSG00000270857	processed_pseudogene	AC007621.1	42.56
ENSG00000270858	processed_pseudogene	VDAC1P5	47.39
ENSG00000270859	processed_pseudogene	AC099785.1	39.82
ENSG00000270861	processed_pseudogene	AP002906.1	36.05
ENSG00000270863	processed_pseudogene	DDX55P1	43.14
ENSG00000270864	IG_V_pseudogene	IGHV3OR16-6	50.76
ENSG00000270865	processed_pseudogene	RPL12P48	47.37
ENSG00000270866	lncRNA	AC067773.1	41.77
ENSG00000270868	processed_pseudogene	AP000942.3	44.38
ENSG00000270870	processed_pseudogene	AC004805.2	44.81
ENSG00000270871	lncRNA	AC015849.3	38.54
ENSG00000270872	unprocessed_pseudogene	SRGAP2D	42.25
ENSG00000270874	processed_pseudogene	RPAP2P1	38.42
ENSG00000270876	lncRNA	ZNF30-AS1	43.94
ENSG00000270878	processed_pseudogene	AL136038.4	60.03
ENSG00000270880	processed_pseudogene	AC128687.1	38.29
ENSG00000270882	protein_coding	HIST2H4A	46.9
ENSG00000270883	lncRNA	AC080078.2	41.47
ENSG00000270885	protein_coding	RASL10B	54.99
ENSG00000270889	processed_pseudogene	AC087072.1	63.18
ENSG00000270890	processed_pseudogene	AL049844.2	41.08
ENSG00000270891	processed_pseudogene	AC012507.2	44.86
ENSG00000270892	processed_pseudogene	AC006077.1	44.61
ENSG00000270893	processed_pseudogene	AC008277.2	38.52
ENSG00000270894	lncRNA	AC015849.4	35.62
ENSG00000270896	processed_pseudogene	AL645939.3	58.52
ENSG00000270897	processed_pseudogene	AC111188.2	48.53
ENSG00000270900	processed_pseudogene	NUDT19P4	42.91
ENSG00000270902	processed_pseudogene	AL160290.2	40.61
ENSG00000270903	processed_pseudogene	HNRNPA3P9	42.9
ENSG00000270904	processed_pseudogene	AC008385.1	52.96
ENSG00000270906	processed_pseudogene	MTND4P35	43.42
ENSG00000270909	processed_pseudogene	CR788268.1	39.53
ENSG00000270911	processed_pseudogene	AC114878.2	38.21
ENSG00000270912	processed_pseudogene	RPS28P1	53.48
ENSG00000270914	processed_pseudogene	AL096840.1	41.94
ENSG00000270915	processed_pseudogene	AC073410.2	40.36
ENSG00000270916	processed_pseudogene	RPL12P50	50
ENSG00000270917	processed_pseudogene	AL161911.1	51.75
ENSG00000270919	lncRNA	AC108451.2	52.79
ENSG00000270920	processed_pseudogene	MCRIP2P2	55.98
ENSG00000270921	processed_pseudogene	CICP23	61.63
ENSG00000270923	processed_pseudogene	TAS2R6P	44.07
ENSG00000270924	unprocessed_pseudogene	AC140658.6	56.21
ENSG00000270926	unprocessed_pseudogene	AC008013.3	57.3
ENSG00000270927	processed_pseudogene	AL645944.1	43.2
ENSG00000270929	processed_pseudogene	SRD5A3P1	51
ENSG00000270930	processed_pseudogene	GRAMD4P8	53.09
ENSG00000270933	lncRNA	AC010719.1	43.64
ENSG00000270934	processed_pseudogene	AL512430.4	40.78
ENSG00000270935	processed_pseudogene	AL021808.1	46.73
ENSG00000270936	processed_pseudogene	AL034351.1	43.41
ENSG00000270937	lncRNA	AL033381.2	51.09
ENSG00000270938	transcribed_processed_pseudogene	RAP2CP1	72.31
ENSG00000270941	processed_pseudogene	AC006254.2	41.22
ENSG00000270945	processed_pseudogene	HSPE1P7	48.08
ENSG00000270946	protein_coding	CT45A9	42.87
ENSG00000270947	lncRNA	AC025811.1	31.99
ENSG00000270948	processed_pseudogene	MTDHP1	52.68
ENSG00000270951	lncRNA	AL121917.2	46.67
ENSG00000270953	lncRNA	AC007938.3	40.77
ENSG00000270954	processed_pseudogene	RPSAP75	50.5
ENSG00000270955	processed_pseudogene	AC135731.2	41.37
ENSG00000270956	lncRNA	AC009948.3	36.15
ENSG00000270957	processed_pseudogene	AC092175.1	58.49
ENSG00000270959	lncRNA	LPP-AS2	47.72
ENSG00000270960	processed_pseudogene	AC106872.10	60.57
ENSG00000270961	IG_D_gene	IGHD5OR15-5A	39.13
ENSG00000270962	processed_pseudogene	AC239800.3	55.07
ENSG00000270964	lncRNA	AC016355.1	46.77
ENSG00000270965	processed_pseudogene	NTAN1P1	39.16
ENSG00000270966	processed_pseudogene	AC087763.1	45.8
ENSG00000270969	processed_pseudogene	AP001823.1	40.58
ENSG00000270971	processed_pseudogene	REXO1L8P	55.73
ENSG00000270972	lncRNA	AC136475.9	48.69
ENSG00000270973	processed_pseudogene	SMARCE1P7	47.28
ENSG00000270975	unprocessed_pseudogene	MAGOH3P	45.29
ENSG00000270976	processed_pseudogene	AL596327.1	41.78
ENSG00000270977	transcribed_processed_pseudogene	AC015849.5	46.12
ENSG00000270978	processed_pseudogene	AC091982.2	47.22
ENSG00000270980	processed_pseudogene	AC060764.1	57.93
ENSG00000270981	processed_pseudogene	AC092944.2	45.56
ENSG00000270982	processed_pseudogene	AL353621.2	31.58
ENSG00000270983	processed_pseudogene	AL589674.1	43.03
ENSG00000270986	processed_pseudogene	HMGB1P51	38.71
ENSG00000270987	processed_pseudogene	AL133338.2	55.3
ENSG00000270988	lncRNA	AC019257.2	46.28
ENSG00000270989	processed_pseudogene	AC139493.1	46.6
ENSG00000270990	processed_pseudogene	AC069304.2	37.57
ENSG00000270992	processed_pseudogene	AC024085.1	42.92
ENSG00000270993	processed_pseudogene	AC111186.1	60
ENSG00000270994	processed_pseudogene	AL157899.1	50.43
ENSG00000270995	processed_pseudogene	AL137072.1	40.99
ENSG00000270996	lncRNA	AC005034.4	34.59
ENSG00000270997	processed_pseudogene	AC073137.1	39.59
ENSG00000270999	IG_V_pseudogene	IGKV1OR2-118	49.47
ENSG00000271002	processed_pseudogene	AC129492.5	42.54
ENSG00000271003	unprocessed_pseudogene	AC009237.13	38.72
ENSG00000271005	processed_pseudogene	CTHRC1P1	34.75
ENSG00000271009	lncRNA	AC116667.1	35.86
ENSG00000271010	processed_pseudogene	AC011475.1	49.43
ENSG00000271011	lncRNA	AC010680.3	39.81
ENSG00000271013	processed_pseudogene	LRRC37A9P	49.2
ENSG00000271014	processed_pseudogene	AC062037.1	35.16
ENSG00000271015	IG_V_pseudogene	IGKV2OR2-7D	54.28
ENSG00000271018	processed_pseudogene	AC013244.1	52.03
ENSG00000271021	processed_pseudogene	AC239600.1	56.28
ENSG00000271022	processed_pseudogene	AP002365.1	56.48
ENSG00000271024	processed_pseudogene	HSPE1P19	39.32
ENSG00000271025	processed_pseudogene	AP000907.3	32.91
ENSG00000271026	processed_pseudogene	KATNBL1P1	36.1
ENSG00000271027	processed_pseudogene	AC006380.1	41.94
ENSG00000271028	processed_pseudogene	AC009643.2	42.55
ENSG00000271029	processed_pseudogene	AC135178.7	46.07
ENSG00000271032	lncRNA	AC020907.4	56.14
ENSG00000271034	processed_pseudogene	AC139700.1	39.74
ENSG00000271035	processed_pseudogene	AC010385.2	41.43
ENSG00000271036	processed_pseudogene	CLPTM1LP1	34.3
ENSG00000271040	lncRNA	AL390955.2	52.72
ENSG00000271041	processed_pseudogene	AL670379.9	37.55
ENSG00000271042	processed_pseudogene	AL078603.1	38.98
ENSG00000271043	processed_pseudogene	MTRNR2L2	42.53
ENSG00000271044	processed_pseudogene	AC087468.1	43.65
ENSG00000271045	processed_pseudogene	NDUFB9P1	49.8
ENSG00000271046	lncRNA	AL512631.1	45.95
ENSG00000271047	processed_pseudogene	AC092447.9	39.58
ENSG00000271048	processed_pseudogene	AC087045.1	39.79
ENSG00000271049	processed_pseudogene	AC020910.4	46.34
ENSG00000271052	processed_pseudogene	AC108738.1	45.57
ENSG00000271053	processed_pseudogene	AC093765.1	40.3
ENSG00000271056	processed_pseudogene	AL136363.2	50.79
ENSG00000271057	processed_pseudogene	AC073648.5	41.97
ENSG00000271063	processed_pseudogene	SNRPGP17	35.51
ENSG00000271064	processed_pseudogene	AC027644.2	51.67
ENSG00000271065	lncRNA	AC107031.1	41.64
ENSG00000271070	processed_pseudogene	GMCL1P2	37.3
ENSG00000271071	processed_pseudogene	AL513548.2	49.05
ENSG00000271072	processed_pseudogene	PHBP20	53.79
ENSG00000271074	processed_pseudogene	AC012491.1	51.94
ENSG00000271075	processed_pseudogene	AL139317.4	47.11
ENSG00000271077	processed_pseudogene	AC096553.1	37.24
ENSG00000271078	processed_pseudogene	AC139426.3	41.52
ENSG00000271079	protein_coding	CTAGE15	41.28
ENSG00000271081	processed_pseudogene	AC009314.1	44.74
ENSG00000271086	lncRNA	NAMA	47.98
ENSG00000271088	processed_pseudogene	AL161722.3	36.98
ENSG00000271092	protein_coding	TLCD4-RWDD3	39.33
ENSG00000271093	IG_C_pseudogene	IGLCOR22-2	58.79
ENSG00000271094	processed_pseudogene	AL022161.1	32.39
ENSG00000271095	processed_pseudogene	BNIP3P28	45.6
ENSG00000271096	processed_pseudogene	SUMO2P14	39.25
ENSG00000271097	processed_pseudogene	AC083899.3	39.39
ENSG00000271098	processed_pseudogene	IMMP1LP3	49.03
ENSG00000271099	processed_pseudogene	AL357315.2	44.66
ENSG00000271100	processed_pseudogene	AP000753.3	51.48
ENSG00000271101	processed_pseudogene	AC005181.1	47.52
ENSG00000271105	processed_pseudogene	SCML2P2	39.63
ENSG00000271108	processed_pseudogene	KATNBL1P5	32.69
ENSG00000271109	lncRNA	AC008555.4	45.46
ENSG00000271111	processed_pseudogene	AL365503.1	40.66
ENSG00000271113	processed_pseudogene	AC079089.3	41.31
ENSG00000271114	processed_pseudogene	AL590392.1	39.91
ENSG00000271115	processed_pseudogene	AC010738.1	37.59
ENSG00000271117	processed_pseudogene	AC078841.1	54.35
ENSG00000271118	processed_pseudogene	AC012119.2	46.4
ENSG00000271119	lncRNA	AC026412.3	48.91
ENSG00000271121	processed_pseudogene	NUDT4P2	49.82
ENSG00000271122	lncRNA	AC018647.2	46
ENSG00000271123	processed_pseudogene	ELOCP5	38.74
ENSG00000271127	transcribed_unprocessed_pseudogene	AP000526.1	37.32
ENSG00000271128	processed_pseudogene	AC008608.1	44.09
ENSG00000271129	processed_pseudogene	AC009027.1	46.17
ENSG00000271130	IG_V_gene	IGHV3OR16-8	51.35
ENSG00000271131	processed_pseudogene	PPIAP75	46.07
ENSG00000271133	lncRNA	AC004130.2	52.28
ENSG00000271134	processed_pseudogene	AC012498.2	56.45
ENSG00000271136	processed_pseudogene	AL592504.1	45.33
ENSG00000271137	processed_pseudogene	AC006254.3	44.55
ENSG00000271138	IG_V_pseudogene	IGLVIVOR22-1	56.56
ENSG00000271140	unprocessed_pseudogene	PRR20FP	59.44
ENSG00000271141	lncRNA	AC010680.4	38.31
ENSG00000271142	processed_pseudogene	YWHAQP7	39.36
ENSG00000271143	processed_pseudogene	AL357137.1	50.74
ENSG00000271146	processed_pseudogene	AC018889.1	45.37
ENSG00000271147	lncRNA	ARMCX5-GPRASP2	39.81
ENSG00000271148	lncRNA	AC023762.1	34.08
ENSG00000271149	unprocessed_pseudogene	AC011467.6	64.23
ENSG00000271150	processed_pseudogene	AC008745.1	56.46
ENSG00000271151	lncRNA	AC016737.1	40.45
ENSG00000271153	processed_pseudogene	RPL23AP88	49.78
ENSG00000271154	processed_pseudogene	AL670379.10	37.55
ENSG00000271155	lncRNA	AL161729.1	62.05
ENSG00000271156	lncRNA	AC090578.2	30.63
ENSG00000271157	processed_pseudogene	AL022154.1	38.26
ENSG00000271158	processed_pseudogene	AL450472.2	52.08
ENSG00000271159	processed_pseudogene	HINT1P2	42.98
ENSG00000271161	transcribed_processed_pseudogene	BOLA2P2	47.09
ENSG00000271162	processed_pseudogene	AL022099.1	42.7
ENSG00000271163	processed_pseudogene	AC004840.2	54.04
ENSG00000271164	processed_pseudogene	AL139286.1	41.61
ENSG00000271166	processed_pseudogene	AL671309.1	34.19
ENSG00000271167	lncRNA	LINC01109	36.29
ENSG00000271171	lncRNA	AC008555.5	39.3
ENSG00000271172	lncRNA	AC104662.1	42.27
ENSG00000271173	processed_pseudogene	AL355989.1	58.4
ENSG00000271174	processed_pseudogene	AC104440.1	48.1
ENSG00000271175	processed_pseudogene	AC016925.2	45.45
ENSG00000271177	processed_pseudogene	AC010200.2	50.21
ENSG00000271178	IG_V_gene	IGHV3OR16-13	51.12
ENSG00000271179	processed_pseudogene	AC098826.3	41.2
ENSG00000271180	processed_pseudogene	AL158801.4	54.03
ENSG00000271181	processed_pseudogene	Z99916.2	65.85
ENSG00000271182	processed_pseudogene	AC123912.5	39.94
ENSG00000271184	processed_pseudogene	AC005252.1	37.63
ENSG00000271185	lncRNA	AC007029.1	68.69
ENSG00000271187	processed_pseudogene	AL713866.2	41.1
ENSG00000271190	processed_pseudogene	RPP40P2	37.64
ENSG00000271192	lncRNA	AC006058.2	53.28
ENSG00000271194	processed_pseudogene	RNF138P2	41.39
ENSG00000271195	processed_pseudogene	AC018618.2	34.53
ENSG00000271196	processed_pseudogene	AC113403.1	54.92
ENSG00000271198	processed_pseudogene	VDAC3P1	44.35
ENSG00000271199	lncRNA	AL353804.2	41.61
ENSG00000271200	lncRNA	AC099791.2	61.12
ENSG00000271201	lncRNA	AC247036.1	46.22
ENSG00000271202	processed_pseudogene	PRR13P7	54.88
ENSG00000271204	lncRNA	AC016831.5	39.14
ENSG00000271205	processed_pseudogene	Z83818.1	40
ENSG00000271207	processed_pseudogene	MTCO1P22	43.16
ENSG00000271208	lncRNA	Z99289.3	32.49
ENSG00000271209	processed_pseudogene	BRDTP1	38.4
ENSG00000271211	processed_pseudogene	AL670379.11	37.15
ENSG00000271214	processed_pseudogene	AL138895.2	53.37
ENSG00000271215	processed_pseudogene	RPL21P136	47
ENSG00000271216	lncRNA	LINC01050	43.38
ENSG00000271218	lncRNA	AL033384.2	40.61
ENSG00000271219	processed_pseudogene	AC011626.1	40.57
ENSG00000271220	transcribed_processed_pseudogene	AL355376.2	56.85
ENSG00000271222	processed_pseudogene	AC091152.3	45.65
ENSG00000271225	processed_pseudogene	BNIP3P4	42.65
ENSG00000271227	processed_pseudogene	AL109918.3	35.21
ENSG00000271228	lncRNA	AL121655.1	32.14
ENSG00000271230	processed_pseudogene	AC027334.1	50.65
ENSG00000271231	processed_pseudogene	KRT18P9	56
ENSG00000271232	processed_pseudogene	CARSP1	48.19
ENSG00000271234	lncRNA	AL078605.1	38
ENSG00000271235	processed_pseudogene	AC114477.1	50.91
ENSG00000271236	processed_pseudogene	SUMO2P15	43.17
ENSG00000271237	processed_pseudogene	HMGB1P50	42.3
ENSG00000271238	processed_pseudogene	AC023932.1	44.57
ENSG00000271239	lncRNA	AC007423.1	39.71
ENSG00000271240	processed_pseudogene	AC110741.2	44.03
ENSG00000271242	processed_pseudogene	PRELID3BP2	44.28
ENSG00000271243	processed_pseudogene	AC016727.2	37.36
ENSG00000271245	processed_pseudogene	AL136139.1	49.55
ENSG00000271248	processed_pseudogene	AC091193.1	47.77
ENSG00000271249	processed_pseudogene	DIMT1P1	36.3
ENSG00000271250	processed_pseudogene	AL158032.1	48.11
ENSG00000271251	processed_pseudogene	AC025946.2	35.9
ENSG00000271252	lncRNA	AL683887.1	38.16
ENSG00000271253	processed_pseudogene	AC011891.3	45.09
ENSG00000271254	protein_coding	AC240274.1	44.36
ENSG00000271257	processed_pseudogene	AC008814.1	40.89
ENSG00000271259	lncRNA	AC010201.1	40
ENSG00000271264	processed_pseudogene	MZT1P1	44.15
ENSG00000271265	lncRNA	AL355297.3	36.1
ENSG00000271266	processed_pseudogene	LAPTM4BP2	42.6
ENSG00000271267	processed_pseudogene	AL353807.4	45.53
ENSG00000271268	processed_pseudogene	AC015849.6	38.82
ENSG00000271269	processed_pseudogene	AL353778.1	39.88
ENSG00000271270	lncRNA	TMCC1-AS1	44.12
ENSG00000271271	protein_coding	UGT2A2	34.37
ENSG00000271272	processed_pseudogene	AC068802.1	42.9
ENSG00000271275	processed_pseudogene	AC007326.1	59.39
ENSG00000271277	processed_pseudogene	AL356280.1	45.65
ENSG00000271278	processed_pseudogene	ELOCP33	47.47
ENSG00000271283	processed_pseudogene	AC011458.2	57.49
ENSG00000271284	processed_pseudogene	SMIM12P1	51.46
ENSG00000271286	processed_pseudogene	U73023.1	44
ENSG00000271287	processed_pseudogene	BCRP9	41.75
ENSG00000271288	IG_V_pseudogene	IGHV1OR15-3	55.05
ENSG00000271290	processed_pseudogene	AL390058.1	42.45
ENSG00000271291	processed_pseudogene	AC245014.2	37.98
ENSG00000271296	processed_pseudogene	AC233724.11	58.61
ENSG00000271298	processed_pseudogene	AL080274.1	44.09
ENSG00000271299	processed_pseudogene	AC008962.1	44.74
ENSG00000271302	processed_pseudogene	AC105254.2	41.28
ENSG00000271303	protein_coding	SRXN1	52.81
ENSG00000271304	transcribed_processed_pseudogene	DPRXP2	41.29
ENSG00000271306	processed_pseudogene	RAC1P9	39.5
ENSG00000271307	processed_pseudogene	AF146191.1	57.75
ENSG00000271309	processed_pseudogene	AC140113.2	67.79
ENSG00000271313	processed_pseudogene	AC069114.2	37.17
ENSG00000271314	lncRNA	AL161729.2	51.32
ENSG00000271315	processed_pseudogene	AC174048.1	38.89
ENSG00000271317	IG_D_gene	IGHD4OR15-4A	42.11
ENSG00000271318	processed_pseudogene	AP000654.2	36.69
ENSG00000271320	lncRNA	AC091488.1	39.24
ENSG00000271321	protein_coding	CTAGE6	41.33
ENSG00000271322	processed_pseudogene	AL357312.1	41.28
ENSG00000271327	lncRNA	AC010201.2	38.53
ENSG00000271328	processed_pseudogene	B3GNTL1P2	40.97
ENSG00000271329	processed_pseudogene	AL035417.2	43.99
ENSG00000271330	processed_pseudogene	AC005084.1	43.09
ENSG00000271332	processed_pseudogene	AC023206.1	44.97
ENSG00000271333	unprocessed_pseudogene	AC019322.2	51.02
ENSG00000271334	lncRNA	LINC02104	37.61
ENSG00000271335	lncRNA	AL117336.2	42.38
ENSG00000271336	IG_D_gene	IGHD1OR15-1A	41.18
ENSG00000271337	processed_pseudogene	NDE1P2	43.98
ENSG00000271338	processed_pseudogene	AL591034.2	53.58
ENSG00000271339	processed_pseudogene	AL683813.2	41.83
ENSG00000271340	processed_pseudogene	AC120024.3	42.31
ENSG00000271343	processed_pseudogene	AL355598.2	40.59
ENSG00000271344	lncRNA	AC018638.6	41.83
ENSG00000271346	processed_pseudogene	AC008162.1	37.01
ENSG00000271349	processed_pseudogene	AC007992.2	46.83
ENSG00000271350	processed_pseudogene	AC103792.1	48.97
ENSG00000271351	IG_V_pseudogene	IGKV1OR2-9	48.43
ENSG00000271353	processed_pseudogene	AC012468.1	45.35
ENSG00000271355	processed_pseudogene	AL356458.1	56.34
ENSG00000271356	processed_pseudogene	AC073091.2	40.79
ENSG00000271357	processed_pseudogene	AC048344.3	52.99
ENSG00000271358	processed_pseudogene	AL137190.1	52.13
ENSG00000271360	lncRNA	AL512631.2	69.23
ENSG00000271361	processed_pseudogene	HTATSF1P2	49.76
ENSG00000271362	processed_pseudogene	AL138889.2	33.47
ENSG00000271364	processed_pseudogene	AC015871.3	46.51
ENSG00000271365	processed_pseudogene	AC140113.3	68.34
ENSG00000271366	lncRNA	AC002128.2	51.82
ENSG00000271367	lncRNA	AL034374.1	38.32
ENSG00000271368	processed_pseudogene	AC073387.2	35.71
ENSG00000271369	processed_pseudogene	AC087783.1	46.62
ENSG00000271370	processed_pseudogene	AC007619.2	40.11
ENSG00000271373	processed_pseudogene	NANOGP3	45.8
ENSG00000271375	processed_pseudogene	AC134879.2	47.95
ENSG00000271377	processed_pseudogene	AC113143.2	52.54
ENSG00000271378	processed_pseudogene	RBISP2	34.69
ENSG00000271379	processed_pseudogene	AC023513.1	43.42
ENSG00000271380	lncRNA	AL451085.2	64.83
ENSG00000271381	processed_pseudogene	REXO1L9P	56.45
ENSG00000271382	lncRNA	AC012464.3	39.7
ENSG00000271383	protein_coding	NBPF19	43.88
ENSG00000271384	lncRNA	AL161729.3	44.28
ENSG00000271385	processed_pseudogene	AL161798.1	44.27
ENSG00000271386	processed_pseudogene	SRGNP1	41.24
ENSG00000271387	lncRNA	AL445228.2	56.72
ENSG00000271389	processed_pseudogene	OSBPL9P1	38.8
ENSG00000271390	lncRNA	AP003973.2	46.89
ENSG00000271392	lncRNA	AC006237.1	38.86
ENSG00000271394	misc_RNA	7SK	44.53
ENSG00000271395	lncRNA	LINC02336	34.81
ENSG00000271396	processed_pseudogene	AC091167.4	44.73
ENSG00000271397	processed_pseudogene	AL109837.1	59.22
ENSG00000271398	lncRNA	AL353622.2	55.53
ENSG00000271399	processed_pseudogene	AL078624.1	51.01
ENSG00000271400	processed_pseudogene	AL392112.1	44.75
ENSG00000271401	lncRNA	AC010680.5	36.72
ENSG00000271402	IG_V_pseudogene	IGKV2OR2-2	52.33
ENSG00000271404	processed_pseudogene	MZT1P2	47.27
ENSG00000271408	processed_pseudogene	NAPGP1	44.78
ENSG00000271409	lncRNA	AC073176.1	54.2
ENSG00000271410	processed_pseudogene	AC020728.1	51.48
ENSG00000271412	processed_pseudogene	PRR13P3	56.91
ENSG00000271413	processed_pseudogene	AC104640.2	49.32
ENSG00000271414	processed_pseudogene	AC093107.2	53.71
ENSG00000271415	processed_pseudogene	RPL23AP90	45.76
ENSG00000271418	processed_pseudogene	AC092747.3	43.52
ENSG00000271419	processed_pseudogene	AL035410.2	45.93
ENSG00000271420	lncRNA	AL109936.2	44.77
