sample_id	sample_name	biosample	sample_description	latitude	longitude	geolocation	biome	biome_feature	biome_material	assembly_run_ids	study_id
ERS2597457	DTU2017_MG_74_LV_LI	SAMEA4777509	DTU2017_MG_74_LV_LI	56.5167	21.0167	Latvia				['ERR2683252']	MGYS00003139
ERS2597459	DTU2017_MG_76_MU_PL	SAMEA4777511	DTU2017_MG_76_MU_PL	-20.7321	57.4338	Mauritius				['ERR2683254']	MGYS00003139
ERS2597460	DTU2017_MG_77_IL_BE	SAMEA4777512	DTU2017_MG_77_IL_BE	31.253	34.7914	Israel				['ERR2683255']	MGYS00003139
ERS2597462	DTU2017_MG_79_AU_MA	SAMEA4777514	DTU2017_MG_79_AU_MA		134.2294	Australia				['ERR2683257']	MGYS00003139
ERS2597464	DTU2017_MG_80_AU_DD	SAMEA4777516	DTU2017_MG_80_AU_DD	-12.3646	130.909	Australia				['ERR2683259']	MGYS00003139
ERS2597466	DTU2017_MG_82_MT_MN	SAMEA4777518	DTU2017_MG_82_MT_MN	35.9675	14.3378	Malta				['ERR2683261']	MGYS00003139
ERS2597469	DTU2017_MG_85_SA_KA	SAMEA4777521	DTU2017_MG_85_SA_KA	22.2987	39.1186	Saudi Arabia				['ERR2683264']	MGYS00003139
ERS2597470	DTU2017_MG_86_LC_CA	SAMEA4777522	DTU2017_MG_86_LC_CA	14.0158	-60.9916	Saint Lucia				['ERR2683265']	MGYS00003139
ERS2597473	DTU2017_MG_89_TG_LO	SAMEA4777525	DTU2017_MG_89_TG_LO	6.126	1.2184	Togo				['ERR2683268']	MGYS00003139
ERS2597478	DTU2017_MG_93_TW_TA	SAMEA4777530	DTU2017_MG_93_TW_TA	25.0664	121.5744	Taiwan				['ERR2683273']	MGYS00003139
ERS2597481	DTU2017_MG_96_EC_QU	SAMEA4777533	DTU2017_MG_96_EC_QU	-0.1853	-78.4172	Ecuador				['ERR2683276']	MGYS00003139
ERS2597482	DTU2017_MG_97_PE_PI	SAMEA4777534	DTU2017_MG_97_PE_PI	-5.1576	-80.6858	Peru				['ERR2683277']	MGYS00003139
ERS2597488	DTU2017_MG_169_NC_A	SAMEA4777540	extraction_control	66.9425	-53.6531	Denmark				['ERR2683525']	MGYS00003139
ERS2597490	DTU2017_MG_171_NC_C	SAMEA4777542	extraction_control	66.9425	-53.6531	Denmark				['ERR2683527']	MGYS00003139
ERS2597491	DTU2017_MG_172_NC_D	SAMEA4777543	extraction_control	66.9425	-53.6531	Denmark				['ERR2683528']	MGYS00003139
ERS2597492	DTU2017_MG_173_NC_E	SAMEA4777544	extraction_control	66.9425	-53.6531	Denmark				['ERR2683529']	MGYS00003139
ERS2597497	DTU2017_MG_178_NC_J	SAMEA4777549	extraction_control	66.9425	-53.6531	Denmark				['ERR2683534']	MGYS00003139
ERS2597498	DTU2017_MG_179_NC_K	SAMEA4777550	extraction_control	66.9425	-53.6531	Denmark				['ERR2683535']	MGYS00003139
ERS2597321	DTU2017_MG_102_MW_MZ	SAMEA4777373	DTU2017_MG_102_MW_MZ	-11.7634	34.0252	Malawi				['ERR2683116']	MGYS00003139
ERS2597322	DTU2017_MG_103_MW_ZO	SAMEA4777374	DTU2017_MG_103_MW_ZO	-15.4528	35.5025	Malawi				['ERR2683117']	MGYS00003139
ERS2597324	DTU2017_MG_105_IS_RE	SAMEA4777376	DTU2017_MG_105_IS_RE	64.1558	-21.8723	Iceland				['ERR2683119']	MGYS00003139
ERS2597325	DTU2017_MG_106_PL_PL	SAMEA4777377	DTU2017_MG_106_PL_PL	51.448	21.9518	Poland				['ERR2683120']	MGYS00003139
ERS2597327	DTU2017_MG_108_NG_IL_b	SAMEA4777379	DTU2017_MG_108_NG_IL_b	8.4807	4.672	Nigeria				['ERR2683122']	MGYS00003139
ERS2597328	DTU2017_MG_10_CI_YA	SAMEA4777380	DTU2017_MG_10_CI_YA	6.8075	-5.2751	Cote d&apos;Ivoire				['ERR2683123']	MGYS00003139
ERS2597330	DTU2017_MG_111_NG_ZA_a	SAMEA4777382	DTU2017_MG_111_NG_ZA_a	11.1358	7.6637	Nigeria				['ERR2683125']	MGYS00003139
ERS2597331	DTU2017_MG_112_NG_ZA_b	SAMEA4777383	DTU2017_MG_112_NG_ZA_b	11.1459	7.6586	Nigeria				['ERR2683126']	MGYS00003139
ERS2597332	DTU2017_MG_113_NG_ZA_c	SAMEA4777384	DTU2017_MG_113_NG_ZA_c	11.1459	7.6587	Nigeria				['ERR2683127']	MGYS00003139
ERS2597335	DTU2017_MG_116_NI_MN	SAMEA4777387	DTU2017_MG_116_NI_MN	12.1639	-86.2236	Nicaragua				['ERR2683130']	MGYS00003139
ERS2597336	DTU2017_MG_117_NI_MT	SAMEA4777388	DTU2017_MG_117_NI_MT	12.9147	-85.94	Nicaragua				['ERR2683131']	MGYS00003139
ERS2597337	DTU2017_MG_118_NI_GR	SAMEA4777389	DTU2017_MG_118_NI_GR	11.9136	-85.9328	Nicaragua				['ERR2683132']	MGYS00003139
ERS2597339	DTU2017_MG_11_MY_KL	SAMEA4777391	DTU2017_MG_11_MY_KL	3.1831	101.7111	Malaysia				['ERR2683134']	MGYS00003139
ERS2597340	DTU2017_MG_120_TZ_MS	SAMEA4777392	DTU2017_MG_120_TZ_MS	-3.3745	37.427	Tanzania				['ERR2683135']	MGYS00003139
ERS2597344	DTU2017_MG_124_EE_NA	SAMEA4777396	DTU2017_MG_124_EE_NA	59.3598	28.1829	Estonia				['ERR2683139']	MGYS00003139
ERS2597347	DTU2017_MG_127_HR_ZA	SAMEA4777399	DTU2017_MG_127_HR_ZA	45.7877	16.0791	Croatia				['ERR2683142']	MGYS00003139
ERS2597353	DTU2017_MG_132_GR_TH	SAMEA4777405	DTU2017_MG_132_GR_TH	40.6637	22.8333	Greece				['ERR2683148']	MGYS00003139
ERS2597354	DTU2017_MG_133_AU_ME	SAMEA4777406	DTU2017_MG_133_AU_ME	-37.9145	144.6432	Australia				['ERR2683149']	MGYS00003139
ERS2597355	DTU2017_MG_134_PT_PO	SAMEA4777407	DTU2017_MG_134_PT_PO	41.1579	-8.6291	Portugal				['ERR2683150']	MGYS00003139
ERS2597356	DTU2017_MG_135_GB_ED	SAMEA4777408	DTU2017_MG_135_GB_ED	55.9701	-3.1449	United Kingdom				['ERR2683151']	MGYS00003139
ERS2597357	DTU2017_MG_136_CA_RE	SAMEA4777409	DTU2017_MG_136_CA_RE	50.4411	-104.7558	Canada				['ERR2683152']	MGYS00003139
ERS2597358	DTU2017_MG_137_CA_VA	SAMEA4777410	DTU2017_MG_137_CA_VA	49.1654	-122.9506	Canada				['ERR2683153']	MGYS00003139
ERS2597359	DTU2017_MG_138_CA_CA	SAMEA4777411	DTU2017_MG_138_CA_CA	51.0131	-114.0246	Canada				['ERR2683154']	MGYS00003139
ERS2597360	DTU2017_MG_139_CA_OT	SAMEA4777412	DTU2017_MG_139_CA_OT	45.4599	-75.5853	Canada				['ERR2683155']	MGYS00003139
ERS2597361	DTU2017_MG_13_CM_YA	SAMEA4777413	DTU2017_MG_13_CM_YA	3.8706	11.4845	Cameroon				['ERR2683156']	MGYS00003139
ERS2597362	DTU2017_MG_140_BG_SO	SAMEA4777414	DTU2017_MG_140_BG_SO	42.7509	23.3665	Bulgaria				['ERR2683157']	MGYS00003139
ERS2597363	DTU2017_MG_141_GB_NC	SAMEA4777415	DTU2017_MG_141_GB_NC	54.9901	-1.4796	United Kingdom				['ERR2683158']	MGYS00003139
ERS2597364	DTU2017_MG_142_CA_TO	SAMEA4777416	DTU2017_MG_142_CA_TO	43.6313	-79.4806	Canada				['ERR2683159']	MGYS00003139
ERS2597366	DTU2017_MG_144_IN_MP	SAMEA4777418	DTU2017_MG_144_IN_MP	13.3576	74.7427	India				['ERR2683161']	MGYS00003139
ERS2597367	DTU2017_MG_145_NO_OS	SAMEA4777419	DTU2017_MG_145_NO_OS	59.7934	10.4994	Norway				['ERR2683162']	MGYS00003139
ERS2597368	DTU2017_MG_146_PK_KA	SAMEA4777420	DTU2017_MG_146_PK_KA	24.8537	67.0751	Pakistan				['ERR2683163']	MGYS00003139
ERS2597369	DTU2017_MG_147_PK_HY	SAMEA4777421	DTU2017_MG_147_PK_HY	25.3746	68.3633	Pakistan				['ERR2683164']	MGYS00003139
ERS2597370	DTU2017_MG_148_BF_OU	SAMEA4777422	DTU2017_MG_148_BF_OU	12.4272	-1.4807	Burkina Faso				['ERR2683165']	MGYS00003139
ERS2597371	DTU2017_MG_149_BF_BO	SAMEA4777423	DTU2017_MG_149_BF_BO	11.2055	-4.2758	Burkina Faso				['ERR2683166']	MGYS00003139
ERS2597372	DTU2017_MG_14_HK_HK	SAMEA4777424	DTU2017_MG_14_HK_HK	22.4039	114.2125	Hong Kong				['ERR2683167']	MGYS00003139
ERS2597373	DTU2017_MG_150_SG_JU	SAMEA4777425	DTU2017_MG_150_SG_JU	1.3521	103.8198	Singapore				['ERR2683168']	MGYS00003139
ERS2597374	DTU2017_MG_151_PY_CO	SAMEA4777426	DTU2017_MG_151_PY_CO	-25.276	-57.6334	Paraguay				['ERR2683169']	MGYS00003139
ERS2597376	DTU2017_MG_153_KH_PP	SAMEA4777428	DTU2017_MG_153_KH_PP	11.5226	104.9026	Cambodia				['ERR2683171']	MGYS00003139
ERS2597380	DTU2017_MG_157_KZ_AL	SAMEA4777432	DTU2017_MG_157_KZ_AL	43.4039	76.8889	Kazakhstan				['ERR2683175']	MGYS00003139
ERS2597381	DTU2017_MG_158_US_CH	SAMEA4777433	DTU2017_MG_158_US_CH			USA				['ERR2683176']	MGYS00003139
ERS2597383	DTU2017_MG_15_VN_HO	SAMEA4777435	DTU2017_MG_15_VN_HO	20.9756	105.8658	Viet Nam				['ERR2683178']	MGYS00003139
ERS2597385	DTU2017_MG_161_IR_TH	SAMEA4777437	DTU2017_MG_161_IR_TH	35.5686	51.439	Iran				['ERR2683180']	MGYS00003139
ERS2597386	DTU2017_MG_162_MA_CA	SAMEA4777438	DTU2017_MG_162_MA_CA	33.6343	-7.5088	Morocco				['ERR2683181']	MGYS00003139
ERS2597387	DTU2017_MG_163_LK_RA	SAMEA4777439	DTU2017_MG_163_LK_RA	7.1421	79.8971	Sri Lanka				['ERR2683182']	MGYS00003139
ERS2597388	DTU2017_MG_164_LK_MO	SAMEA4777440	DTU2017_MG_164_LK_MO	6.8059	79.8852	Sri Lanka				['ERR2683183']	MGYS00003139
ERS2597389	DTU2017_MG_165_LK_BO	SAMEA4777441	DTU2017_MG_165_LK_BO	6.9116	79.8799	Sri Lanka				['ERR2683184']	MGYS00003139
ERS2597390	DTU2017_MG_166_LK_CO	SAMEA4777442	DTU2017_MG_166_LK_CO	6.9132	79.8513	Sri Lanka				['ERR2683185']	MGYS00003139
ERS2597392	DTU2017_MG_168_IR_SH	SAMEA4777444	DTU2017_MG_168_IR_SH	29.5453	52.6354	Iran				['ERR2683187']	MGYS00003139
ERS2597395	DTU2017_MG_18_GL_SI	SAMEA4777447	DTU2017_MG_18_GL_SI	66.9425	-53.6531	Denmark				['ERR2683190']	MGYS00003139
ERS2597402	DTU2017_MG_24_DK_AV	SAMEA4777454	DTU2017_MG_24_DK_AV	55.6405	12.5058	Denmark				['ERR2683197']	MGYS00003139
ERS2597403	DTU2017_MG_25_NL_AM	SAMEA4777455	DTU2017_MG_25_NL_AM	52.3985	4.7942	Netherlands				['ERR2683198']	MGYS00003139
ERS2597406	DTU2017_MG_28_LB_TR	SAMEA4777458	DTU2017_MG_28_LB_TR	34.4443	35.8144	Lebanon				['ERR2683201']	MGYS00003139
ERS2597407	DTU2017_MG_29_LB_JZ	SAMEA4777459	DTU2017_MG_29_LB_JZ	33.5422	35.5831	Lebanon				['ERR2683202']	MGYS00003139
ERS2597411	DTU2017_MG_32_LB_KO	SAMEA4777463	DTU2017_MG_32_LB_KO	34.3646	35.7837	Lebanon				['ERR2683206']	MGYS00003139
ERS2597412	DTU2017_MG_33_LB_SA	SAMEA4777464	DTU2017_MG_33_LB_SA	33.5641	35.37	Lebanon				['ERR2683207']	MGYS00003139
ERS2597414	DTU2017_MG_35_DE_DR	SAMEA4777466	DTU2017_MG_35_DE_DR	51.071	13.6809	Germany				['ERR2683209']	MGYS00003139
ERS2597415	DTU2017_MG_36_AL_TI	SAMEA4777467	DTU2017_MG_36_AL_TI	41.3571	19.7709	Albania				['ERR2683210']	MGYS00003139
ERS2597417	DTU2017_MG_38_GH_KU	SAMEA4777469	DTU2017_MG_38_GH_KU	6.6653	-1.5761	Ghana				['ERR2683212']	MGYS00003139
ERS2597421	DTU2017_MG_41_FR_NA	SAMEA4777473	DTU2017_MG_41_FR_NA	47.1919	-1.5826	France				['ERR2683216']	MGYS00003139
ERS2597422	DTU2017_MG_42_FR_AU	SAMEA4777474	DTU2017_MG_42_FR_AU	47.5991	-2.9808	France				['ERR2683217']	MGYS00003139
ERS2597429	DTU2017_MG_49_IE_GA	SAMEA4777481	DTU2017_MG_49_IE_GA	53.2536	-9.0547	Ireland				['ERR2683224']	MGYS00003139
ERS2597431	DTU2017_MG_50_AT_VI	SAMEA4777483	DTU2017_MG_50_AT_VI	48.174	16.4632	Austria				['ERR2683226']	MGYS00003139
ERS2597434	DTU2017_MG_53_ET_AD	SAMEA4777486	DTU2017_MG_53_ET_AD	8.9191	38.7574	Ethiopia				['ERR2683229']	MGYS00003139
ERS2597435	DTU2017_MG_54_RS_BE	SAMEA4777487	DTU2017_MG_54_RS_BE	44.8302	20.4634	Serbia				['ERR2683230']	MGYS00003139
ERS2597439	DTU2017_MG_58_CZ_PR	SAMEA4777491	DTU2017_MG_58_CZ_PR	50.1128	14.3985	Czech Republic				['ERR2683234']	MGYS00003139
ERS2597440	DTU2017_MG_59_CZ_BR	SAMEA4777492	DTU2017_MG_59_CZ_BR	49.1313	16.6295	Czech Republic				['ERR2683235']	MGYS00003139
ERS2597441	DTU2017_MG_5_GB_FA	SAMEA4777493	DTU2017_MG_5_GB_FA	50.1505	-5.0479	United Kingdom				['ERR2683236']	MGYS00003139
ERS2597442	DTU2017_MG_60_TZ_MW	SAMEA4777494	DTU2017_MG_60_TZ_MW	-2.4711	32.911	Tanzania				['ERR2683237']	MGYS00003139
ERS2597444	DTU2017_MG_62_PY_SL	SAMEA4777496	DTU2017_MG_62_PY_SL	-25.3288	-57.4893	Paraguay				['ERR2683239']	MGYS00003139
ERS2597445	DTU2017_MG_63_PY_AS	SAMEA4777497	DTU2017_MG_63_PY_AS	-25.2623	-57.5924	Paraguay				['ERR2683240']	MGYS00003139
ERS2597447	DTU2017_MG_65_BB_WO	SAMEA4777499	DTU2017_MG_65_BB_WO	13.1489	-59.6247	Barbados				['ERR2683242']	MGYS00003139
ERS2597448	DTU2017_MG_66_US_WA	SAMEA4777500	DTU2017_MG_66_US_WA	31.5171	-97.0659	USA				['ERR2683243']	MGYS00003139
ERS2597452	DTU2017_MG_6_GB_CA	SAMEA4777504	DTU2017_MG_6_GB_CA	50.2299	-5.3221	United Kingdom				['ERR2683247']	MGYS00003139
ERS2597453	DTU2017_MG_70_US_HO_b	SAMEA4777505	DTU2017_MG_70_US_HO_b	29.7003	-95.2665	USA				['ERR2683248']	MGYS00003139
ERS2597455	DTU2017_MG_72_SE_GO	SAMEA4777507	DTU2017_MG_72_SE_GO	57.6975	11.891	Sweden				['ERR2683250']	MGYS00003139
ERS2597458	DTU2017_MG_75_DE_BE	SAMEA4777510	DTU2017_MG_75_DE_BE	52.5313	13.223	Germany				['ERR2683253']	MGYS00003139
ERS2597461	DTU2017_MG_78_BA_BL	SAMEA4777513	DTU2017_MG_78_BA_BL	44.7703	17.2083	Bosnia and Herzegovina				['ERR2683256']	MGYS00003139
ERS2597463	DTU2017_MG_7_TD_ND	SAMEA4777515	DTU2017_MG_7_TD_ND	12.1348	15.0557	Chad				['ERR2683258']	MGYS00003139
ERS2597465	DTU2017_MG_81_MT_MS	SAMEA4777517	DTU2017_MG_81_MT_MS	35.8806	14.5544	Malta				['ERR2683260']	MGYS00003139
ERS2597467	DTU2017_MG_83_MT_GO	SAMEA4777519	DTU2017_MG_83_MT_GO	36.0197	14.2775	Malta				['ERR2683262']	MGYS00003139
ERS2597468	DTU2017_MG_84_HU_BU	SAMEA4777520	DTU2017_MG_84_HU_BU	47.5692	19.0746	Hungary				['ERR2683263']	MGYS00003139
ERS2597471	DTU2017_MG_87_LC_GR	SAMEA4777523	DTU2017_MG_87_LC_GR	14.0761		Saint Lucia				['ERR2683266']	MGYS00003139
ERS2597472	DTU2017_MG_88_IN_CO	SAMEA4777524	DTU2017_MG_88_IN_CO	9.7914	76.3051	India				['ERR2683267']	MGYS00003139
ERS2597474	DTU2017_MG_8_CI_AB	SAMEA4777526	DTU2017_MG_8_CI_AB	5.3414	-4.0164	Cote d&apos;Ivoire				['ERR2683269']	MGYS00003139
ERS2597475	DTU2017_MG_90_NG_LA	SAMEA4777527	DTU2017_MG_90_NG_LA	6.6156	3.2628	Nigeria				['ERR2683270']	MGYS00003139
ERS2597476	DTU2017_MG_91_CI_BO_b	SAMEA4777528	DTU2017_MG_91_CI_BO_b	7.7202	-5.0499	Cote d&apos;Ivoire				['ERR2683271']	MGYS00003139
ERS2597477	DTU2017_MG_92_BW_GA	SAMEA4777529	DTU2017_MG_92_BW_GA	-24.6074	25.9635	Botswana				['ERR2683272']	MGYS00003139
ERS2597479	DTU2017_MG_94_US_SE	SAMEA4777531	DTU2017_MG_94_US_SE	47.6619	-122.4313	USA				['ERR2683274']	MGYS00003139
ERS2597480	DTU2017_MG_95_US_WO	SAMEA4777532	DTU2017_MG_95_US_WO	47.7897	-122.1405	USA				['ERR2683275']	MGYS00003139
ERS2597483	DTU2017_MG_98_EC_GY	SAMEA4777535	DTU2017_MG_98_EC_GY	-2.1739	-79.9106	Ecuador				['ERR2683278']	MGYS00003139
ERS2597484	DTU2017_MG_99_EC_CU	SAMEA4777536	DTU2017_MG_99_EC_CU	-2.8775	-78.9439	Ecuador				['ERR2683279']	MGYS00003139
ERS2597485	DTU2017_MG_9_CI_BO_a	SAMEA4777537	DTU2017_MG_9_CI_BO_a	7.6959	-5.0326	Cote d&apos;Ivoire				['ERR2683280']	MGYS00003139
ERS2597489	DTU2017_MG_170_NC_B	SAMEA4777541	extraction_control	66.9425	-53.6531	Denmark				['ERR2683526']	MGYS00003139
ERS2597493	DTU2017_MG_174_NC_F	SAMEA4777545	extraction_control	66.9425	-53.6531	Denmark				['ERR2683530']	MGYS00003139
ERS2597494	DTU2017_MG_175_NC_G	SAMEA4777546	extraction_control	66.9425	-53.6531	Denmark				['ERR2683531']	MGYS00003139
ERS2597495	DTU2017_MG_176_NC_H	SAMEA4777547	extraction_control	66.9425	-53.6531	Denmark				['ERR2683532']	MGYS00003139
ERS2597496	DTU2017_MG_177_NC_I	SAMEA4777548	extraction_control	66.9425	-53.6531	Denmark				['ERR2683533']	MGYS00003139
ERS2597499	DTU2017_MG_180_NC_L	SAMEA4777551	extraction_control	66.9425	-53.6531	Denmark				['ERR2683536']	MGYS00003139
ERS2597500	DTU2017_MG_181_NC_M	SAMEA4777552	extraction_control	66.9425	-53.6531	Denmark				['ERR2683537']	MGYS00003139
ERS2597501	DTU2017_MG_182_NC_N	SAMEA4777553	extraction_control	66.9425	-53.6531	Denmark				['ERR2683538']	MGYS00003139
											MGYS00003139
SRS2278348	EF_VA	SAMN07190887	effluent of sewage treatment plant in Hong Hong	37.14	-80.41	"USA: Christiansburg, Virginia"				"['ERZ724506', 'ERZ724508', 'ERZ724509', 'ERZ724511', 'ERZ724530', 'ERZ724535', 'ERZ724547', 'ERZ724548', 'ERZ724555']"	MGYS00005035
SRS2278349	IN_HK	SAMN07190885	influent of sewage treatment plant in Hong Hong	22.4	114.21	Hong Kong				"['ERZ724502', 'ERZ724503', 'ERZ724515', 'ERZ724518', 'ERZ724531', 'ERZ724534', 'ERZ724540', 'ERZ724553', 'ERZ724558']"	MGYS00005035
SRS2278350	AS_VA	SAMN07190886	activated sludge of sewage treatment plant in Hong Hong	37.14	-80.41	"USA: Christiansburg, Virginia"				"['ERZ724516', 'ERZ724517', 'ERZ724520', 'ERZ724527', 'ERZ724529', 'ERZ724533', 'ERZ724539', 'ERZ724546', 'ERZ724551', 'ERZ724556', 'ERZ724559']"	MGYS00005035
SRS2278351	IN_VA	SAMN07190888	influent of sewage treatment plant in Hong Hong	37.14	-80.41	"USA: Christiansburg, Virginia"				"['ERZ724504', 'ERZ724510', 'ERZ724523', 'ERZ724524', 'ERZ724525', 'ERZ724536', 'ERZ724537', 'ERZ724542', 'ERZ724554']"	MGYS00005035
SRS2278352	AS_HK	SAMN07190883	activated sludge of sewage treatment plant in Hong Hong	22.4	114.21	Hong Kong				"['ERZ724507', 'ERZ724512', 'ERZ724513', 'ERZ724514', 'ERZ724519', 'ERZ724521', 'ERZ724526', 'ERZ724541', 'ERZ724545', 'ERZ724550', 'ERZ724557']"	MGYS00005035
SRS2278353	EF_HK	SAMN07190884	effluent of sewage treatment plant in Hong Hong	22.4	114.21	Hong Kong				"['ERZ724505', 'ERZ724522', 'ERZ724528', 'ERZ724532', 'ERZ724538', 'ERZ724543', 'ERZ724544', 'ERZ724549', 'ERZ724552']"	MGYS00005035
ERS3348413	KHAJOD1	SAMEA5546360	"Wastewater (or waste water) is any water that has been affected by human use. Wastewater is &quot;used water from any combination of domestic, industrial, commercial or agricultural activities, surface runoff or stormwater, and any sewer inflow or sewer infiltration&quot;."	21.1161	72.788	India				['ERR3258496']	MGYS00004715
DRS034400	DRS034400	SAMD00056903	DRS034400	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	water	['DRR066655']	MGYS00001851
DRS034401	DRS034401	SAMD00056904	DRS034401	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	biofilm	"['DRR066667', 'DRR066656']"	MGYS00001851
DRS034402	DRS034402	SAMD00056905	DRS034402	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	water	['DRR066657']	MGYS00001851
DRS034403	DRS034403	SAMD00056906	DRS034403	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	biofilm	"['DRR066668', 'DRR066658']"	MGYS00001851
DRS034404	DRS034404	SAMD00056907	DRS034404	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	water	['DRR066659']	MGYS00001851
DRS034405	DRS034405	SAMD00056908	DRS034405	35.6693	139.4257	"Japan:Tokyo, Hachioji"		thermophilic anaerobic methanogenic reactor	biofilm	['DRR066660']	MGYS00001851
ERS223627	palm oil mill effluent (POME) metagenome	SAMEA2163750	palm oil mill effluent (POME) metagenome	2	101	Malaysia	palm oil mill effluent	closed biodigester	sludge	['ERR276848']	MGYS00001389
ERS1572689	Black Water Project	SAMEA100930918	Black Water			Netherlands				['ERR1857181']	MGYS00001566
ERS1572690	Black Water Project	SAMEA100931668	Black Water			Netherlands				['ERR1857182']	MGYS00001566
ERS1572691	Black Water Project	SAMEA100932418	Black Water			Netherlands				['ERR1857183']	MGYS00001566
ERS1572692	Black Water Project	SAMEA100933168	Black Water			Netherlands				['ERR1857184']	MGYS00001566
ERS1572693	Black Water Project	SAMEA100933918	Black Water			Netherlands				['ERR1857185']	MGYS00001566
ERS1572694	Black Water Project	SAMEA100934668	Black Water			Netherlands				['ERR1857186']	MGYS00001566
ERS1572695	Black Water Project	SAMEA100935418	Black Water			Netherlands				['ERR1857187']	MGYS00001566
ERS1572696	Black Water Project	SAMEA100936168	Black Water			Netherlands				['ERR1857188']	MGYS00001566
ERS1572697	Black Water Project	SAMEA100936918	Black Water			Netherlands				['ERR1857189']	MGYS00001566
ERS1572698	Black Water Project	SAMEA100937668	Sludge UASB			Netherlands				['ERR1857190']	MGYS00001566
ERS1572699	Black Water Project	SAMEA100938418	Sludge UASB			Netherlands				['ERR1857191']	MGYS00001566
ERS1572700	Black Water Project	SAMEA100939168	Sludge UASB			Netherlands				['ERR1857192']	MGYS00001566
ERS1572701	Black Water Project	SAMEA100939918	Sludge UASB			Netherlands				['ERR1857193']	MGYS00001566
ERS1572702	Black Water Project	SAMEA100940668	Sludge UASB			Netherlands				['ERR1857194']	MGYS00001566
ERS1572703	Black Water Project	SAMEA100941418	Sludge UASB			Netherlands				['ERR1857195']	MGYS00001566
ERS1572704	Black Water Project	SAMEA100942168	Sludge UASB			Netherlands				['ERR1857196']	MGYS00001566
ERS1572705	Black Water Project	SAMEA100942918	Sludge UASB			Netherlands				['ERR1857197']	MGYS00001566
ERS1572706	Black Water Project	SAMEA100943668	Sludge UASB			Netherlands				['ERR1857198']	MGYS00001566
ERS1572707	Black Water Project	SAMEA100944418	Effluent UASB			Netherlands				['ERR1857199']	MGYS00001566
ERS1572708	Black Water Project	SAMEA100945168	Effluent UASB			Netherlands				['ERR1857200']	MGYS00001566
ERS1572709	Black Water Project	SAMEA100945918	Effluent UASB			Netherlands				['ERR1857201']	MGYS00001566
ERS1572710	Black Water Project	SAMEA100946668	Effluent UASB			Netherlands				['ERR1857202']	MGYS00001566
ERS1572711	Black Water Project	SAMEA100947418	Effluent UASB			Netherlands				['ERR1857203']	MGYS00001566
ERS1572712	Black Water Project	SAMEA100948168	Effluent UASB			Netherlands				['ERR1857204']	MGYS00001566
ERS1572713	Black Water Project	SAMEA100948918	Effluent UASB			Netherlands				['ERR1857205']	MGYS00001566
ERS1572714	Black Water Project	SAMEA100949668	Effluent UASB			Netherlands				['ERR1857206']	MGYS00001566
ERS1572715	Black Water Project	SAMEA100950418	Effluent UASB			Netherlands				['ERR1857207']	MGYS00001566
ERS1572716	Black Water Project	SAMEA100951168	Effluent PBR			Netherlands				['ERR1857208']	MGYS00001566
ERS1572717	Black Water Project	SAMEA100951918	Effluent PBR			Netherlands				['ERR1857209']	MGYS00001566
ERS1572718	Black Water Project	SAMEA100952668	Effluent PBR			Netherlands				['ERR1857210']	MGYS00001566
ERS1572719	Black Water Project	SAMEA100953418	Effluent PBR			Netherlands				['ERR1857211']	MGYS00001566
ERS1572720	Black Water Project	SAMEA100954168	Effluent PBR			Netherlands				['ERR1857212']	MGYS00001566
ERS1572721	Black Water Project	SAMEA100954918	Effluent PBR			Netherlands				['ERR1857213']	MGYS00001566
ERS1572722	Black Water Project	SAMEA100955668	Effluent PBR			Netherlands				['ERR1857214']	MGYS00001566
ERS1572723	Black Water Project	SAMEA100956418	Effluent PBR			Netherlands				['ERR1857215']	MGYS00001566
ERS1572724	Black Water Project	SAMEA100957168	Effluent PBR			Netherlands				['ERR1857216']	MGYS00001566
ERS2758580	TG.INF_W56.READ1 Taxonomy ID:256318	SAMEA4939797	TG.INF_W56.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814645']	MGYS00005056
ERS2758581	FD.INF_W64.READ2 Taxonomy ID:256318	SAMEA4939798	FD.INF_W64.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814646']	MGYS00005056
ERS2758582	MN.INF_W54.READ1 Taxonomy ID:256318	SAMEA4939799	MN.INF_W54.READ1 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814647']	MGYS00005056
ERS2758583	WT.INF_W60.READ2 Taxonomy ID:256318	SAMEA4939800	WT.INF_W60.READ2 Taxonomy ID:256318	46.8182	8.2275	Switzerland	aquatic biome	wastewater treatment plant	water	['ERR2814648']	MGYS00005056
