sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
ZBTB48_p6640706,ZBTB48,571,621,1569,1480
ZBTB48_p6640713,ZBTB48,842,910,2135,1980
ZBTB48_p6640743,ZBTB48,1069,635,1623,2017
ZBTB48_p6640769,ZBTB48,244,322,1112,529
ZBTB48_p6640849,ZBTB48,372,413,607,774
ZBTB49_m4301680,ZBTB49,1022,1020,2407,2872
ZBTB49_m4301691,ZBTB49,570,579,1126,2281
ZBTB49_m4301701,ZBTB49,440,601,883,2527
ZBTB49_m4301710,ZBTB49,720,400,865,674
ZBTB49_m4301734,ZBTB49,1479,1011,2368,2436
ZBTB49_m4301740,ZBTB49,360,488,1293,1097
ZBTB49_m4301800,ZBTB49,223,309,534,489
ZBTB49_m4303714,ZBTB49,406,351,495,875
ZBTB49_p4301714,ZBTB49,462,261,633,650
ZBTB49_p4301779,ZBTB49,1299,825,1390,2130
ZBTB4_m7370013,ZBTB4,1151,422,2074,1921
ZBTB4_m7370043,ZBTB4,387,272,1074,1027
ZBTB4_m7370051,ZBTB4,803,1038,2836,2042
ZBTB4_p7369982,ZBTB4,482,256,732,864
ZBTB4_p7369991,ZBTB4,403,435,1248,757
ZBTB4_p7369999,ZBTB4,450,196,644,932
ZBTB4_p7370017,ZBTB4,587,1111,2922,1926
ZBTB4_p7370023,ZBTB4,464,470,835,902
ZBTB4_p7370054,ZBTB4,360,1101,1545,2206
ZBTB4_p7370088,ZBTB4,613,396,965,1318
ZBTB5_m37442424,ZBTB5,1698,1026,3231,2082
ZBTB5_m37442459,ZBTB5,381,471,901,1403
ZBTB5_m37442489,ZBTB5,209,329,488,491
ZBTB5_p37442379,ZBTB5,460,775,1682,2311
ZBTB5_p37442407,ZBTB5,26,44,89,333
ZBTB5_p37442412,ZBTB5,503,476,997,1206
ZBTB5_p37442463,ZBTB5,595,415,999,871
ZBTB5_p37442478,ZBTB5,1136,1267,3240,2719
ZBTB5_p37442493,ZBTB5,62,184,384,509
ZBTB5_p37442516,ZBTB5,676,601,2532,2097
ZBTB6_m125673972,ZBTB6,652,797,2465,3261
ZBTB6_m125674005,ZBTB6,456,154,592,679
ZBTB6_m125674017,ZBTB6,375,550,775,1995
ZBTB6_m125674082,ZBTB6,116,185,529,872
ZBTB6_m125674112,ZBTB6,2056,1392,4556,4899
ZBTB6_m125674217,ZBTB6,846,458,1907,2458
ZBTB6_m125674307,ZBTB6,59,197,780,763
ZBTB6_p125673918,ZBTB6,916,442,1601,1806
ZBTB6_p125674009,ZBTB6,607,815,2220,2287
ZBTB6_p125674299,ZBTB6,307,315,470,1075
ZBTB7A_m4055108,ZBTB7A,783,794,1303,697
ZBTB7A_m4055115,ZBTB7A,1163,1075,2432,2089
ZBTB7A_m4055124,ZBTB7A,1625,1123,1681,1271
ZBTB7A_m4055141,ZBTB7A,315,620,954,1024
ZBTB7A_m4055149,ZBTB7A,686,435,888,446
ZBTB7A_m4055164,ZBTB7A,1615,955,1999,996
ZBTB7A_m4055213,ZBTB7A,924,1378,3712,2401
ZBTB7A_m4055222,ZBTB7A,712,255,540,377
ZBTB7A_p4055094,ZBTB7A,323,351,558,198
ZBTB7A_p4055167,ZBTB7A,331,767,994,1319
ZBTB7B_m154987148,ZBTB7B,468,441,1021,2018
ZBTB7B_m154987159,ZBTB7B,458,391,1626,1201
ZBTB7B_m154987172,ZBTB7B,345,475,945,1137
ZBTB7B_m154987177,ZBTB7B,459,446,787,742
ZBTB7B_m154987198,ZBTB7B,202,129,617,198
ZBTB7B_m154987207,ZBTB7B,2,219,374,334
ZBTB7B_m154987222,ZBTB7B,267,322,1562,1339
ZBTB7B_m154987231,ZBTB7B,1627,1579,4728,1484
ZBTB7B_m154987248,ZBTB7B,504,547,2360,1704
ZBTB7B_p154987237,ZBTB7B,396,291,974,1050
ZBTB8A_m33058561,ZBTB8A,503,676,1279,2225
ZBTB8A_m33058725,ZBTB8A,493,593,1149,1966
ZBTB8A_p33058566,ZBTB8A,519,567,1648,1542
ZBTB8A_p33058604,ZBTB8A,526,206,1046,1161
ZBTB8A_p33058609,ZBTB8A,296,230,392,1312
ZBTB8A_p33058649,ZBTB8A,860,596,1315,1800
ZBTB8A_p33058684,ZBTB8A,69,51,39,154
ZBTB8A_p33058717,ZBTB8A,885,517,1162,875
ZBTB8A_p33058766,ZBTB8A,386,581,1888,1335
ZBTB8A_p33058784,ZBTB8A,692,766,2025,1512
ZBTB8OS_m33087491,ZBTB8OS,278,472,364,270
ZBTB8OS_m33093110,ZBTB8OS,465,283,578,411
ZBTB8OS_m33097430,ZBTB8OS,518,349,1061,748
ZBTB8OS_m33099662,ZBTB8OS,167,308,243,682
ZBTB8OS_m33116078,ZBTB8OS,334,325,97,329
ZBTB8OS_m33116117,ZBTB8OS,682,1239,1579,886
ZBTB8OS_m33116123,ZBTB8OS,561,560,349,660
ZBTB8OS_m33116129,ZBTB8OS,487,522,732,824
ZBTB8OS_m33116158,ZBTB8OS,555,421,793,1384
ZBTB8OS_p33099557,ZBTB8OS,0,130,491,4
ZBTB9_m33422888,ZBTB9,750,678,810,880
ZBTB9_m33422895,ZBTB9,1038,631,1686,2412
ZBTB9_m33422936,ZBTB9,429,239,709,917
ZBTB9_m33422948,ZBTB9,133,237,587,609
ZBTB9_m33422960,ZBTB9,1433,931,1413,1604
ZBTB9_m33422996,ZBTB9,46,116,361,579
ZBTB9_p33422980,ZBTB9,232,344,354,978
ZBTB9_p33422987,ZBTB9,54,43,1391,931
ZBTB9_p33423014,ZBTB9,502,572,1036,716
ZBTB9_p33423020,ZBTB9,238,260,243,314
ZC2HC1A_m79588040,ZC2HC1A,227,367,1157,1093
ZC2HC1A_m79588059,ZC2HC1A,613,867,2300,2775
ZC2HC1A_m79588089,ZC2HC1A,236,458,978,1267
ZC2HC1A_m79590812,ZC2HC1A,594,351,1748,1552
ZC2HC1A_m79590902,ZC2HC1A,688,685,2052,1928
ZC2HC1A_p79578368,ZC2HC1A,832,304,941,657
ZC2HC1A_p79578373,ZC2HC1A,49,212,937,601
ZC2HC1A_p79588023,ZC2HC1A,1249,922,1960,2949
ZC2HC1A_p79588050,ZC2HC1A,457,467,528,1734
ZC2HC1A_p79590854,ZC2HC1A,959,626,2703,2033
ZC2HC1B_m144205463,ZC2HC1B,67,23,33,263
ZC2HC1B_m144207183,ZC2HC1B,225,192,660,855
ZC2HC1B_m144207219,ZC2HC1B,435,325,932,1376
ZC2HC1B_m144207261,ZC2HC1B,600,274,903,1871
ZC2HC1B_m144207279,ZC2HC1B,470,785,1175,2321
ZC2HC1B_m144207825,ZC2HC1B,481,351,945,1163
ZC2HC1B_p144185661,ZC2HC1B,1537,1274,2850,4515
ZC2HC1B_p144205454,ZC2HC1B,162,52,424,177
ZC2HC1B_p144207224,ZC2HC1B,523,338,912,822
ZC2HC1B_p144207266,ZC2HC1B,525,442,1381,1772
ZC2HC1C_m75537290,ZC2HC1C,2390,1752,5618,4290
ZC2HC1C_m75537312,ZC2HC1C,573,342,1400,1508
ZC2HC1C_m75537329,ZC2HC1C,191,354,431,1344
ZC2HC1C_m75537358,ZC2HC1C,810,351,817,2435
ZC2HC1C_m75537367,ZC2HC1C,516,606,1272,1460
ZC2HC1C_p75537261,ZC2HC1C,667,789,2118,2053
ZC2HC1C_p75537271,ZC2HC1C,743,380,2534,1908
ZC2HC1C_p75537293,ZC2HC1C,700,640,3280,1999
ZC2HC1C_p75537320,ZC2HC1C,516,514,886,1303
ZC2HC1C_p75537331,ZC2HC1C,902,947,1850,2306
ZC3H10_m56514352,ZC3H10,155,69,29,347
ZC3H10_m56514357,ZC3H10,1024,1209,3335,1986
ZC3H10_m56514399,ZC3H10,634,500,1616,2233
ZC3H10_m56514455,ZC3H10,458,713,1752,2134
ZC3H10_p56514335,ZC3H10,141,267,967,644
ZC3H10_p56514359,ZC3H10,1070,1508,2840,2556
ZC3H10_p56514367,ZC3H10,440,360,770,487
ZC3H10_p56514373,ZC3H10,294,234,693,714
ZC3H10_p56514379,ZC3H10,619,631,1231,799
ZC3H10_p56514385,ZC3H10,261,223,472,31
ZC3H11A_m203786241,ZC3H11A,573,361,485,1076
ZC3H11A_m203798730,ZC3H11A,847,617,481,645
ZC3H11A_m203800825,ZC3H11A,649,520,1340,1380
ZC3H11A_m203800890,ZC3H11A,341,269,277,423
ZC3H11A_m203802929,ZC3H11A,92,134,46,227
ZC3H11A_p203787715,ZC3H11A,547,152,1055,566
ZC3H11A_p203800778,ZC3H11A,231,137,496,748
ZC3H11A_p203800817,ZC3H11A,594,401,1264,2036
ZC3H11A_p203802910,ZC3H11A,132,228,536,896
ZC3H11A_p203802937,ZC3H11A,238,293,622,612
ZC3H12A_m37941109,ZC3H12A,252,140,129,531
ZC3H12A_m37941142,ZC3H12A,402,356,1525,790
ZC3H12A_m37941192,ZC3H12A,420,714,2725,2320
ZC3H12A_m37941199,ZC3H12A,944,788,1231,1627
ZC3H12A_m37941215,ZC3H12A,374,374,384,365
ZC3H12A_p37941082,ZC3H12A,821,526,1904,1205
ZC3H12A_p37941144,ZC3H12A,597,292,1476,1129
ZC3H12A_p37941162,ZC3H12A,135,346,1209,1360
ZC3H12A_p37941201,ZC3H12A,1216,636,1939,2645
ZC3H12A_p37941207,ZC3H12A,721,319,631,1119
ZC3H12B_m64708691,ZC3H12B,487,223,1345,1109
ZC3H12B_m64708733,ZC3H12B,775,536,1387,1730
ZC3H12B_m64708753,ZC3H12B,287,138,504,711
ZC3H12B_m64708818,ZC3H12B,209,293,702,659
ZC3H12B_m64708833,ZC3H12B,179,249,395,674
ZC3H12B_p64708677,ZC3H12B,689,577,1155,2743
ZC3H12B_p64708713,ZC3H12B,427,232,1014,1534
ZC3H12B_p64708737,ZC3H12B,659,1071,2562,1805
ZC3H12B_p64708775,ZC3H12B,1001,473,1692,1913
ZC3H12B_p64708847,ZC3H12B,616,543,1143,1335
ZC3H12C_m110007479,ZC3H12C,34,269,724,534
ZC3H12C_m110007497,ZC3H12C,321,494,1120,461
ZC3H12C_m110007521,ZC3H12C,1175,1166,1911,1239
ZC3H12C_p109964128,ZC3H12C,147,341,574,632
ZC3H12C_p109964136,ZC3H12C,152,129,410,519
ZC3H12C_p110007440,ZC3H12C,569,1116,2004,1989
ZC3H12C_p110007449,ZC3H12C,571,431,1153,2337
ZC3H12C_p110007459,ZC3H12C,389,173,727,500
ZC3H12C_p110007471,ZC3H12C,1317,941,2617,3232
ZC3H12C_p110007485,ZC3H12C,268,236,601,966
ZC3H12D_m149795551,ZC3H12D,276,24,117,91
ZC3H12D_m149795585,ZC3H12D,604,371,1308,2049
ZC3H12D_m149795593,ZC3H12D,1315,998,2276,1694
ZC3H12D_m149795599,ZC3H12D,566,363,1292,1720
ZC3H12D_m149795608,ZC3H12D,507,252,347,991
ZC3H12D_m149795615,ZC3H12D,440,262,1786,1595
ZC3H12D_m149795627,ZC3H12D,466,400,1109,829
ZC3H12D_m149795641,ZC3H12D,62,216,507,392
ZC3H12D_p149795564,ZC3H12D,566,543,2117,2021
ZC3H12D_p149795646,ZC3H12D,0,155,656,236
ZC3H13_m46619134,ZC3H13,876,504,2825,1183
ZC3H13_m46619158,ZC3H13,942,604,2283,2510
ZC3H13_m46619184,ZC3H13,460,266,895,1069
ZC3H13_m46619527,ZC3H13,710,791,1873,1711
ZC3H13_m46619541,ZC3H13,1096,830,2277,2484
ZC3H13_m46619558,ZC3H13,487,658,1313,1543
ZC3H13_p46619141,ZC3H13,82,63,156,0
ZC3H13_p46619168,ZC3H13,387,230,776,613
ZC3H13_p46619549,ZC3H13,652,209,722,404
ZC3H13_p46619582,ZC3H13,572,656,831,814
ZC3H14_m89075658,ZC3H14,740,338,1064,1946
ZC3H14_m89075692,ZC3H14,1569,1483,3730,4821
ZC3H14_m89075701,ZC3H14,661,428,961,1675
ZC3H14_m89076066,ZC3H14,813,817,1859,2638
ZC3H14_m89076075,ZC3H14,328,170,568,780
ZC3H14_m89076082,ZC3H14,1661,1059,1828,2729
ZC3H14_m89076098,ZC3H14,838,590,717,1066
ZC3H14_m89076107,ZC3H14,421,280,440,1175
ZC3H14_p89073587,ZC3H14,752,321,1539,1303
ZC3H14_p89077163,ZC3H14,536,364,1963,2184
ZC3H15_m187360055,ZC3H15,45,184,75,724
ZC3H15_m187366010,ZC3H15,483,282,950,971
ZC3H15_p187351115,ZC3H15,245,529,911,1160
ZC3H15_p187359968,ZC3H15,428,245,527,550
ZC3H15_p187359994,ZC3H15,867,658,2938,3392
ZC3H15_p187360019,ZC3H15,258,334,476,742
ZC3H15_p187364946,ZC3H15,1319,1094,2549,2281
ZC3H15_p187366019,ZC3H15,536,512,887,1430
ZC3H15_p187366034,ZC3H15,1660,1020,2983,3892
ZC3H15_p187366069,ZC3H15,632,265,738,1783
ZC3H18_m88643531,ZC3H18,155,284,517,376
ZC3H18_m88643544,ZC3H18,142,260,365,413
ZC3H18_m88643551,ZC3H18,648,244,605,631
ZC3H18_m88643564,ZC3H18,296,233,525,663
ZC3H18_m88643573,ZC3H18,497,432,576,853
ZC3H18_m88643591,ZC3H18,533,917,801,692
ZC3H18_p88643518,ZC3H18,906,532,804,431
ZC3H18_p88643535,ZC3H18,787,578,1133,1326
ZC3H18_p88643554,ZC3H18,709,350,1006,292
ZC3H18_p88643581,ZC3H18,287,148,674,719
ZC3H3_m144621329,ZC3H3,121,162,329,565
ZC3H3_m144621358,ZC3H3,536,521,1113,950
ZC3H3_m144621399,ZC3H3,901,487,1226,650
ZC3H3_m144623547,ZC3H3,706,565,1912,448
ZC3H3_p144621319,ZC3H3,1839,1234,4154,1905
ZC3H3_p144621368,ZC3H3,211,212,677,198
ZC3H3_p144621382,ZC3H3,680,541,2316,1341
ZC3H3_p144621389,ZC3H3,682,506,1781,1684
ZC3H3_p144621414,ZC3H3,589,640,1486,710
ZC3H3_p144623533,ZC3H3,543,339,639,96
ZC3H4_m47615682,ZC3H4,350,470,985,1152
ZC3H4_m47615826,ZC3H4,649,795,1891,2869
ZC3H4_p47615684,ZC3H4,872,898,2050,2120
ZC3H4_p47615690,ZC3H4,504,562,211,20
ZC3H4_p47615698,ZC3H4,621,515,792,734
ZC3H4_p47615749,ZC3H4,2404,1516,2412,2792
ZC3H4_p47615755,ZC3H4,542,396,1574,1343
ZC3H4_p47615764,ZC3H4,115,102,236,406
ZC3H4_p47615785,ZC3H4,300,120,359,742
ZC3H4_p47615791,ZC3H4,635,371,773,1057
ZC3H6_m113060816,ZC3H6,817,707,1905,1785
ZC3H6_m113060846,ZC3H6,777,391,1145,1212
ZC3H6_m113060919,ZC3H6,924,456,1096,2825
ZC3H6_p113033571,ZC3H6,789,635,2739,2681
ZC3H6_p113033581,ZC3H6,1163,640,2330,1993
ZC3H6_p113057426,ZC3H6,812,329,1108,1346
ZC3H6_p113057444,ZC3H6,946,528,2018,1655
ZC3H6_p113060906,ZC3H6,245,36,1087,403
ZC3H6_p113067455,ZC3H6,258,393,716,799
ZC3H6_p113067478,ZC3H6,340,245,626,623
ZC3H7A_m11873128,ZC3H7A,351,208,437,665
ZC3H7A_m11873153,ZC3H7A,516,379,2308,2687
ZC3H7A_m11873164,ZC3H7A,330,411,2109,1364
ZC3H7A_m11875282,ZC3H7A,1976,2346,3445,4634
ZC3H7A_m11875294,ZC3H7A,706,832,1236,2364
ZC3H7A_m11875302,ZC3H7A,506,418,596,561
ZC3H7A_m11876160,ZC3H7A,324,172,317,1041
ZC3H7A_m11876194,ZC3H7A,516,151,159,946
ZC3H7A_p11873113,ZC3H7A,244,531,1012,1800
ZC3H7A_p11876183,ZC3H7A,573,164,874,823
ZC3H7B_m41721581,ZC3H7B,649,258,915,1322
ZC3H7B_m41721728,ZC3H7B,422,453,781,1251
ZC3H7B_m41721780,ZC3H7B,212,122,788,449
ZC3H7B_p41716659,ZC3H7B,855,723,1919,2685
ZC3H7B_p41716666,ZC3H7B,1515,938,1676,2433
ZC3H7B_p41716679,ZC3H7B,687,802,1450,1309
ZC3H7B_p41721720,ZC3H7B,505,634,1401,1814
ZC3H7B_p41721741,ZC3H7B,272,382,645,915
ZC3H7B_p41721758,ZC3H7B,984,390,1831,2248
ZC3H7B_p41721765,ZC3H7B,232,242,542,1251
ZC3H8_m112994229,ZC3H8,211,90,729,691
ZC3H8_m112995914,ZC3H8,282,180,495,252
ZC3H8_m112995954,ZC3H8,434,599,879,990
ZC3H8_m112996011,ZC3H8,572,293,1644,1184
ZC3H8_p112994169,ZC3H8,471,527,1622,1578
ZC3H8_p112994175,ZC3H8,275,240,561,1407
ZC3H8_p112995876,ZC3H8,485,499,629,2107
ZC3H8_p112995940,ZC3H8,939,785,1978,2741
ZC3H8_p112995967,ZC3H8,66,74,109,294
ZC3H8_p113012480,ZC3H8,547,290,848,391
ZC3HAV1L_m138720663,ZC3HAV1L,1130,881,3240,1617
ZC3HAV1L_m138720675,ZC3HAV1L,1260,746,2103,2509
ZC3HAV1L_m138720683,ZC3HAV1L,369,262,607,1008
ZC3HAV1L_m138720693,ZC3HAV1L,385,193,529,825
ZC3HAV1L_m138720710,ZC3HAV1L,491,644,1662,1629
ZC3HAV1L_m138720729,ZC3HAV1L,805,473,1802,1060
ZC3HAV1L_p138720666,ZC3HAV1L,56,105,372,171
ZC3HAV1L_p138720714,ZC3HAV1L,268,313,485,387
ZC3HAV1L_p138720731,ZC3HAV1L,1410,805,2136,3192
ZC3HAV1L_p138720742,ZC3HAV1L,356,250,789,667
ZC3HAV1_m138793945,ZC3HAV1,807,744,2029,2665
ZC3HAV1_m138793953,ZC3HAV1,241,359,1062,1399
ZC3HAV1_m138793962,ZC3HAV1,495,235,1031,618
ZC3HAV1_p138793918,ZC3HAV1,736,621,1419,1362
ZC3HAV1_p138793924,ZC3HAV1,703,470,1647,3086
ZC3HAV1_p138793974,ZC3HAV1,510,727,2385,2030
ZC3HAV1_p138793989,ZC3HAV1,1154,763,2571,2283
ZC3HAV1_p138793998,ZC3HAV1,505,525,1954,1523
ZC3HAV1_p138794045,ZC3HAV1,406,452,1656,865
ZC3HAV1_p138794056,ZC3HAV1,27,35,136,220
ZC3HC1_m129688886,ZC3HC1,133,45,200,286
ZC3HC1_m129691093,ZC3HC1,1099,866,1654,4277
ZC3HC1_m129691170,ZC3HC1,522,414,475,745
ZC3HC1_m129691189,ZC3HC1,237,312,592,995
ZC3HC1_p129688906,ZC3HC1,459,412,1007,1296
ZC3HC1_p129688919,ZC3HC1,193,130,330,202
ZC3HC1_p129688941,ZC3HC1,758,693,1128,1623
ZC3HC1_p129688947,ZC3HC1,582,446,1203,690
ZC3HC1_p129691060,ZC3HC1,424,699,1744,2327
ZC3HC1_p129691173,ZC3HC1,443,184,328,611
ZC4H2_m64141734,ZC4H2,2394,1822,4407,4590
ZC4H2_m64141752,ZC4H2,824,742,6792,3124
ZC4H2_m64141767,ZC4H2,333,230,780,816
ZC4H2_m64141773,ZC4H2,496,278,758,541
ZC4H2_m64141785,ZC4H2,540,692,1700,3461
ZC4H2_m64141795,ZC4H2,1056,592,1467,2003
ZC4H2_m64141800,ZC4H2,708,945,1871,3084
ZC4H2_m64141815,ZC4H2,584,454,1593,1943
ZC4H2_m64141827,ZC4H2,1004,1046,2217,3298
ZC4H2_p64141740,ZC4H2,265,169,320,601
ZCCHC11_m52991695,ZCCHC11,439,282,662,683
ZCCHC11_m52991710,ZCCHC11,610,564,1397,1595
ZCCHC11_m52991799,ZCCHC11,848,649,1560,2134
ZCCHC11_m52991866,ZCCHC11,882,760,1581,3205
ZCCHC11_p52991499,ZCCHC11,259,167,331,812
ZCCHC11_p52991536,ZCCHC11,104,198,277,561
ZCCHC11_p52991626,ZCCHC11,615,409,1007,1446
ZCCHC11_p52991663,ZCCHC11,601,356,1027,987
ZCCHC11_p52991697,ZCCHC11,245,94,357,2
ZCCHC11_p52991890,ZCCHC11,476,720,2014,3620
ZCCHC12_m117959242,ZCCHC12,438,222,590,980
ZCCHC12_m117959259,ZCCHC12,281,194,156,349
ZCCHC12_m117959274,ZCCHC12,723,696,854,1405
ZCCHC12_m117959322,ZCCHC12,588,530,1204,1671
ZCCHC12_p117959210,ZCCHC12,37,94,45,312
ZCCHC12_p117959220,ZCCHC12,258,304,895,998
ZCCHC12_p117959265,ZCCHC12,823,404,1838,1722
ZCCHC12_p117959296,ZCCHC12,178,241,611,650
ZCCHC12_p117959305,ZCCHC12,318,44,325,390
ZCCHC12_p117959332,ZCCHC12,981,745,1728,1877
ZCCHC14_m87493691,ZCCHC14,605,286,1507,1689
ZCCHC14_m87493721,ZCCHC14,2083,1205,3481,4361
ZCCHC14_m87525276,ZCCHC14,135,297,892,1503
ZCCHC14_m87525381,ZCCHC14,444,535,1372,1980
ZCCHC14_p87493693,ZCCHC14,548,375,1738,2230
ZCCHC14_p87525266,ZCCHC14,422,332,1212,1387
ZCCHC14_p87525290,ZCCHC14,133,367,2145,1604
ZCCHC14_p87525395,ZCCHC14,625,237,1161,2684
ZCCHC14_p87525403,ZCCHC14,1200,392,1171,1502
ZCCHC14_p87525412,ZCCHC14,396,171,613,1311
ZCCHC17_m31810020,ZCCHC17,247,284,599,812
ZCCHC17_m31810051,ZCCHC17,594,570,1132,1186
ZCCHC17_p31782933,ZCCHC17,31,240,530,793
ZCCHC17_p31782950,ZCCHC17,570,714,1663,2074
ZCCHC17_p31791942,ZCCHC17,624,345,1349,1120
ZCCHC17_p31791955,ZCCHC17,660,496,1041,2180
ZCCHC17_p31791991,ZCCHC17,105,78,217,42
ZCCHC17_p31810065,ZCCHC17,273,426,1216,1459
ZCCHC17_p31810078,ZCCHC17,638,383,836,1653
ZCCHC17_p31810092,ZCCHC17,169,598,1560,1579
ZCCHC18_m103358869,ZCCHC18,765,452,1129,1256
ZCCHC18_m103359002,ZCCHC18,765,351,1610,1752
ZCCHC18_p103358804,ZCCHC18,1425,1322,2672,3335
ZCCHC18_p103358815,ZCCHC18,369,428,1151,1935
ZCCHC18_p103358842,ZCCHC18,310,582,1222,1199
ZCCHC18_p103358860,ZCCHC18,224,282,964,421
ZCCHC18_p103358891,ZCCHC18,171,304,655,1842
ZCCHC18_p103358936,ZCCHC18,1084,851,1385,1694
ZCCHC18_p103358948,ZCCHC18,523,421,1230,981
ZCCHC18_p103358990,ZCCHC18,242,315,954,1084
ZCCHC24_m81205076,ZCCHC24,552,622,728,859
ZCCHC24_m81205099,ZCCHC24,361,512,1075,729
ZCCHC24_m81205111,ZCCHC24,0,24,227,93
ZCCHC24_m81205159,ZCCHC24,522,673,1671,1594
ZCCHC24_p81205067,ZCCHC24,986,861,2011,1741
ZCCHC24_p81205078,ZCCHC24,361,475,1059,1794
ZCCHC24_p81205120,ZCCHC24,1088,495,1488,1742
ZCCHC24_p81205125,ZCCHC24,589,714,2339,3096
ZCCHC24_p81205139,ZCCHC24,387,251,759,1107
ZCCHC24_p81205168,ZCCHC24,1485,1088,2869,2449
ZCCHC2_m60190708,ZCCHC2,263,141,221,129
ZCCHC2_m60190744,ZCCHC2,189,226,215,408
ZCCHC2_m60190921,ZCCHC2,185,247,198,345
ZCCHC2_p60190643,ZCCHC2,800,787,1148,1935
ZCCHC2_p60190710,ZCCHC2,601,424,528,156
ZCCHC2_p60190718,ZCCHC2,1057,953,2046,3590
ZCCHC2_p60190852,ZCCHC2,236,253,236,491
ZCCHC2_p60190860,ZCCHC2,575,391,622,1355
ZCCHC2_p60190866,ZCCHC2,302,343,699,1021
ZCCHC2_p60190925,ZCCHC2,90,110,219,144
ZCCHC3_m278321,ZCCHC3,127,204,657,464
ZCCHC3_m278351,ZCCHC3,283,171,659,1294
ZCCHC3_m278372,ZCCHC3,148,81,292,388
ZCCHC3_p278226,ZCCHC3,754,531,1520,1387
ZCCHC3_p278237,ZCCHC3,125,214,655,344
ZCCHC3_p278243,ZCCHC3,506,293,1164,396
ZCCHC3_p278324,ZCCHC3,303,248,739,569
ZCCHC3_p278331,ZCCHC3,788,747,1067,1698
ZCCHC3_p278358,ZCCHC3,640,469,1202,1281
ZCCHC3_p278378,ZCCHC3,390,308,713,1093
ZCCHC4_m25314441,ZCCHC4,383,253,540,560
ZCCHC4_m25314544,ZCCHC4,706,602,2724,2398
ZCCHC4_p25314423,ZCCHC4,637,272,856,674
ZCCHC4_p25314428,ZCCHC4,263,295,779,685
ZCCHC4_p25314445,ZCCHC4,930,763,1311,1632
ZCCHC4_p25314451,ZCCHC4,457,456,751,1160
ZCCHC4_p25314461,ZCCHC4,470,528,1192,536
ZCCHC4_p25314468,ZCCHC4,663,418,1621,2749
ZCCHC4_p25314490,ZCCHC4,449,239,305,423
ZCCHC4_p25314502,ZCCHC4,841,664,1836,2131
ZCCHC6_m88967850,ZCCHC6,598,777,1500,1674
ZCCHC6_m88967931,ZCCHC6,686,652,1876,2721
ZCCHC6_m88967986,ZCCHC6,1265,792,1420,2082
ZCCHC6_m88967992,ZCCHC6,281,324,567,698
ZCCHC6_m88968038,ZCCHC6,1336,929,2520,2781
ZCCHC6_m88968068,ZCCHC6,176,124,597,766
ZCCHC6_p88967832,ZCCHC6,195,143,452,390
ZCCHC6_p88967887,ZCCHC6,656,404,2001,1018
ZCCHC6_p88967978,ZCCHC6,756,883,1818,3091
ZCCHC6_p88968073,ZCCHC6,369,336,1224,1381
ZCCHC7_m37126442,ZCCHC7,378,290,775,690
ZCCHC7_m37126678,ZCCHC7,1110,1182,1755,1790
ZCCHC7_m37126749,ZCCHC7,0,90,62,410
ZCCHC7_m37126828,ZCCHC7,191,328,912,1366
ZCCHC7_p37126691,ZCCHC7,340,142,527,87
ZCCHC7_p37126760,ZCCHC7,735,504,938,1655
ZCCHC7_p37126775,ZCCHC7,258,238,1093,1083
ZCCHC7_p37126793,ZCCHC7,425,615,1703,877
ZCCHC7_p37126834,ZCCHC7,874,768,1645,1371
ZCCHC7_p37126892,ZCCHC7,662,424,2281,1804
ZCCHC8_m122985218,ZCCHC8,1009,586,597,1496
ZCCHC8_m122985228,ZCCHC8,949,422,1357,1950
ZCCHC8_m122985234,ZCCHC8,290,382,648,1332
ZCCHC8_m122985239,ZCCHC8,238,97,354,86
ZCCHC8_m122985275,ZCCHC8,982,1142,2006,3550
ZCCHC8_m122985283,ZCCHC8,890,722,1622,1521
ZCCHC8_p122985289,ZCCHC8,434,319,569,621
ZCCHC8_p122985295,ZCCHC8,553,825,1806,1916
ZCCHC8_p122985310,ZCCHC8,214,217,830,1119
ZCCHC8_p122985322,ZCCHC8,310,484,1079,774
ZCCHC9_m80600583,ZCCHC9,198,237,238,655
ZCCHC9_m80600592,ZCCHC9,430,280,239,276
ZCCHC9_m80600604,ZCCHC9,359,153,849,313
ZCCHC9_m80600627,ZCCHC9,590,478,2728,1402
ZCCHC9_m80600683,ZCCHC9,227,124,367,318
ZCCHC9_p80600562,ZCCHC9,0,0,85,0
ZCCHC9_p80600616,ZCCHC9,1597,1204,3774,3950
ZCCHC9_p80600632,ZCCHC9,706,361,611,1078
ZCCHC9_p80600644,ZCCHC9,109,389,856,1402
ZCCHC9_p80600691,ZCCHC9,1111,728,2104,3257
ZCRB1_m42707493,ZCRB1,511,669,1724,1350
ZCRB1_m42711183,ZCRB1,428,293,130,0
ZCRB1_m42711590,ZCRB1,223,114,227,904
ZCRB1_m42711672,ZCRB1,249,26,228,240
ZCRB1_m42717822,ZCRB1,1461,1687,1041,290
ZCRB1_m42717891,ZCRB1,955,727,1205,2371
ZCRB1_p42707666,ZCRB1,470,369,408,1403
ZCRB1_p42707672,ZCRB1,259,226,216,406
ZCRB1_p42711164,ZCRB1,483,323,578,905
ZCRB1_p42716218,ZCRB1,44,235,708,1762
ZCWPW1_m100016781,ZCWPW1,1037,637,2356,2224
ZCWPW1_m100017305,ZCWPW1,820,589,1336,2308
