TAXID,SRR1175007,SRR042182,SRR061154,SRR061499,SRR063469,SRR062324,SRR1179037,SRR061236,SRR061456,SRR642021,ERR2402780,ERR1916139,ERR1915048,ERR1914553,ERR1913614,ERR1915578,ERR1915612,ERR2402795,ERR1914224,ERR1914439
1586287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591088,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593482,0,0,0,57,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597976,0,0,0,0,0,0,0,0,0,0,91413,0,0,0,0,0,0,96806,0,0
1598147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602345,0,0,0,65,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
1603555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603606,0,111,101,163,0,96,0,68,0,0,0,0,0,0,0,0,0,0,0,0
1604004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608298,0,0,0,0,0,56,0,0,66,0,0,0,0,0,0,0,0,0,0,0
1608473,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608957,0,65,0,0,70,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609968,0,0,0,57,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609977,0,0,0,0,0,68,0,0,0,163,0,0,0,0,0,0,0,0,0,0
1610493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611681,189,447,719,921,256,746,206,609,337,647,0,0,0,68,113,83,111,0,276,91
1611770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612173,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615909,0,0,84,140,0,94,0,61,53,122,0,0,0,0,0,0,0,0,0,0
1616117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616788,0,207,0,78,0,97,0,72,82,0,274,0,0,0,0,0,0,288,0,0
1616789,0,81,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617448,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,77,0
1618022,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619311,0,93,0,89,0,108,0,188,358,73,0,0,0,0,0,0,0,0,0,0
1619313,0,77,51,65,0,71,0,0,0,0,0,0,0,0,52,0,0,0,113,50
1620215,0,0,0,78,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
1620392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621534,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
1621989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622118,0,0,0,0,0,0,0,210,181,0,0,0,0,0,0,0,0,0,85,0
1622234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623305,0,0,0,1123,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
1623306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628086,0,0,0,74,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0
1628753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631871,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
1632780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
1632864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636152,0,98,91,166,0,130,0,63,0,242,0,0,0,0,0,0,0,0,0,0
1636250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636603,0,0,0,59,0,0,0,0,0,59,146,0,0,0,0,0,0,163,0,0
1636606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636609,61,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1636610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636617,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
1636618,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
1637257,56,547,123,926,80,436,60,363,223,0,0,77,67,0,0,54,0,0,80,0
1637831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637853,0,0,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639108,0,0,0,102,0,85,0,100,52,168,0,0,0,0,0,0,0,0,0,0
1639348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640885,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,248,0,0
1641402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642646,294,3118,1192,2237,350,1410,342,1693,3750,3829,0,131,126,211,267,198,179,0,574,234
1642647,180,686,764,1622,588,659,238,1569,1738,931,0,122,141,266,345,186,240,0,760,305
1643450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643951,0,107,0,82,0,63,0,75,0,0,0,0,0,0,0,0,0,0,0,0
1644057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649480,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
1649482,0,118,0,206,0,201,0,269,534,295,139,0,0,0,0,0,0,142,0,0
1649486,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649495,0,96,92,52,0,51,0,0,130,0,0,50,0,53,0,0,56,0,129,0
1649510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649877,68,0,0,0,0,0,70,0,0,62,0,0,0,0,0,0,0,0,0,0
1650658,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652133,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
1652545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653174,0,122,0,52,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0
1653394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
1653831,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655645,0,51,0,218,0,142,0,0,136,69,0,0,0,0,0,0,0,0,0,0
1656823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658665,0,54,0,52,0,0,0,152,189,0,0,0,0,0,0,0,0,0,0,0
1658671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658672,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659194,0,0,0,85,0,51,0,251,0,691,0,0,0,0,0,0,0,0,0,0
1660064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660074,0,51,0,230,0,63,0,97,0,0,0,0,0,0,0,0,0,0,0,0
1660076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663717,103,1627,278,336,224,774,100,181,304,0,221,201,108,0,0,62,0,223,58,53
1664069,0,133,0,141,72,120,0,0,61,0,113,0,0,0,0,0,0,113,0,0
1664383,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,61,0
1666906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670800,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675036,0,250,81,94,0,203,0,65,739,0,123,0,0,0,0,0,0,135,52,0
1675686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
1676125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
1676142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676651,0,56,0,118,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677050,0,116,65,128,0,87,0,100,0,152,0,0,0,0,0,0,0,0,0,0
1677857,0,315,0,77,0,124,0,141,67,0,0,63,0,0,0,0,0,0,76,53
1678028,66,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1678128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678129,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679001,0,0,0,55,0,0,0,54,62,0,0,0,0,53,0,0,0,0,0,0
1679002,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679444,0,85,99,250,0,103,0,107,180,159,0,0,0,0,0,0,0,0,0,0
1679721,103,1627,278,336,224,774,100,181,304,0,221,201,108,0,0,62,0,223,58,53
1682113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685010,0,0,0,0,0,0,0,124,74,135,0,0,0,0,0,0,0,0,0,0
1686310,0,0,0,81,0,65,0,148,201,65,0,0,0,0,0,0,0,0,0,0
1690221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
1692238,0,0,0,51,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0
1695218,0,96,0,67,0,88,0,118,196,0,0,0,0,0,0,0,0,0,0,0
1696072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697053,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702170,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
1702221,65,450,92,259,361,574,80,112,243,0,781,490,244,108,3824,5456,117,788,142,1529
1702238,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702287,0,85,0,116,0,109,0,0,205,0,0,0,0,0,6565,0,0,0,0,0
1702325,0,70,77,143,0,53,0,76,162,111,0,0,0,0,0,0,0,0,0,0
1703250,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704044,0,0,0,0,0,0,0,65,201,0,0,0,0,0,0,0,0,0,0,0
1704307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704499,0,54,0,118,0,61,0,61,99,106,0,0,0,0,0,0,0,0,0,0
1705310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
1705566,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706036,0,59,65,220,59,128,0,0,0,139,0,0,0,0,0,0,0,0,0,0
1707785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712675,0,1883,1040,1282,175,237,0,141,144,119,237,491,505,934,76,130,1762,244,2024,2602
1714373,0,0,228,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714848,0,59,0,280,0,123,0,141,0,0,0,0,0,0,0,0,0,0,0,0
1714849,0,0,0,117,0,58,0,0,0,0,0,0,0,0,0,0,0,0,86,0
1714860,0,0,0,78,0,66,0,51,96,0,50,0,0,0,0,0,0,57,103,0
1715860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716143,0,84,0,103,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717717,92,183,98,713,0,264,131,289,355,196,0,84,95,123,59,67,167,0,302,102
1718158,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718278,0,0,59,106,0,72,0,0,0,149,0,0,0,0,0,0,0,0,0,0
1718599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721091,0,0,76,89,0,60,0,189,354,224,0,0,0,0,0,0,0,0,53,0
1725232,0,82,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727163,0,124,152,191,0,156,0,318,270,235,0,0,0,0,0,0,0,0,59,0
1727164,104,164,125,329,0,190,115,419,305,231,0,0,0,0,0,0,0,0,72,0
1727196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729679,65,450,92,259,361,574,80,112,243,0,781,490,244,108,3824,5456,117,788,142,1529
1729720,0,0,0,70,0,50,0,192,268,0,0,0,0,0,0,0,0,0,59,0
1734920,0,56,0,95,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
1735591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736674,0,138,0,169,0,134,0,150,133,0,0,0,0,0,0,0,0,0,0,0
1736675,0,0,0,67,0,54,0,0,0,58,0,0,0,0,0,0,0,0,0,0
1736691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737490,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
1738655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740163,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
1742989,0,112,146,241,0,112,0,69,0,245,0,0,0,0,0,0,0,0,0,0
1742992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742993,0,125,0,119,63,106,0,0,53,0,0,0,0,0,0,0,0,0,0,0
1743168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744881,0,0,0,78,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
1745211,0,0,0,102,0,85,0,100,52,168,0,0,0,0,0,0,0,0,0,0
1746199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749074,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,71,0,0
1749259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750719,0,126,0,0,0,56,0,0,0,0,110,0,0,0,0,0,0,126,0,0
1751286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751872,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
1752063,0,0,0,92,0,57,0,88,0,96,0,0,0,0,0,0,0,0,0,0
1752064,0,130,432,70,94,0,0,141,64,0,0,0,0,0,0,0,0,0,0,0
1755695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756150,78,0,0,128,0,90,75,0,61,0,0,0,0,0,0,0,0,0,0,0
1756988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756993,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
1758178,0,0,0,124,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0
1758179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758189,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,51,0,0
1758194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758689,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0
1759059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759396,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759399,57,337,50,114,0,99,75,0,78,0,0,0,0,0,0,0,0,0,0,0
1759437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761016,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763521,0,52,0,73,0,0,0,121,133,0,0,0,0,0,0,0,0,0,0,0
1763534,0,82,235,538,2983,65,0,101,95,152,0,0,53,0,0,0,0,0,62,0
1763535,0,0,55,73,0,71,0,0,0,133,0,0,0,0,0,0,0,0,0,0
1763536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763538,0,0,0,0,0,0,0,86,90,0,57,0,0,0,0,0,0,58,0,0
1765964,0,139,0,80,0,75,0,0,0,0,0,0,0,0,0,0,0,0,58,0
1765967,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768108,0,0,0,0,0,0,0,133,179,0,0,0,0,0,0,0,0,0,0,0
1768242,0,0,95,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769012,0,82,70,301,0,159,58,196,147,305,0,67,101,144,90,84,128,0,278,102
1769779,0,0,0,107,0,68,0,0,0,117,0,0,0,0,0,0,0,0,0,0
1771309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774273,0,0,0,0,0,57,0,89,55,0,0,0,0,0,0,0,0,0,0,0
1777063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
