checkv_id	contig_id	version	action	reason
CheckV-013370	DTR_234324	v1.5	removed	insufficient viral evidence
CheckV-013383	DTR_234799	v1.5	removed	insufficient viral evidence
CheckV-013386	DTR_234858	v1.5	removed	insufficient viral evidence
CheckV-013387	DTR_234859	v1.5	removed	insufficient viral evidence
CheckV-013394	DTR_234954	v1.5	removed	insufficient viral evidence
CheckV-013457	DTR_236311	v1.5	removed	insufficient viral evidence
CheckV-014684	DTR_250522	v1.5	removed	insufficient viral evidence
CheckV-014685	DTR_250525	v1.5	removed	insufficient viral evidence
CheckV-014763	DTR_251743	v1.5	removed	insufficient viral evidence
CheckV-014767	DTR_251763	v1.5	removed	insufficient viral evidence
CheckV-018095	DTR_296030	v1.5	removed	insufficient viral evidence
CheckV-018096	DTR_296031	v1.5	removed	insufficient viral evidence
CheckV-018131	DTR_296433	v1.5	removed	insufficient viral evidence
CheckV-018141	DTR_296529	v1.5	removed	insufficient viral evidence
CheckV-018167	DTR_297199	v1.5	removed	insufficient viral evidence
CheckV-012521	DTR_223651	v1.5	removed	insufficient viral evidence
CheckV-012523	DTR_223653	v1.5	removed	insufficient viral evidence
CheckV-012782	DTR_226570	v1.5	removed	insufficient viral evidence
CheckV-016888	DTR_280198	v1.5	removed	insufficient viral evidence
CheckV-016889	DTR_280199	v1.5	removed	insufficient viral evidence
CheckV-016890	DTR_280322	v1.5	removed	insufficient viral evidence
CheckV-034841	DTR_735849	v1.5	removed	insufficient viral evidence
CheckV-009163	DTR_152331	v1.5	removed	insufficient viral evidence
CheckV-009253	DTR_154478	v1.5	removed	insufficient viral evidence
CheckV-009360	DTR_156468	v1.5	removed	insufficient viral evidence
CheckV-009369	DTR_156560	v1.5	removed	insufficient viral evidence
CheckV-009379	DTR_156724	v1.5	removed	insufficient viral evidence
CheckV-009410	DTR_157681	v1.5	removed	insufficient viral evidence
CheckV-009412	DTR_157693	v1.5	removed	insufficient viral evidence
CheckV-009419	DTR_157892	v1.5	removed	insufficient viral evidence
CheckV-009420	DTR_157893	v1.5	removed	insufficient viral evidence
CheckV-009435	DTR_158087	v1.5	removed	insufficient viral evidence
CheckV-009464	DTR_158579	v1.5	removed	insufficient viral evidence
CheckV-009470	DTR_158697	v1.5	removed	insufficient viral evidence
CheckV-026127	DTR_513530	v1.5	removed	insufficient viral evidence
CheckV-027773	DTR_570695	v1.5	removed	insufficient viral evidence
CheckV-027994	DTR_577205	v1.5	removed	insufficient viral evidence
CheckV-027998	DTR_577230	v1.5	removed	insufficient viral evidence
CheckV-028004	DTR_577248	v1.5	removed	insufficient viral evidence
CheckV-028011	DTR_577357	v1.5	removed	insufficient viral evidence
CheckV-005905	DTR_070584	v1.5	removed	insufficient viral evidence
CheckV-005906	DTR_070586	v1.5	removed	insufficient viral evidence
CheckV-005960	DTR_071525	v1.5	removed	insufficient viral evidence
CheckV-005971	DTR_072479	v1.5	removed	insufficient viral evidence
CheckV-005977	DTR_072925	v1.5	removed	insufficient viral evidence
CheckV-006003	DTR_074072	v1.5	removed	insufficient viral evidence
CheckV-006004	DTR_074075	v1.5	removed	insufficient viral evidence
CheckV-006008	DTR_074140	v1.5	removed	insufficient viral evidence
CheckV-006009	DTR_074142	v1.5	removed	insufficient viral evidence
CheckV-006022	DTR_074245	v1.5	removed	insufficient viral evidence
CheckV-006024	DTR_074248	v1.5	removed	insufficient viral evidence
CheckV-006031	DTR_074281	v1.5	removed	insufficient viral evidence
CheckV-006034	DTR_074286	v1.5	removed	insufficient viral evidence
CheckV-006035	DTR_074287	v1.5	removed	insufficient viral evidence
CheckV-006036	DTR_074296	v1.5	removed	insufficient viral evidence
CheckV-006051	DTR_074793	v1.5	removed	insufficient viral evidence
CheckV-006088	DTR_075370	v1.5	removed	insufficient viral evidence
CheckV-006104	DTR_075562	v1.5	removed	insufficient viral evidence
CheckV-006116	DTR_075772	v1.5	removed	insufficient viral evidence
CheckV-006123	DTR_075800	v1.5	removed	insufficient viral evidence
CheckV-006128	DTR_075809	v1.5	removed	insufficient viral evidence
CheckV-006131	DTR_075816	v1.5	removed	insufficient viral evidence
CheckV-006143	DTR_075886	v1.5	removed	insufficient viral evidence
CheckV-021082	DTR_352814	v1.5	removed	insufficient viral evidence
CheckV-032472	DTR_698563	v1.5	removed	insufficient viral evidence
CheckV-032479	DTR_698705	v1.5	removed	insufficient viral evidence
CheckV-032480	DTR_698706	v1.5	removed	insufficient viral evidence
CheckV-032483	DTR_698725	v1.5	removed	insufficient viral evidence
CheckV-032639	DTR_702728	v1.5	removed	insufficient viral evidence
CheckV-035542	DTR_772917	v1.5	removed	insufficient viral evidence
CheckV-035671	DTR_778805	v1.5	removed	insufficient viral evidence
CheckV-006460	DTR_090391	v1.5	removed	insufficient viral evidence
CheckV-006461	DTR_090396	v1.5	removed	insufficient viral evidence
CheckV-006466	DTR_090862	v1.5	removed	insufficient viral evidence
CheckV-006641	DTR_097165	v1.5	removed	insufficient viral evidence
CheckV-006677	DTR_097592	v1.5	removed	insufficient viral evidence
CheckV-006688	DTR_097738	v1.5	removed	insufficient viral evidence
CheckV-006703	DTR_097940	v1.5	removed	insufficient viral evidence
CheckV-006836	DTR_100316	v1.5	removed	insufficient viral evidence
CheckV-006837	DTR_100319	v1.5	removed	insufficient viral evidence
CheckV-006868	DTR_100983	v1.5	removed	insufficient viral evidence
CheckV-006918	DTR_101748	v1.5	removed	insufficient viral evidence
CheckV-017487	DTR_288966	v1.5	removed	insufficient viral evidence
CheckV-017532	DTR_289555	v1.5	removed	insufficient viral evidence
CheckV-017533	DTR_289557	v1.5	removed	insufficient viral evidence
CheckV-017636	DTR_291289	v1.5	removed	insufficient viral evidence
CheckV-017789	DTR_293056	v1.5	removed	insufficient viral evidence
CheckV-026442	DTR_528066	v1.5	removed	insufficient viral evidence
CheckV-026559	DTR_533582	v1.5	removed	insufficient viral evidence
CheckV-026620	DTR_535414	v1.5	removed	insufficient viral evidence
CheckV-016555	DTR_273833	v1.5	removed	insufficient viral evidence
CheckV-016795	DTR_278759	v1.5	removed	insufficient viral evidence
CheckV-016839	DTR_279169	v1.5	removed	insufficient viral evidence
CheckV-020258	DTR_331855	v1.5	removed	insufficient viral evidence
CheckV-020326	DTR_333080	v1.5	removed	insufficient viral evidence
CheckV-020379	DTR_342503	v1.5	removed	insufficient viral evidence
CheckV-020440	DTR_344455	v1.5	removed	insufficient viral evidence
CheckV-031025	DTR_645549	v1.5	removed	insufficient viral evidence
CheckV-031027	DTR_645697	v1.5	removed	insufficient viral evidence
CheckV-035824	DTR_787269	v1.5	removed	insufficient viral evidence
CheckV-036005	DTR_794777	v1.5	removed	insufficient viral evidence
CheckV-020536	DTR_345596	v1.5	removed	insufficient viral evidence
CheckV-020551	DTR_345767	v1.5	removed	insufficient viral evidence
CheckV-020568	DTR_346398	v1.5	removed	insufficient viral evidence
CheckV-020571	DTR_346427	v1.5	removed	insufficient viral evidence
CheckV-020623	DTR_347148	v1.5	removed	insufficient viral evidence
CheckV-020635	DTR_347226	v1.5	removed	insufficient viral evidence
CheckV-020637	DTR_347238	v1.5	removed	insufficient viral evidence
CheckV-020716	DTR_348312	v1.5	removed	insufficient viral evidence
CheckV-020717	DTR_348335	v1.5	removed	insufficient viral evidence
CheckV-020744	DTR_348665	v1.5	removed	insufficient viral evidence
CheckV-020781	DTR_348980	v1.5	removed	insufficient viral evidence
CheckV-036856	DTR_822986	v1.5	removed	insufficient viral evidence
CheckV-016237	DTR_269658	v1.5	removed	insufficient viral evidence
CheckV-004973	DTR_050095	v1.5	removed	insufficient viral evidence
CheckV-004976	DTR_050184	v1.5	removed	insufficient viral evidence
CheckV-005001	DTR_050534	v1.5	removed	insufficient viral evidence
CheckV-005014	DTR_050774	v1.5	removed	insufficient viral evidence
CheckV-005031	DTR_051323	v1.5	removed	insufficient viral evidence
CheckV-031333	DTR_651201	v1.5	removed	insufficient viral evidence
CheckV-031504	DTR_658651	v1.5	removed	insufficient viral evidence
CheckV-031546	DTR_661068	v1.5	removed	insufficient viral evidence
CheckV-031548	DTR_661082	v1.5	removed	insufficient viral evidence
CheckV-031549	DTR_661098	v1.5	removed	insufficient viral evidence
CheckV-031550	DTR_661099	v1.5	removed	insufficient viral evidence
CheckV-031552	DTR_661103	v1.5	removed	insufficient viral evidence
CheckV-031554	DTR_661123	v1.5	removed	insufficient viral evidence
CheckV-031562	DTR_662139	v1.5	removed	insufficient viral evidence
CheckV-024542	DTR_449643	v1.5	removed	insufficient viral evidence
CheckV-012101	DTR_206223	v1.5	removed	insufficient viral evidence
CheckV-012104	DTR_206861	v1.5	removed	insufficient viral evidence
CheckV-012106	DTR_206915	v1.5	removed	insufficient viral evidence
CheckV-005104	DTR_052682	v1.5	removed	insufficient viral evidence
CheckV-005211	DTR_053593	v1.5	removed	insufficient viral evidence
CheckV-005215	DTR_053610	v1.5	removed	insufficient viral evidence
CheckV-005219	DTR_053717	v1.5	removed	insufficient viral evidence
CheckV-005261	DTR_054447	v1.5	removed	insufficient viral evidence
CheckV-005299	DTR_057025	v1.5	removed	insufficient viral evidence
CheckV-005310	DTR_057635	v1.5	removed	insufficient viral evidence
CheckV-005337	DTR_058260	v1.5	removed	insufficient viral evidence
CheckV-005342	DTR_058378	v1.5	removed	insufficient viral evidence
CheckV-005399	DTR_059671	v1.5	removed	insufficient viral evidence
CheckV-005405	DTR_060192	v1.5	removed	insufficient viral evidence
CheckV-005409	DTR_060272	v1.5	removed	insufficient viral evidence
CheckV-005410	DTR_060276	v1.5	removed	insufficient viral evidence
CheckV-032194	DTR_686642	v1.5	removed	insufficient viral evidence
CheckV-026676	DTR_536805	v1.5	removed	insufficient viral evidence
CheckV-029292	DTR_619396	v1.5	removed	insufficient viral evidence
CheckV-029302	DTR_619827	v1.5	removed	insufficient viral evidence
CheckV-009548	DTR_161251	v1.5	removed	insufficient viral evidence
CheckV-009588	DTR_162097	v1.5	removed	insufficient viral evidence
CheckV-009600	DTR_162118	v1.5	removed	insufficient viral evidence
CheckV-009631	DTR_163468	v1.5	removed	insufficient viral evidence
CheckV-009687	DTR_164804	v1.5	removed	insufficient viral evidence
CheckV-009847	DTR_168459	v1.5	removed	insufficient viral evidence
CheckV-029975	DTR_632832	v1.5	removed	insufficient viral evidence
CheckV-029979	DTR_632897	v1.5	removed	insufficient viral evidence
CheckV-030151	DTR_639003	v1.5	removed	insufficient viral evidence
CheckV-030164	DTR_639100	v1.5	removed	insufficient viral evidence
CheckV-030255	DTR_639432	v1.5	removed	insufficient viral evidence
CheckV-030258	DTR_639456	v1.5	removed	insufficient viral evidence
CheckV-030269	DTR_639502	v1.5	removed	insufficient viral evidence
CheckV-030363	DTR_639720	v1.5	removed	insufficient viral evidence
CheckV-030779	DTR_640653	v1.5	removed	insufficient viral evidence
CheckV-030780	DTR_640654	v1.5	removed	insufficient viral evidence
CheckV-030781	DTR_640661	v1.5	removed	insufficient viral evidence
CheckV-030784	DTR_640667	v1.5	removed	insufficient viral evidence
CheckV-030807	DTR_640879	v1.5	removed	insufficient viral evidence
CheckV-030811	DTR_640932	v1.5	removed	insufficient viral evidence
CheckV-030835	DTR_641254	v1.5	removed	insufficient viral evidence
CheckV-030843	DTR_641349	v1.5	removed	insufficient viral evidence
CheckV-030845	DTR_641390	v1.5	removed	insufficient viral evidence
CheckV-030868	DTR_641647	v1.5	removed	insufficient viral evidence
CheckV-030870	DTR_641703	v1.5	removed	insufficient viral evidence
CheckV-033147	DTR_717375	v1.5	removed	insufficient viral evidence
CheckV-033187	DTR_718002	v1.5	removed	insufficient viral evidence
CheckV-033199	DTR_718184	v1.5	removed	insufficient viral evidence
CheckV-033253	DTR_718621	v1.5	removed	insufficient viral evidence
CheckV-024773	DTR_461185	v1.5	removed	insufficient viral evidence
CheckV-024774	DTR_461187	v1.5	removed	insufficient viral evidence
CheckV-024796	DTR_461397	v1.5	removed	insufficient viral evidence
CheckV-024816	DTR_461671	v1.5	removed	insufficient viral evidence
CheckV-024820	DTR_461731	v1.5	removed	insufficient viral evidence
CheckV-024826	DTR_461883	v1.5	removed	insufficient viral evidence
CheckV-024831	DTR_461971	v1.5	removed	insufficient viral evidence
CheckV-004764	DTR_046983	v1.5	removed	insufficient viral evidence
CheckV-004780	DTR_047355	v1.5	removed	insufficient viral evidence
CheckV-025625	DTR_499642	v1.5	removed	insufficient viral evidence
CheckV-003269	DTR_009492	v1.5	removed	insufficient viral evidence
CheckV-003274	DTR_009825	v1.5	removed	insufficient viral evidence
CheckV-003367	DTR_011946	v1.5	removed	insufficient viral evidence
CheckV-003381	DTR_012395	v1.5	removed	insufficient viral evidence
CheckV-003382	DTR_012396	v1.5	removed	insufficient viral evidence
CheckV-003519	DTR_017062	v1.5	removed	insufficient viral evidence
CheckV-003573	DTR_018258	v1.5	removed	insufficient viral evidence
CheckV-003577	DTR_018357	v1.5	removed	insufficient viral evidence
CheckV-003635	DTR_018915	v1.5	removed	insufficient viral evidence
CheckV-003637	DTR_018923	v1.5	removed	insufficient viral evidence
CheckV-003733	DTR_021327	v1.5	removed	insufficient viral evidence
CheckV-003744	DTR_021985	v1.5	removed	insufficient viral evidence
CheckV-003745	DTR_021997	v1.5	removed	insufficient viral evidence
CheckV-003746	DTR_022000	v1.5	removed	insufficient viral evidence
CheckV-003747	DTR_022004	v1.5	removed	insufficient viral evidence
CheckV-003749	DTR_022012	v1.5	removed	insufficient viral evidence
CheckV-003781	DTR_022948	v1.5	removed	insufficient viral evidence
CheckV-003812	DTR_023931	v1.5	removed	insufficient viral evidence
CheckV-003813	DTR_023934	v1.5	removed	insufficient viral evidence
CheckV-003818	DTR_024007	v1.5	removed	insufficient viral evidence
CheckV-059724	GCA_019893255.1	v1.5	removed	insufficient viral evidence
CheckV-008560	DTR_141930	v1.5	removed	insufficient viral evidence
CheckV-008654	DTR_143038	v1.5	removed	insufficient viral evidence
CheckV-008772	DTR_144005	v1.5	removed	insufficient viral evidence
CheckV-038114	DTR_864525	v1.5	removed	insufficient viral evidence
CheckV-012233	DTR_208522	v1.5	removed	insufficient viral evidence
CheckV-012258	DTR_210048	v1.5	removed	insufficient viral evidence
CheckV-012282	DTR_210405	v1.5	removed	insufficient viral evidence
CheckV-012283	DTR_210554	v1.5	removed	insufficient viral evidence
CheckV-012410	DTR_217499	v1.5	removed	insufficient viral evidence
CheckV-012411	DTR_217506	v1.5	removed	insufficient viral evidence
CheckV-012413	DTR_217756	v1.5	removed	insufficient viral evidence
CheckV-012418	DTR_217925	v1.5	removed	insufficient viral evidence
CheckV-012449	DTR_218985	v1.5	removed	insufficient viral evidence
CheckV-012450	DTR_219124	v1.5	removed	insufficient viral evidence
CheckV-012459	DTR_219509	v1.5	removed	insufficient viral evidence
CheckV-012466	DTR_219957	v1.5	removed	insufficient viral evidence
CheckV-015746	DTR_264097	v1.5	removed	insufficient viral evidence
CheckV-015852	DTR_265592	v1.5	removed	insufficient viral evidence
CheckV-015855	DTR_265664	v1.5	removed	insufficient viral evidence
CheckV-026342	DTR_523129	v1.5	removed	insufficient viral evidence
CheckV-021578	DTR_358919	v1.5	removed	insufficient viral evidence
CheckV-021607	DTR_359707	v1.5	removed	insufficient viral evidence
CheckV-021619	DTR_359820	v1.5	removed	insufficient viral evidence
CheckV-021626	DTR_359921	v1.5	removed	insufficient viral evidence
CheckV-021646	DTR_360391	v1.5	removed	insufficient viral evidence
CheckV-021688	DTR_361137	v1.5	removed	insufficient viral evidence
CheckV-021733	DTR_362330	v1.5	removed	insufficient viral evidence
CheckV-021740	DTR_362540	v1.5	removed	insufficient viral evidence
CheckV-021789	DTR_363310	v1.5	removed	insufficient viral evidence
CheckV-021821	DTR_364207	v1.5	removed	insufficient viral evidence
CheckV-021846	DTR_365294	v1.5	removed	insufficient viral evidence
CheckV-029676	DTR_627972	v1.5	removed	insufficient viral evidence
CheckV-029707	DTR_628363	v1.5	removed	insufficient viral evidence
CheckV-029727	DTR_628601	v1.5	removed	insufficient viral evidence
CheckV-029903	DTR_631715	v1.5	removed	insufficient viral evidence
CheckV-029916	DTR_632020	v1.5	removed	insufficient viral evidence
CheckV-035440	DTR_766118	v1.5	removed	insufficient viral evidence
CheckV-005490	DTR_062657	v1.5	removed	insufficient viral evidence
CheckV-005491	DTR_062666	v1.5	removed	insufficient viral evidence
CheckV-005493	DTR_062681	v1.5	removed	insufficient viral evidence
CheckV-005495	DTR_062723	v1.5	removed	insufficient viral evidence
CheckV-005509	DTR_063166	v1.5	removed	insufficient viral evidence
CheckV-005645	DTR_065771	v1.5	removed	insufficient viral evidence
CheckV-033329	DTR_722193	v1.5	removed	insufficient viral evidence
CheckV-033330	DTR_722194	v1.5	removed	insufficient viral evidence
CheckV-033338	DTR_722288	v1.5	removed	insufficient viral evidence
CheckV-033344	DTR_722330	v1.5	removed	insufficient viral evidence
CheckV-033383	DTR_724608	v1.5	removed	insufficient viral evidence
CheckV-033386	DTR_725095	v1.5	removed	insufficient viral evidence
CheckV-033390	DTR_725426	v1.5	removed	insufficient viral evidence
CheckV-033407	DTR_726440	v1.5	removed	insufficient viral evidence
CheckV-033895	DTR_730943	v1.5	removed	insufficient viral evidence
CheckV-035000	DTR_741239	v1.5	removed	insufficient viral evidence
CheckV-035132	DTR_747535	v1.5	removed	insufficient viral evidence
CheckV-032740	DTR_704036	v1.5	removed	insufficient viral evidence
CheckV-032741	DTR_704037	v1.5	removed	insufficient viral evidence
CheckV-032742	DTR_704040	v1.5	removed	insufficient viral evidence
CheckV-032744	DTR_704053	v1.5	removed	insufficient viral evidence
CheckV-032747	DTR_704188	v1.5	removed	insufficient viral evidence
CheckV-032748	DTR_704190	v1.5	removed	insufficient viral evidence
CheckV-032751	DTR_704305	v1.5	removed	insufficient viral evidence
CheckV-032754	DTR_704406	v1.5	removed	insufficient viral evidence
CheckV-032757	DTR_704416	v1.5	removed	insufficient viral evidence
CheckV-032760	DTR_704515	v1.5	removed	insufficient viral evidence
CheckV-032769	DTR_704686	v1.5	removed	insufficient viral evidence
CheckV-032772	DTR_704760	v1.5	removed	insufficient viral evidence
CheckV-032774	DTR_704943	v1.5	removed	insufficient viral evidence
CheckV-032776	DTR_704993	v1.5	removed	insufficient viral evidence
CheckV-032778	DTR_705021	v1.5	removed	insufficient viral evidence
CheckV-032779	DTR_705022	v1.5	removed	insufficient viral evidence
CheckV-023521	DTR_408938	v1.5	removed	insufficient viral evidence
CheckV-022242	DTR_379532	v1.5	removed	insufficient viral evidence
CheckV-022263	DTR_380482	v1.5	removed	insufficient viral evidence
CheckV-022325	DTR_382661	v1.5	removed	insufficient viral evidence
CheckV-028690	DTR_605606	v1.5	removed	insufficient viral evidence
CheckV-028844	DTR_609597	v1.5	removed	insufficient viral evidence
CheckV-028857	DTR_609843	v1.5	removed	insufficient viral evidence
CheckV-028889	DTR_610556	v1.5	removed	insufficient viral evidence
CheckV-029002	DTR_612357	v1.5	removed	insufficient viral evidence
CheckV-029030	DTR_612897	v1.5	removed	insufficient viral evidence
CheckV-029045	DTR_613199	v1.5	removed	insufficient viral evidence
CheckV-029048	DTR_613272	v1.5	removed	insufficient viral evidence
CheckV-017834	DTR_293454	v1.5	removed	insufficient viral evidence
CheckV-017966	DTR_294691	v1.5	removed	insufficient viral evidence
CheckV-012832	DTR_227192	v1.5	removed	insufficient viral evidence
CheckV-012861	DTR_227795	v1.5	removed	insufficient viral evidence
CheckV-013003	DTR_229239	v1.5	removed	insufficient viral evidence
CheckV-013005	DTR_229389	v1.5	removed	insufficient viral evidence
CheckV-013055	DTR_230376	v1.5	removed	insufficient viral evidence
CheckV-013086	DTR_230871	v1.5	removed	insufficient viral evidence
CheckV-019826	DTR_326895	v1.5	removed	insufficient viral evidence
CheckV-019901	DTR_328789	v1.5	removed	insufficient viral evidence
CheckV-019924	DTR_329041	v1.5	removed	insufficient viral evidence
CheckV-019926	DTR_329132	v1.5	removed	insufficient viral evidence
CheckV-019989	DTR_329987	v1.5	removed	insufficient viral evidence
CheckV-020027	DTR_330346	v1.5	removed	insufficient viral evidence
CheckV-020075	DTR_330549	v1.5	removed	insufficient viral evidence
CheckV-020085	DTR_330600	v1.5	removed	insufficient viral evidence
CheckV-020086	DTR_330601	v1.5	removed	insufficient viral evidence
CheckV-020096	DTR_330820	v1.5	removed	insufficient viral evidence
CheckV-011479	DTR_193802	v1.5	removed	insufficient viral evidence
CheckV-011511	DTR_195643	v1.5	removed	insufficient viral evidence
CheckV-011518	DTR_196166	v1.5	removed	insufficient viral evidence
CheckV-011609	DTR_197267	v1.5	removed	insufficient viral evidence
CheckV-011624	DTR_197397	v1.5	removed	insufficient viral evidence
CheckV-011646	DTR_197543	v1.5	removed	insufficient viral evidence
CheckV-011652	DTR_197649	v1.5	removed	insufficient viral evidence
CheckV-011653	DTR_197652	v1.5	removed	insufficient viral evidence
CheckV-011677	DTR_198359	v1.5	removed	insufficient viral evidence
CheckV-011678	DTR_198496	v1.5	removed	insufficient viral evidence
CheckV-022397	DTR_385157	v1.5	removed	insufficient viral evidence
CheckV-022408	DTR_385423	v1.5	removed	insufficient viral evidence
CheckV-007247	DTR_108211	v1.5	removed	insufficient viral evidence
CheckV-007256	DTR_108289	v1.5	removed	insufficient viral evidence
CheckV-007266	DTR_108680	v1.5	removed	insufficient viral evidence
CheckV-007268	DTR_108716	v1.5	removed	insufficient viral evidence
CheckV-007340	DTR_109685	v1.5	removed	insufficient viral evidence
CheckV-007354	DTR_109803	v1.5	removed	insufficient viral evidence
CheckV-007357	DTR_109817	v1.5	removed	insufficient viral evidence
CheckV-007430	DTR_110397	v1.5	removed	insufficient viral evidence
CheckV-029373	DTR_620893	v1.5	removed	insufficient viral evidence
CheckV-029424	DTR_621465	v1.5	removed	insufficient viral evidence
CheckV-029433	DTR_621564	v1.5	removed	insufficient viral evidence
CheckV-029453	DTR_621820	v1.5	removed	insufficient viral evidence
CheckV-029481	DTR_622166	v1.5	removed	insufficient viral evidence
CheckV-029484	DTR_622216	v1.5	removed	insufficient viral evidence
CheckV-027021	DTR_546593	v1.5	removed	insufficient viral evidence
CheckV-003199	DTR_006542	v1.5	removed	insufficient viral evidence
CheckV-003200	DTR_006544	v1.5	removed	insufficient viral evidence
CheckV-003218	DTR_007511	v1.5	removed	insufficient viral evidence
CheckV-003233	DTR_008059	v1.5	removed	insufficient viral evidence
CheckV-004226	DTR_035003	v1.5	removed	insufficient viral evidence
CheckV-004227	DTR_035004	v1.5	removed	insufficient viral evidence
CheckV-004252	DTR_035444	v1.5	removed	insufficient viral evidence
CheckV-004256	DTR_035518	v1.5	removed	insufficient viral evidence
CheckV-004263	DTR_035626	v1.5	removed	insufficient viral evidence
CheckV-004264	DTR_035628	v1.5	removed	insufficient viral evidence
CheckV-004273	DTR_035702	v1.5	removed	insufficient viral evidence
CheckV-004274	DTR_035705	v1.5	removed	insufficient viral evidence
CheckV-004305	DTR_038781	v1.5	removed	insufficient viral evidence
CheckV-004329	DTR_039770	v1.5	removed	insufficient viral evidence
CheckV-004447	DTR_042049	v1.5	removed	insufficient viral evidence
CheckV-006308	DTR_078915	v1.5	removed	insufficient viral evidence
CheckV-006325	DTR_084205	v1.5	removed	insufficient viral evidence
CheckV-006332	DTR_086539	v1.5	removed	insufficient viral evidence
CheckV-006333	DTR_086606	v1.5	removed	insufficient viral evidence
CheckV-006334	DTR_086641	v1.5	removed	insufficient viral evidence
CheckV-006357	DTR_087235	v1.5	removed	insufficient viral evidence
CheckV-006360	DTR_087387	v1.5	removed	insufficient viral evidence
CheckV-006362	DTR_087456	v1.5	removed	insufficient viral evidence
CheckV-006369	DTR_087859	v1.5	removed	insufficient viral evidence
CheckV-006403	DTR_088885	v1.5	removed	insufficient viral evidence
CheckV-006412	DTR_089130	v1.5	removed	insufficient viral evidence
CheckV-006419	DTR_089226	v1.5	removed	insufficient viral evidence
CheckV-039489	DTR_886435	v1.5	removed	insufficient viral evidence
CheckV-027441	DTR_563185	v1.5	removed	insufficient viral evidence
CheckV-007899	DTR_118679	v1.5	removed	insufficient viral evidence
CheckV-007901	DTR_118689	v1.5	removed	insufficient viral evidence
CheckV-007910	DTR_119252	v1.5	removed	insufficient viral evidence
CheckV-007941	DTR_120017	v1.5	removed	insufficient viral evidence
CheckV-008001	DTR_121422	v1.5	removed	insufficient viral evidence
CheckV-008003	DTR_121452	v1.5	removed	insufficient viral evidence
CheckV-008004	DTR_121454	v1.5	removed	insufficient viral evidence
CheckV-008116	DTR_126205	v1.5	removed	insufficient viral evidence
CheckV-008117	DTR_126217	v1.5	removed	insufficient viral evidence
CheckV-008144	DTR_127797	v1.5	removed	insufficient viral evidence
CheckV-008183	DTR_129016	v1.5	removed	insufficient viral evidence
CheckV-018917	DTR_314109	v1.5	removed	insufficient viral evidence
CheckV-023162	DTR_391442	v1.5	removed	insufficient viral evidence
CheckV-011069	DTR_184407	v1.5	removed	insufficient viral evidence
CheckV-011070	DTR_184426	v1.5	removed	insufficient viral evidence
CheckV-011071	DTR_184427	v1.5	removed	insufficient viral evidence
CheckV-011090	DTR_185030	v1.5	removed	insufficient viral evidence
CheckV-011091	DTR_185036	v1.5	removed	insufficient viral evidence
CheckV-011100	DTR_185231	v1.5	removed	insufficient viral evidence
CheckV-011160	DTR_186103	v1.5	removed	insufficient viral evidence
CheckV-019494	DTR_318079	v1.5	removed	insufficient viral evidence
CheckV-019497	DTR_318280	v1.5	removed	insufficient viral evidence
CheckV-019540	DTR_318877	v1.5	removed	insufficient viral evidence
CheckV-019608	DTR_319670	v1.5	removed	insufficient viral evidence
CheckV-019625	DTR_321664	v1.5	removed	insufficient viral evidence
CheckV-019798	DTR_326185	v1.5	removed	insufficient viral evidence
CheckV-028157	DTR_578524	v1.5	removed	insufficient viral evidence
CheckV-028275	DTR_585273	v1.5	removed	insufficient viral evidence
CheckV-028280	DTR_585359	v1.5	removed	insufficient viral evidence
CheckV-028284	DTR_585387	v1.5	removed	insufficient viral evidence
CheckV-028287	DTR_585429	v1.5	removed	insufficient viral evidence
CheckV-028290	DTR_585455	v1.5	removed	insufficient viral evidence
CheckV-028291	DTR_585466	v1.5	removed	insufficient viral evidence
CheckV-028294	DTR_585523	v1.5	removed	insufficient viral evidence
CheckV-028297	DTR_585589	v1.5	removed	insufficient viral evidence
CheckV-028298	DTR_585609	v1.5	removed	insufficient viral evidence
CheckV-028299	DTR_585610	v1.5	removed	insufficient viral evidence
CheckV-028300	DTR_585615	v1.5	removed	insufficient viral evidence
CheckV-028304	DTR_585700	v1.5	removed	insufficient viral evidence
CheckV-028305	DTR_585714	v1.5	removed	insufficient viral evidence
CheckV-028306	DTR_585717	v1.5	removed	insufficient viral evidence
CheckV-028307	DTR_585724	v1.5	removed	insufficient viral evidence
CheckV-028311	DTR_585736	v1.5	removed	insufficient viral evidence
CheckV-028313	DTR_585745	v1.5	removed	insufficient viral evidence
CheckV-028315	DTR_585762	v1.5	removed	insufficient viral evidence
CheckV-028321	DTR_585842	v1.5	removed	insufficient viral evidence
CheckV-023084	DTR_388206	v1.5	removed	insufficient viral evidence
CheckV-023086	DTR_388347	v1.5	removed	insufficient viral evidence
CheckV-013513	DTR_236840	v1.5	removed	insufficient viral evidence
CheckV-013521	DTR_236870	v1.5	removed	insufficient viral evidence
CheckV-013536	DTR_236973	v1.5	removed	insufficient viral evidence
CheckV-013545	DTR_237165	v1.5	removed	insufficient viral evidence
CheckV-013546	DTR_237168	v1.5	removed	insufficient viral evidence
CheckV-013563	DTR_237350	v1.5	removed	insufficient viral evidence
CheckV-015149	DTR_257437	v1.5	removed	insufficient viral evidence
CheckV-015258	DTR_258598	v1.5	removed	insufficient viral evidence
CheckV-008897	DTR_144585	v1.5	removed	insufficient viral evidence
CheckV-008991	DTR_150269	v1.5	removed	insufficient viral evidence
