sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
C6orf223_p43968396,C6orf223,536,675,1092,1888
C6orf223_p43968411,C6orf223,924,788,1691,1757
C6orf226_m42858422,C6orf226,1010,446,1567,2110
C6orf226_m42858432,C6orf226,1306,962,1961,2456
C6orf226_m42858437,C6orf226,111,43,164,513
C6orf226_p42858396,C6orf226,304,188,529,386
C6orf226_p42858401,C6orf226,1076,661,2674,1854
C6orf226_p42858411,C6orf226,112,176,486,215
C6orf226_p42858445,C6orf226,346,194,714,1004
C6orf226_p42858460,C6orf226,655,445,871,1297
C6orf226_p42858466,C6orf226,795,1107,1357,2087
C6orf226_p42858471,C6orf226,1457,1119,3253,2571
C6orf47_m31627608,C6orf47,436,193,637,1226
C6orf47_m31627618,C6orf47,675,836,1094,1734
C6orf47_m31627684,C6orf47,421,233,921,778
C6orf47_m31627704,C6orf47,537,861,1310,1285
C6orf47_p31627623,C6orf47,203,229,973,1180
C6orf47_p31627629,C6orf47,296,389,831,1670
C6orf47_p31627638,C6orf47,84,56,669,415
C6orf47_p31627647,C6orf47,332,175,706,897
C6orf47_p31627654,C6orf47,278,320,855,1658
C6orf47_p31627696,C6orf47,1397,1144,4756,4815
C6orf48_m31805104,C6orf48,434,562,1246,702
C6orf48_m31805163,C6orf48,470,656,1318,1103
C6orf48_m31805188,C6orf48,2750,2473,3369,3184
C6orf48_m31805193,C6orf48,387,323,721,747
C6orf48_m31805201,C6orf48,741,483,1168,1291
C6orf48_p31805145,C6orf48,719,441,1265,1749
C6orf48_p31805150,C6orf48,1195,812,1972,2190
C6orf48_p31805155,C6orf48,728,885,1601,1073
C6orf48_p31807326,C6orf48,1213,661,1655,2373
C6orf48_p31807332,C6orf48,297,691,1447,2404
C6orf52_m10687286,C6orf52,668,723,1626,2148
C6orf52_m10687298,C6orf52,21,43,82,145
C6orf52_m10687316,C6orf52,1257,659,1950,2809
C6orf52_m10687333,C6orf52,772,651,1372,2714
C6orf52_m10687371,C6orf52,215,121,467,293
C6orf52_m10687714,C6orf52,496,289,880,671
C6orf52_p10687323,C6orf52,144,245,662,664
C6orf52_p10687336,C6orf52,359,251,1138,935
C6orf52_p10687341,C6orf52,274,149,714,1373
C6orf52_p10687755,C6orf52,906,741,1620,1438
C6orf57_m71276651,C6orf57,274,221,964,293
C6orf57_m71276664,C6orf57,249,699,836,202
C6orf57_m71276689,C6orf57,242,221,407,121
C6orf57_m71289125,C6orf57,705,827,1674,1550
C6orf57_m71289194,C6orf57,454,365,443,548
C6orf57_p71276656,C6orf57,453,79,1282,773
C6orf57_p71276669,C6orf57,219,225,266,280
C6orf57_p71276674,C6orf57,223,453,495,331
C6orf57_p71276681,C6orf57,761,831,2882,586
C6orf57_p71289196,C6orf57,447,473,746,383
C6orf62_m24716449,C6orf62,760,531,990,1341
C6orf62_m24718775,C6orf62,1043,663,1218,1889
C6orf62_p24716429,C6orf62,485,260,1206,1136
C6orf62_p24716438,C6orf62,417,436,1228,1800
C6orf62_p24716458,C6orf62,829,576,1178,1686
C6orf62_p24716490,C6orf62,375,315,331,776
C6orf62_p24718764,C6orf62,385,387,788,1157
C6orf62_p24718790,C6orf62,90,179,310,965
C6orf62_p24718856,C6orf62,572,313,1110,1469
C6orf62_p24718864,C6orf62,135,16,218,345
C6orf70_m170153976,C6orf70,563,453,1349,1463
C6orf70_m170153984,C6orf70,705,536,1600,1892
C6orf70_m170153998,C6orf70,1014,546,2159,3163
C6orf70_m170155421,C6orf70,1942,1393,3408,6880
C6orf70_p170154055,C6orf70,210,469,1173,2447
C6orf70_p170154068,C6orf70,1129,620,1306,1679
C6orf70_p170154106,C6orf70,419,414,855,1814
C6orf70_p170155367,C6orf70,199,134,269,472
C6orf70_p170155375,C6orf70,319,161,486,364
C6orf70_p170155409,C6orf70,536,389,1440,1682
C6orf89_m36867236,C6orf89,490,278,922,702
C6orf89_m36867293,C6orf89,306,219,347,1013
C6orf89_m36867378,C6orf89,327,165,252,445
C6orf89_m36867388,C6orf89,518,149,543,612
C6orf89_m36867393,C6orf89,378,522,1354,1532
C6orf89_m36870009,C6orf89,441,565,1251,1757
C6orf89_p36867258,C6orf89,659,472,1591,1554
C6orf89_p36867283,C6orf89,716,665,1772,1644
C6orf89_p36867297,C6orf89,597,496,1110,1749
C6orf89_p36869989,C6orf89,206,390,395,1466
C6orf99_m159316338,C6orf99,580,202,608,630
C6orf99_m159316344,C6orf99,1426,650,1762,1759
C6orf99_m159316350,C6orf99,70,134,80,379
C6orf99_m159316357,C6orf99,717,625,2049,2056
C6orf99_m159316374,C6orf99,467,544,1316,1253
C6orf99_p159316257,C6orf99,1660,848,2653,2197
C6orf99_p159316269,C6orf99,400,531,1402,1421
C6orf99_p159316363,C6orf99,690,466,1022,1897
C6orf99_p159331011,C6orf99,285,412,925,1273
C6orf99_p159331018,C6orf99,778,769,2045,2738
C7orf10_m40174598,C7orf10,795,622,1146,1765
C7orf10_m40174604,C7orf10,452,489,939,1358
C7orf10_m40174708,C7orf10,382,391,689,689
C7orf10_m40220544,C7orf10,245,119,875,661
C7orf10_p40174612,C7orf10,867,611,1245,1356
C7orf10_p40174617,C7orf10,607,656,1196,1449
C7orf10_p40174652,C7orf10,549,407,1266,1560
C7orf10_p40174657,C7orf10,12,28,266,304
C7orf10_p40174697,C7orf10,248,142,1132,1163
C7orf10_p40220546,C7orf10,526,253,952,997
C7orf25_m42950224,C7orf25,147,165,219,610
C7orf25_m42950273,C7orf25,1366,1353,3015,1950
C7orf25_m42950337,C7orf25,776,749,1933,2245
C7orf25_m42950372,C7orf25,662,400,3317,2821
C7orf25_m42950456,C7orf25,898,953,2751,2044
C7orf25_p42950234,C7orf25,41,294,801,806
C7orf25_p42950264,C7orf25,1162,800,3516,2467
C7orf25_p42950436,C7orf25,274,302,879,894
C7orf25_p42950442,C7orf25,220,101,280,759
C7orf25_p42950463,C7orf25,688,564,2039,1312
C7orf26_m6629915,C7orf26,1018,1109,567,292
C7orf26_m6629928,C7orf26,193,437,272,458
C7orf26_m6629946,C7orf26,296,616,405,140
C7orf26_m6629963,C7orf26,63,272,89,56
C7orf26_m6629982,C7orf26,182,352,482,9
C7orf26_m6630047,C7orf26,493,350,358,121
C7orf26_p6629949,C7orf26,155,517,371,0
C7orf26_p6630012,C7orf26,95,156,128,26
C7orf26_p6630018,C7orf26,378,153,235,69
C7orf26_p6630054,C7orf26,527,409,439,1598
C7orf29_m150027504,C7orf29,1347,985,3424,2461
C7orf29_m150027527,C7orf29,591,823,2951,1142
C7orf29_m150027548,C7orf29,470,278,1003,875
C7orf29_m150027561,C7orf29,817,609,1711,1713
C7orf29_m150027573,C7orf29,438,239,276,752
C7orf29_p150027486,C7orf29,1221,760,2466,2455
C7orf29_p150027495,C7orf29,186,226,243,851
C7orf29_p150027516,C7orf29,6,52,346,235
C7orf29_p150027552,C7orf29,268,428,985,1068
C7orf29_p150027576,C7orf29,412,202,1062,1950
C7orf31_m25208017,C7orf31,285,415,1007,1107
C7orf31_m25208040,C7orf31,581,466,2140,2173
C7orf31_m25208050,C7orf31,270,113,324,704
C7orf31_m25208070,C7orf31,1069,712,2132,2684
C7orf31_m25218800,C7orf31,375,302,957,676
C7orf31_m25218883,C7orf31,806,898,1863,1869
C7orf31_m25218893,C7orf31,513,899,1753,2573
C7orf31_m25218909,C7orf31,105,76,475,11
C7orf31_p25218790,C7orf31,727,550,1457,1107
C7orf31_p25218806,C7orf31,391,188,702,285
C7orf34_m142636737,C7orf34,178,281,977,852
C7orf34_m142636759,C7orf34,406,613,1700,1962
C7orf34_p142636650,C7orf34,890,777,2594,2334
C7orf34_p142636657,C7orf34,481,514,1851,1654
C7orf34_p142636664,C7orf34,445,94,1069,1106
C7orf34_p142636687,C7orf34,946,938,3336,3451
C7orf34_p142636692,C7orf34,357,300,1023,1144
C7orf34_p142636762,C7orf34,3,20,100,395
C7orf34_p142636778,C7orf34,685,466,1178,2459
C7orf34_p142636787,C7orf34,312,210,1049,514
C7orf41_m30174763,C7orf41,472,399,1987,2275
C7orf41_m30174798,C7orf41,1224,1034,1859,2848
C7orf41_m30174806,C7orf41,347,117,410,313
C7orf41_m30174863,C7orf41,1160,968,1644,2576
C7orf41_p30174748,C7orf41,191,243,540,816
C7orf41_p30174768,C7orf41,290,260,541,819
C7orf41_p30174819,C7orf41,908,983,2126,3110
C7orf41_p30174868,C7orf41,256,155,579,138
C7orf41_p30174875,C7orf41,777,581,999,1776
C7orf41_p30174881,C7orf41,795,233,592,1112
C7orf43_m99755887,C7orf43,1336,885,1353,2340
C7orf43_m99755899,C7orf43,580,670,1339,2503
C7orf43_m99755908,C7orf43,0,0,160,65
C7orf43_m99755965,C7orf43,578,474,1391,1121
C7orf43_m99756003,C7orf43,126,268,520,1328
C7orf43_m99756088,C7orf43,299,247,599,684
C7orf43_p99755866,C7orf43,650,296,1319,2422
C7orf43_p99755910,C7orf43,194,253,491,1355
C7orf43_p99756091,C7orf43,698,507,776,927
C7orf43_p99756101,C7orf43,405,265,568,346
C7orf49_m134852524,C7orf49,1272,1330,2088,2725
C7orf49_m134853539,C7orf49,2560,2140,4833,7355
C7orf49_m134853550,C7orf49,366,657,874,686
C7orf49_m134853586,C7orf49,965,1008,2838,3104
C7orf49_m134853613,C7orf49,290,311,404,529
C7orf49_m134853629,C7orf49,857,588,1548,1770
C7orf49_p134853531,C7orf49,170,279,601,571
C7orf49_p134853557,C7orf49,171,86,442,458
C7orf49_p134853595,C7orf49,223,218,375,420
C7orf49_p134853616,C7orf49,653,493,1253,1094
C7orf50_m1049754,C7orf50,319,197,592,2316
C7orf50_m1049759,C7orf50,109,158,857,747
C7orf50_m1049764,C7orf50,671,610,1046,2124
C7orf50_m1166894,C7orf50,454,394,1491,1396
C7orf50_m1166908,C7orf50,918,598,1265,1556
C7orf50_m1166914,C7orf50,368,119,877,625
C7orf50_m1166947,C7orf50,1302,1063,2697,4095
C7orf50_p1049737,C7orf50,399,436,1074,1386
C7orf50_p1166880,C7orf50,1274,993,1947,2089
C7orf50_p1166896,C7orf50,175,203,783,672
C7orf55_m139026203,C7orf55,318,413,789,1270
C7orf55_m139026215,C7orf55,841,808,2259,1680
C7orf55_m139026227,C7orf55,683,724,1928,1626
C7orf55_m139026233,C7orf55,1526,1120,2144,3344
C7orf55_m139026243,C7orf55,525,147,394,927
C7orf55_p139026121,C7orf55,702,576,2246,2078
C7orf55_p139026177,C7orf55,948,763,3439,2798
C7orf55_p139026184,C7orf55,0,55,105,0
C7orf55_p139026207,C7orf55,299,261,993,1888
C7orf55_p139026245,C7orf55,820,435,500,1044
C7orf60_m112579670,C7orf60,306,422,576,652
C7orf60_m112579690,C7orf60,365,466,849,1273
C7orf60_m112579695,C7orf60,404,469,639,933
C7orf60_m112579708,C7orf60,331,369,420,1056
C7orf60_m112579757,C7orf60,1308,944,3691,5447
C7orf60_m112579762,C7orf60,913,485,1478,2359
C7orf60_m112579796,C7orf60,510,478,1404,1726
C7orf60_p112579673,C7orf60,912,986,2822,5891
C7orf60_p112579711,C7orf60,188,131,442,885
C7orf60_p112579769,C7orf60,52,185,635,609
C7orf61_m100061215,C7orf61,859,644,1035,1262
C7orf61_m100061233,C7orf61,553,496,1282,1943
C7orf61_m100061587,C7orf61,46,165,520,628
C7orf61_m100061600,C7orf61,39,337,805,757
C7orf61_m100061611,C7orf61,728,360,1096,1493
C7orf61_m100061620,C7orf61,229,234,397,540
C7orf61_m100061641,C7orf61,1074,888,2141,2988
C7orf61_p100061242,C7orf61,901,895,2489,2014
C7orf61_p100061255,C7orf61,255,249,640,341
C7orf61_p100061602,C7orf61,851,875,2006,1599
C7orf62_m88424099,C7orf62,1201,552,1639,1546
C7orf62_m88424112,C7orf62,468,112,270,564
C7orf62_p88423950,C7orf62,1042,798,2686,2254
C7orf62_p88423956,C7orf62,656,894,1302,1929
C7orf62_p88423994,C7orf62,558,302,644,1581
C7orf62_p88424073,C7orf62,578,425,687,1051
C7orf62_p88424144,C7orf62,353,137,1063,682
C7orf62_p88424158,C7orf62,1315,1179,1752,2490
C7orf62_p88424165,C7orf62,1330,1147,3265,3822
C7orf62_p88424194,C7orf62,650,724,2063,2136
C8orf22_m49985390,C8orf22,1357,1052,2705,1550
C8orf22_m49985399,C8orf22,1387,823,3283,2415
C8orf22_m49985404,C8orf22,1159,737,2837,1425
C8orf22_m49985418,C8orf22,612,446,1076,1366
C8orf22_m49985426,C8orf22,213,234,478,290
C8orf22_m49986623,C8orf22,773,569,1203,1245
C8orf22_m49986688,C8orf22,802,365,966,963
C8orf22_m49986800,C8orf22,647,203,553,1262
C8orf22_p49986673,C8orf22,2281,1971,2740,3208
C8orf22_p49986784,C8orf22,526,463,1004,1192
C8orf31_m144124433,C8orf31,574,309,1279,768
C8orf31_m144124446,C8orf31,889,514,690,1564
C8orf31_m144124476,C8orf31,554,528,2085,1636
C8orf31_m144124617,C8orf31,865,566,1673,885
C8orf31_m144124623,C8orf31,760,642,1277,1847
C8orf31_p144124437,C8orf31,462,1015,1283,830
C8orf31_p144124481,C8orf31,515,464,1656,1819
C8orf31_p144124572,C8orf31,1286,762,2404,2139
C8orf31_p144124579,C8orf31,422,526,2113,2251
C8orf31_p144124638,C8orf31,515,456,895,1843
C8orf33_m146277970,C8orf33,771,456,1785,1680
C8orf33_m146278009,C8orf33,194,202,429,700
C8orf33_m146278015,C8orf33,783,501,530,231
C8orf33_m146278044,C8orf33,972,496,1909,2022
C8orf33_m146278058,C8orf33,354,249,503,253
C8orf33_m146278065,C8orf33,184,214,273,89
C8orf33_m146278071,C8orf33,733,836,784,812
C8orf33_m146278079,C8orf33,915,327,710,554
C8orf33_p146278031,C8orf33,401,58,490,497
C8orf33_p146278050,C8orf33,168,214,155,185
C8orf34_m69243260,C8orf34,383,571,1046,1059
C8orf34_m69243266,C8orf34,721,380,1083,1367
C8orf34_m69243297,C8orf34,492,394,1419,2138
C8orf34_m69243369,C8orf34,770,517,1360,1920
C8orf34_m69243391,C8orf34,177,221,338,558
C8orf34_m69243445,C8orf34,630,343,1011,1511
C8orf34_p69243277,C8orf34,408,532,1938,1044
C8orf34_p69243284,C8orf34,96,210,595,341
C8orf34_p69243371,C8orf34,853,682,2002,2158
C8orf34_p69243377,C8orf34,714,525,1570,980
C8orf37_m96281294,C8orf37,729,646,2808,876
C8orf37_m96281316,C8orf37,8,32,134,160
C8orf37_m96281325,C8orf37,827,645,1404,1279
C8orf37_m96281347,C8orf37,405,241,685,634
C8orf37_m96281392,C8orf37,546,358,490,941
C8orf37_m96281404,C8orf37,530,458,1513,1260
C8orf37_m96281410,C8orf37,946,795,1578,1893
C8orf37_p96281284,C8orf37,277,185,721,295
C8orf37_p96281306,C8orf37,561,185,609,702
C8orf37_p96281383,C8orf37,515,316,794,956
C8orf42_m444495,C8orf42,524,128,1129,473
C8orf42_m444524,C8orf42,675,569,1234,1665
C8orf42_m444573,C8orf42,73,106,237,1
C8orf42_m494691,C8orf42,970,1192,2338,3092
C8orf42_m494741,C8orf42,267,458,720,1584
C8orf42_m494746,C8orf42,361,161,514,1194
C8orf42_p444483,C8orf42,695,564,643,1560
C8orf42_p444503,C8orf42,377,217,425,1256
C8orf42_p444557,C8orf42,366,640,1910,1715
C8orf42_p494643,C8orf42,619,436,769,806
C8orf44_m67589991,C8orf44,863,704,1690,2261
C8orf44_m67589997,C8orf44,670,622,1994,1974
C8orf44_m67592034,C8orf44,427,165,787,1157
C8orf44_m67592053,C8orf44,491,346,1078,887
C8orf44_m67592070,C8orf44,359,325,606,1003
C8orf44_p67590001,C8orf44,349,301,698,1082
C8orf44_p67590037,C8orf44,237,240,1321,615
C8orf44_p67591978,C8orf44,760,604,1847,3036
C8orf44_p67592022,C8orf44,222,313,414,749
C8orf44_p67592036,C8orf44,312,352,826,815
C8orf46_m67408677,C8orf46,143,210,805,742
C8orf46_m67408714,C8orf46,143,173,205,569
C8orf46_m67408722,C8orf46,371,99,425,1084
C8orf46_m67417661,C8orf46,470,435,679,871
C8orf46_m67417674,C8orf46,276,109,180,20
C8orf46_m67417692,C8orf46,242,76,556,74
C8orf46_p67417602,C8orf46,443,282,239,589
C8orf46_p67417663,C8orf46,629,460,1510,1083
C8orf46_p67417681,C8orf46,783,497,1858,3494
C8orf46_p67417700,C8orf46,955,1067,2384,2540
C8orf47_m99076919,C8orf47,451,555,1571,1207
C8orf47_m99101348,C8orf47,1247,682,1836,2048
C8orf47_m99101357,C8orf47,950,717,2466,1686
C8orf47_m99101362,C8orf47,947,718,1321,3193
C8orf47_m99105545,C8orf47,192,232,390,909
C8orf47_m99105556,C8orf47,467,315,508,717
C8orf47_p99076905,C8orf47,278,150,940,1187
C8orf47_p99076922,C8orf47,174,198,351,809
C8orf47_p99105480,C8orf47,345,596,911,1029
C8orf47_p99105518,C8orf47,821,978,2394,3254
C8orf4_m40011071,C8orf4,566,377,632,1646
C8orf4_m40011079,C8orf4,1187,796,2792,1858
C8orf4_m40011091,C8orf4,640,458,1275,1427
C8orf4_m40011110,C8orf4,634,735,1738,1713
C8orf4_m40011115,C8orf4,1178,1188,2335,2254
C8orf4_m40011128,C8orf4,742,417,1325,1400
C8orf4_p40011099,C8orf4,741,565,1976,1583
C8orf4_p40011137,C8orf4,479,269,1139,667
C8orf4_p40011178,C8orf4,321,187,1477,1154
C8orf4_p40011195,C8orf4,0,76,708,407
C8orf58_m22458435,C8orf58,701,524,1235,2043
C8orf58_m22458465,C8orf58,669,690,1392,1444
C8orf58_m22458490,C8orf58,559,186,827,301
C8orf58_p22457218,C8orf58,821,539,1313,2064
C8orf58_p22457225,C8orf58,126,107,394,41
C8orf58_p22457249,C8orf58,239,423,879,1128
C8orf58_p22458398,C8orf58,925,518,1326,1658
C8orf58_p22458469,C8orf58,417,361,753,1599
C8orf58_p22458477,C8orf58,696,444,908,1045
C8orf58_p22458492,C8orf58,582,385,1466,1815
C8orf74_m10530194,C8orf74,152,102,585,111
C8orf74_m10530216,C8orf74,331,120,785,1180
C8orf74_m10532161,C8orf74,111,307,782,1367
C8orf74_m10532238,C8orf74,240,168,678,756
C8orf74_p10530201,C8orf74,351,227,667,1420
C8orf74_p10532143,C8orf74,348,407,837,1150
C8orf74_p10532148,C8orf74,523,513,1248,1539
C8orf74_p10532174,C8orf74,237,80,265,571
C8orf74_p10532204,C8orf74,1072,730,1728,2314
C8orf74_p10532220,C8orf74,449,478,2013,2090
C8orf76_m124253512,C8orf76,259,357,570,1237
C8orf76_m124253517,C8orf76,467,258,472,117
C8orf76_m124253525,C8orf76,404,274,445,562
C8orf76_m124253534,C8orf76,406,328,645,812
C8orf76_m124253543,C8orf76,315,467,1114,1756
C8orf76_m124253549,C8orf76,566,552,1443,1309
C8orf76_m124253571,C8orf76,576,361,843,446
C8orf76_m124253577,C8orf76,608,722,1027,789
C8orf76_p124253503,C8orf76,15,13,229,633
C8orf76_p124253556,C8orf76,215,68,103,268
C8orf82_m145754194,C8orf82,1402,955,2253,2741
C8orf82_m145754263,C8orf82,467,550,1342,1439
C8orf82_m145754269,C8orf82,438,188,753,428
C8orf82_m145754285,C8orf82,883,405,1254,831
C8orf82_p145754158,C8orf82,448,346,646,344
C8orf82_p145754166,C8orf82,697,788,1392,1274
C8orf82_p145754172,C8orf82,337,201,852,858
C8orf82_p145754179,C8orf82,250,112,352,1192
C8orf82_p145754254,C8orf82,575,417,1396,1434
C8orf82_p145754271,C8orf82,290,183,962,494
C9orf106_m132084108,C9orf106,309,135,1459,231
C9orf106_m132084185,C9orf106,487,425,1250,2061
C9orf106_m132084198,C9orf106,210,176,317,474
C9orf106_m132084233,C9orf106,892,691,1206,2389
C9orf106_m132084238,C9orf106,476,780,1795,1714
C9orf106_m132084243,C9orf106,893,645,2507,1574
C9orf106_p132084082,C9orf106,869,766,1432,2241
C9orf106_p132084110,C9orf106,1089,523,1409,1345
C9orf106_p132084141,C9orf106,942,579,1068,1342
C9orf106_p132084177,C9orf106,235,123,169,738
C9orf114_m131591064,C9orf114,665,435,1631,1388
C9orf114_m131591070,C9orf114,1159,903,392,38
C9orf114_m131591410,C9orf114,1264,764,681,688
C9orf114_m131591426,C9orf114,1418,771,1788,1846
C9orf114_m131592025,C9orf114,649,314,867,568
C9orf114_m131592030,C9orf114,835,809,976,609
C9orf114_m131592038,C9orf114,505,344,511,101
C9orf114_m131592044,C9orf114,892,704,783,563
C9orf114_p131591415,C9orf114,88,85,96,205
C9orf114_p131592012,C9orf114,231,312,515,767
C9orf116_m138390501,C9orf116,44,30,268,140
C9orf116_m138391575,C9orf116,228,232,467,397
C9orf116_m138391589,C9orf116,320,255,463,1388
C9orf116_m138391603,C9orf116,198,53,245,496
C9orf116_m138391651,C9orf116,814,766,1069,1540
C9orf116_m138391660,C9orf116,486,384,1195,794
C9orf116_m138391690,C9orf116,127,119,605,65
C9orf116_p138391591,C9orf116,400,367,986,1919
C9orf116_p138391614,C9orf116,191,176,651,353
C9orf116_p138391641,C9orf116,606,424,1141,576
C9orf117_m130469385,C9orf117,264,234,531,1367
C9orf117_m130469395,C9orf117,406,238,1217,684
C9orf117_m130469403,C9orf117,477,604,1466,1450
C9orf117_m130469441,C9orf117,655,638,1419,2322
C9orf117_p130469324,C9orf117,928,929,2671,2240
C9orf117_p130469346,C9orf117,133,243,984,631
C9orf117_p130469369,C9orf117,1178,771,1311,1580
C9orf117_p130469375,C9orf117,383,170,149,632
C9orf117_p130469387,C9orf117,340,189,1435,903
C9orf117_p130469432,C9orf117,1138,780,1863,2479
C9orf123_m7799527,C9orf123,542,269,276,537
C9orf123_m7799532,C9orf123,1412,1037,1449,488
C9orf123_m7799567,C9orf123,265,238,592,363
C9orf123_p7799471,C9orf123,445,630,1317,1875
C9orf123_p7799477,C9orf123,400,488,1344,1237
C9orf123_p7799586,C9orf123,270,279,1145,1374
C9orf123_p7799600,C9orf123,214,225,243,672
C9orf123_p7799650,C9orf123,601,190,1720,1441
C9orf123_p7799656,C9orf123,404,362,816,728
C9orf123_p7799680,C9orf123,1201,736,2277,2311
C9orf129_m96080817,C9orf129,670,207,1150,1377
C9orf129_m96080823,C9orf129,354,263,763,639
C9orf129_m96081391,C9orf129,1886,1258,3547,5670
C9orf129_m96081397,C9orf129,446,638,784,2180
C9orf129_m96081442,C9orf129,369,303,768,880
C9orf129_p96080746,C9orf129,449,343,557,946
C9orf129_p96081400,C9orf129,340,223,460,375
C9orf129_p96081407,C9orf129,1037,1089,3287,3561
C9orf129_p96081412,C9orf129,1470,812,1424,1152
C9orf129_p96097750,C9orf129,692,454,1279,1695
C9orf135_m72435795,C9orf135,902,1129,2087,2272
C9orf135_m72435817,C9orf135,888,1009,2458,2800
C9orf135_m72435864,C9orf135,472,305,467,671
C9orf135_m72435892,C9orf135,1125,894,2298,1291
C9orf135_m72435898,C9orf135,589,553,1352,1418
C9orf135_p72435800,C9orf135,426,529,1592,1861
C9orf135_p72435826,C9orf135,1322,1077,2693,3400
C9orf135_p72435837,C9orf135,1857,1089,2867,3040
C9orf135_p72435845,C9orf135,595,470,979,2546
C9orf135_p72435851,C9orf135,332,379,1028,1150
C9orf139_m139927584,C9orf139,648,367,1353,1247
C9orf139_m139927592,C9orf139,903,657,2027,1193
C9orf139_m139927600,C9orf139,754,596,1614,1536
C9orf139_m139927605,C9orf139,652,381,1202,1818
C9orf139_m139927613,C9orf139,258,188,392,796
C9orf139_m139927642,C9orf139,162,150,632,637
C9orf139_p139927504,C9orf139,449,467,846,2248
C9orf139_p139927615,C9orf139,318,214,624,349
C9orf139_p139927622,C9orf139,2,50,130,300
C9orf139_p139927627,C9orf139,509,272,956,545
C9orf142_m139886896,C9orf142,229,224,357,564
C9orf142_m139886904,C9orf142,946,594,1463,694
C9orf142_m139886913,C9orf142,1260,922,2632,2050
C9orf142_m139886950,C9orf142,540,423,1152,1248
C9orf142_m139886996,C9orf142,368,340,814,937
C9orf142_m139887090,C9orf142,34,21,301,415
C9orf142_m139887105,C9orf142,110,199,328,715
C9orf142_m139887123,C9orf142,545,249,398,445
C9orf142_p139887093,C9orf142,376,155,533,969
C9orf142_p139887112,C9orf142,572,1031,2559,2351
C9orf153_m88842771,C9orf153,242,156,644,1369
C9orf153_m88842809,C9orf153,326,171,686,924
C9orf153_m88842851,C9orf153,198,205,386,457
C9orf153_m88844507,C9orf153,315,315,274,1083
C9orf153_p88842919,C9orf153,159,189,720,211
C9orf153_p88844441,C9orf153,1119,587,2382,2851
C9orf153_p88844446,C9orf153,592,475,997,1411
C9orf153_p88844471,C9orf153,194,52,204,141
C9orf153_p88844476,C9orf153,330,201,888,1433
C9orf153_p88844490,C9orf153,265,241,568,824
C9orf156_m100678575,C9orf156,267,161,477,200
C9orf156_m100678590,C9orf156,342,248,705,1750
C9orf156_m100684701,C9orf156,202,423,1245,831
C9orf156_m100684708,C9orf156,117,185,146,595
C9orf156_m100684755,C9orf156,539,338,1456,1571
C9orf156_m100684762,C9orf156,689,757,2020,1749
C9orf156_m100684770,C9orf156,942,664,1144,1786
C9orf156_p100678580,C9orf156,1110,668,2706,2404
C9orf156_p100684692,C9orf156,808,886,2558,2272
C9orf156_p100684710,C9orf156,546,636,2265,1750
C9orf163_m139378901,C9orf163,572,509,1044,744
C9orf163_m139378931,C9orf163,166,139,371,229
C9orf163_m139378952,C9orf163,976,891,1291,723
C9orf163_m139378958,C9orf163,303,193,544,625
C9orf163_m139378973,C9orf163,286,258,578,1099
C9orf163_p139378885,C9orf163,889,544,2752,2287
C9orf163_p139378915,C9orf163,1201,708,1384,2907
C9orf163_p139378920,C9orf163,425,491,1765,1671
C9orf163_p139378975,C9orf163,405,821,1662,2336
C9orf163_p139378999,C9orf163,521,491,703,939
C9orf169_m140120083,C9orf169,1220,1171,3130,3325
C9orf169_m140120105,C9orf169,431,236,858,1192
C9orf169_m140120128,C9orf169,730,463,1245,499
C9orf169_m140120176,C9orf169,692,667,2414,1889
C9orf169_m140120185,C9orf169,152,116,203,788
C9orf169_m140120228,C9orf169,742,197,836,691
C9orf169_m140120235,C9orf169,840,364,1033,1768
C9orf169_m140120240,C9orf169,226,252,488,955
C9orf169_p140120130,C9orf169,958,428,897,2037
C9orf169_p140120244,C9orf169,300,324,1059,1419
C9orf16_m130925720,C9orf16,473,551,1474,1475
C9orf16_m130925733,C9orf16,115,206,664,887
C9orf16_m130925763,C9orf16,427,469,1125,1553
C9orf16_m130925773,C9orf16,2,30,295,87
C9orf16_p130922671,C9orf16,685,594,1059,1580
C9orf16_p130922712,C9orf16,690,548,1092,1683
C9orf16_p130922728,C9orf16,494,404,225,234
C9orf16_p130925725,C9orf16,212,441,1400,1579
C9orf16_p130925746,C9orf16,1109,1134,2184,2994
C9orf16_p130925755,C9orf16,307,167,149,413
C9orf171_m135285671,C9orf171,204,110,1676,586
C9orf171_m135285685,C9orf171,420,205,693,804
C9orf171_m135285690,C9orf171,157,212,362,571
C9orf171_m135285718,C9orf171,323,279,671,835
C9orf171_p135285645,C9orf171,1164,851,2395,2351
C9orf171_p135285650,C9orf171,37,30,58,52
C9orf171_p135285658,C9orf171,405,390,948,1096
C9orf171_p135285663,C9orf171,1441,1067,3629,3442
C9orf171_p135285677,C9orf171,549,311,918,838
C9orf171_p135285708,C9orf171,568,375,978,1214
C9orf173_m140145811,C9orf173,1334,1319,3193,2391
C9orf173_m140145821,C9orf173,205,203,521,1198
C9orf173_m140145837,C9orf173,327,214,604,473
C9orf173_m140145843,C9orf173,295,345,476,764
C9orf173_p140145737,C9orf173,293,74,109,442
C9orf173_p140145752,C9orf173,700,451,1220,1498
C9orf173_p140145784,C9orf173,1973,1859,3678,4263
C9orf173_p140145792,C9orf173,730,670,1076,946
C9orf173_p140145802,C9orf173,476,566,1904,1377
