sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
40-84__1984__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737509,Salmonella_enterica_GCF_039778255_1,1984,France,France,Europe,40-84,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,134.94,97.9645,4650506,288,124,7,77,4631009,0.430555556,,,This study,1
25-88__1988__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737485,Salmonella_enterica_GCF_039778255_1,1988,France,Algeria,Africa,25-88,Africa,Human,Bile,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,203.46,97.4946,7844546,313,12,13,66,4690782,0.038338658,,,This study,1
201006596__2010__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736524,Salmonella_enterica_GCF_039778255_1,2010,France,Morocco,Africa,201006596,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,98.8,86.93,96.0952,3956826,302,22,12,69,4623857,0.072847682,,,This study,1
75-90__1990__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737568,Salmonella_enterica_GCF_039778255_1,1990,France,Morocco,Africa,75-90,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,3a,86,Lineage 10,10.3.7_NorthAfrica2,none,99.59,84.62,94.8896,3948358,332,17,13,71,4681100,0.051204819,,,This study,1
B97-9885__1997__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737636,Salmonella_enterica_GCF_039778255_1,1997,France,Algeria,Africa,B97-9885,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.53,101.54,98.1584,3457604,286,69,8,94,4582536,0.241258741,,,This study,1
200606439__2006__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737410,Salmonella_enterica_GCF_039778255_1,2006,France,Morocco,Africa,200606439,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.55,166.87,98.551,5607808,303,62,8,79,4659213,0.204620462,,,This study,1
201108561__2011__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736531,Salmonella_enterica_GCF_039778255_1,2011,France,Morocco,Africa,201108561,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.57,59.87,93.725,2837114,336,24,12,38,4685743,0.071428571,,,This study,1
42-90__1990__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737515,Salmonella_enterica_GCF_039778255_1,1990,France,Morocco,Africa,42-90,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.62,177.13,97.779,6823566,332,12,14,66,4688287,0.036144578,,,This study,1
114-66__1966__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737431,Salmonella_enterica_GCF_039778255_1,1966,Morocco,Morocco,Africa,114-66,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.78,181.47,96.7642,7065138,296,11,15,65,4692699,0.037162162,,,This study,1
201607893__2016__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736560,Salmonella_enterica_GCF_039778255_1,2016,France,Morocco,Africa,201607893,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.6,122.37,98.3143,4111150,297,77,13,74,4601914,0.259259259,,,This study,1
201202991__2012__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736553,Salmonella_enterica_GCF_039778255_1,2012,France,Morocco,Africa,201202991,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.55,106.77,98.1938,3602726,311,102,8,76,4631829,0.327974277,,,This study,1
32-88__1988__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737496,Salmonella_enterica_GCF_039778255_1,1988,France,Morocco,Africa,32-88,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.54,229.79,97.4263,8855694,319,8,17,65,4689679,0.02507837,,,This study,1
B91-359__1991__France__Animal,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737627,Salmonella_enterica_GCF_039778255_1,1991,France,France,Europe,B91-359,Europe,Animal,Clams,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,98.77,158.35,97.4026,7154596,331,10,12,76,4654677,0.03021148,,,This study,1
201109301__2011__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736552,Salmonella_enterica_GCF_039778255_1,2011,France,Algeria,Africa,201109301,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.52,131.47,98.5537,4413290,285,72,10,83,4601764,0.252631579,,,This study,1
135-73__1973__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737441,Salmonella_enterica_GCF_039778255_1,1973,France,Morocco,Africa,135-73,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Non typable,86,Lineage 10,10.3.7_NorthAfrica2,none,99.48,82.62,98.7446,2875730,281,97,9,105,4556663,0.34519573,,,This study,1
76-82__1982__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737571,Salmonella_enterica_GCF_039778255_1,1982,France,Morocco,Africa,76-82,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,64.92,96.8677,2963354,322,17,10,47,4663207,0.052795031,,,This study,1
36-87__1987__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737502,Salmonella_enterica_GCF_039778255_1,1987,France,Morocco,Africa,36-87,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.59,104.44,96.9591,4782622,321,10,12,70,4692128,0.031152648,,,This study,1
B98-7433__1998__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737637,Salmonella_enterica_GCF_039778255_1,1998,France,Morocco,Africa,B98-7433,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.54,112.37,98.5084,3821036,294,67,8,89,4614979,0.227891156,,,This study,1
201408568__2014__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736535,Salmonella_enterica_GCF_039778255_1,2014,France,Morocco,Africa,201408568,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.63,192.08,97.4776,7410200,339,15,15,60,4692072,0.044247788,,,This study,1
46-89__1989__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737521,Salmonella_enterica_GCF_039778255_1,1989,France,Morocco,Africa,46-89,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.63,132.82,96.2872,5184522,321,16,14,59,4690427,0.049844237,,,This study,1
53-89__1989__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737526,Salmonella_enterica_GCF_039778255_1,1989,France,Morocco,Africa,53-89,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.61,133.42,97.7805,5124682,328,12,15,53,4696019,0.036585366,,,This study,1
B91-65__1990__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737628,Salmonella_enterica_GCF_039778255_1,1990,France,Morocco,Africa,B91-65,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.6,26.41,95.8238,1223318,308,40,8,42,4663031,0.12987013,,,This study,1
200807047__2008__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737417,Salmonella_enterica_GCF_039778255_1,2008,France,Morocco,Africa,200807047,Africa,Human,Blood,NA,S. enterica,"ND:b:1,2",Present,Not available,8506,Lineage 10,10.3.7_NorthAfrica2,none,99.55,108,97.9224,3501316,316,66,14,69,4662224,0.208860759,,,This study,1
68-82__1982__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737549,Salmonella_enterica_GCF_039778255_1,1982,France,Morocco,Africa,68-82,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,117.47,96.983,5361128,307,9,13,78,4692939,0.029315961,,,This study,1
103-84__1984__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737425,Salmonella_enterica_GCF_039778255_1,1984,France,Morocco,Africa,103-84,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.6,173.2,97.301,7913040,307,11,12,79,4696176,0.035830619,,,This study,1
200107167__2001__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737403,Salmonella_enterica_GCF_039778255_1,2001,France,Morocco,Africa,200107167,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.54,110.56,98.1922,3771784,303,91,6,114,4580265,0.300330033,,,This study,1
00-6504__2000__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737421,Salmonella_enterica_GCF_039778255_1,2000,France,Morocco,Africa,00-6504,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,71.1,97.8348,3213510,322,17,10,71,4651200,0.052795031,,,This study,1
02-8042__2002__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737398,Salmonella_enterica_GCF_039778255_1,2002,France,France or elsewhere,Unknown,02-8042,Unknown,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.61,80.7,96.7198,3671170,321,23,12,75,4687114,0.07165109,,,This study,1
05-4862__2005__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460163,Salmonella_enterica_GCF_039778255_1,2005,France,Morocco,Africa,05-4862,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.65,110.85,97.9892,5781808,300,35,13,88,4687957,0.116666667,,,Connor et al. Mbio. 2016,1
106-86__1986__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737427,Salmonella_enterica_GCF_039778255_1,1986,France,Morocco,Africa,106-86,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.3.7_NorthAfrica2,none,99.59,92.66,97.9217,4202696,328,16,10,68,4650754,0.048780488,,,This study,1
131-86__1986__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737439,Salmonella_enterica_GCF_039778255_1,1986,France,Morocco,Africa,131-86,Africa,Human,Kyste,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.3.7_NorthAfrica2,none,99.59,62.01,97.475,2825848,329,26,15,45,4633489,0.079027356,,,This study,1
39-90__1990__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737507,Salmonella_enterica_GCF_039778255_1,1990,France,Morocco,Africa,39-90,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.3.7_NorthAfrica2,none,99.6,123.89,98.6947,4715534,339,15,16,65,4659346,0.044247788,,,This study,1
32-90__1990__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737497,Salmonella_enterica_GCF_039778255_1,1990,France,France,Europe,32-90,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.56,177.08,97.5957,6813542,327,11,14,66,4690439,0.033639144,,,This study,1
02-7168__2002__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460167,Salmonella_enterica_GCF_039778255_1,2002,France,France or elsewhere,Unknown,02-7168,Unknown,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.57,91.83,97.9398,4783368,308,46,10,81,4679413,0.149350649,,,Connor et al. Mbio. 2016,1
37-88__1988__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737505,Salmonella_enterica_GCF_039778255_1,1988,France,Algeria,Africa,37-88,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.66,87.28,97.2164,3989272,324,15,14,78,4690771,0.046296296,,,This study,1
99-7459__1999__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737607,Salmonella_enterica_GCF_039778255_1,1999,France,Morocco,Africa,99-7459,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.3.7_NorthAfrica2,none,99.54,132.25,97.3522,5113566,320,16,13,59,4676911,0.05,,,This study,1
50-89__1989__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737524,Salmonella_enterica_GCF_039778255_1,1989,France,Morocco,Africa,50-89,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,RDNC,86,Lineage 10,10.3.7_NorthAfrica2,none,99.71,120.63,96.8229,4686590,326,16,12,64,4690434,0.049079755,,,This study,1
63-82__1982__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737545,Salmonella_enterica_GCF_039778255_1,1982,France,France,Europe,63-82,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.57,72.74,97.0412,3347676,334,17,14,57,4673587,0.050898204,,,This study,1
94-89__1989__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737602,Salmonella_enterica_GCF_039778255_1,1989,France,Morocco,Africa,94-89,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.62,210.01,96.0885,8218860,316,12,11,64,4680726,0.037974684,,,This study,1
B94-8145__1994__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737631,Salmonella_enterica_GCF_039778255_1,1994,France,Morocco,Africa,B94-8145,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.52,112.89,98.5633,3805608,294,89,6,121,4530630,0.302721088,,,This study,1
200306909__2003__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737407,Salmonella_enterica_GCF_039778255_1,2003,France,Morocco,Africa,200306909,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.42,113.31,98.0902,3817124,300,77,8,115,4615763,0.256666667,,,This study,1
00-6821__2000__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737422,Salmonella_enterica_GCF_039778255_1,2000,France,Morocco,Africa,00-6821,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.63,54.66,95.1006,2553714,323,27,10,62,4723290,0.083591331,,,This study,1
57-90__1990__ND_NorthernAfrica__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737536,Salmonella_enterica_GCF_039778255_1,1990,France,ND (Northern Africa),Africa,57-90,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.65,205.39,96.3711,8024740,323,12,12,68,4734641,0.037151703,,,This study,1
55-89__1989__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737530,Salmonella_enterica_GCF_039778255_1,1989,France,France,Europe,55-89,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.75,228.15,97.0541,8844634,319,11,11,68,4733182,0.034482759,,,This study,1
37-87__1987__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737504,Salmonella_enterica_GCF_039778255_1,1987,France,France,Europe,37-87,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,RDNC,86,Lineage 10,10.3.7_NorthAfrica2,none,99.57,133.5,96.8961,6069584,321,14,12,79,4686913,0.043613707,,,This study,1
09-6120__2009__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460165,Salmonella_enterica_GCF_039778255_1,2009,France,Morocco,Africa,09-6120,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,101.83,97.8327,5378518,310,46,10,90,4682994,0.148387097,,,Connor et al. Mbio. 2016,1
40-87__1987__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737510,Salmonella_enterica_GCF_039778255_1,1987,France,France,Europe,40-87,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.58,89.49,95.3122,4175718,328,17,12,71,4674754,0.051829268,,,This study,1
145-75__1975__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737451,Salmonella_enterica_GCF_039778255_1,1975,Morocco,Morocco,Africa,145-75,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.54,126.14,98.7964,4198866,301,32,9,84,4548126,0.106312292,,,This study,1
200205663__2002__Morocco__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737405,Salmonella_enterica_GCF_039778255_1,2002,France,Morocco,Africa,200205663,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.7_NorthAfrica2,none,99.53,182.66,98.4897,5988430,338,59,10,61,4670151,0.174556213,,,This study,1
41-89__1989__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737511,Salmonella_enterica_GCF_039778255_1,1989,France,France,Europe,41-89,Europe,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.3.7_NorthAfrica2,none,99.53,133.69,95.2905,5272248,346,12,14,59,4694744,0.034682081,,,This study,1
200705718__2007__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737414,Salmonella_enterica_GCF_039778255_1,2007,France,Turkey,Asia,200705718,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8,none,99.92,198.49,97.6632,6818112,261,96,8,82,4633874,0.367816092,,,This study,1
143-78__1978__Egypt__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737449,Salmonella_enterica_GCF_039778255_1,1978,France,Egypt,Africa,143-78,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.89,117.32,97.0547,4084216,244,135,8,79,4713837,0.553278689,,,This study,1
117-79__1979__Syria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737433,Salmonella_enterica_GCF_039778255_1,1979,France,Syria,Asia,117-79,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.93,124.81,97.2576,4229794,224,124,4,83,4723215,0.553571429,,,This study,1
144-73__1973__Lebanon__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737450,Salmonella_enterica_GCF_039778255_1,1973,France,Lebanon,Asia,144-73,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.9,84.99,97.4721,2981466,242,109,8,93,4694467,0.450413223,,,This study,1
211-75__1975__Iraq__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737479,Salmonella_enterica_GCF_039778255_1,1975,France,Iraq,Asia,211-75,Middle East,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8,none,99.93,59.6,87.651,3027266,242,31,10,45,4696766,0.128099174,,,This study,1
SARA43__1982__ND_Africa__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR1122724,Salmonella_enterica_GCF_039778255_1,1982,Africa,ND (Africa),Africa,SARA43,Africa,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8,none,99.94,116.06,92.1642,6562574,242,105,11,87,4731724,0.433884298,,,"Unpublished, short reads (UCD-100K)",1
90-85__1985__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737600,Salmonella_enterica_GCF_039778255_1,1985,France,France,Europe,90-85,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.92,125.36,97.0685,4362694,243,116,5,77,4700464,0.477366255,,,This study,1
59-85__1985__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737537,Salmonella_enterica_GCF_039778255_1,1985,France,France,Europe,59-85,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.94,75.2,96.3626,3480620,250,14,11,76,4740728,0.056,,,This study,1
116-86__1986__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737432,Salmonella_enterica_GCF_039778255_1,1986,France,France,Europe,116-86,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8,none,99.89,47.69,94.4764,2250238,251,17,8,42,4707894,0.067729084,,,This study,1
723623__2019__Pakistan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR8936140,Salmonella_enterica_GCF_039778255_1,2019,United Kingdom,Pakistan,Asia,723623,Asia,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.1_SouthAsia2,none,99.84,96.33,97.3173,4724962,273,76,8,50,4660119,0.278388278,,,Chattaway et al. Microb Genom. 2021,1
304577__2016__India__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR7286960,Salmonella_enterica_GCF_039778255_1,2016,United Kingdom,India,Asia,304577,Asia,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.3.8.1_SouthAsia2,gyrA_S83F,99.85,84.64,97.5488,4076688,279,93,12,46,4659226,0.333333333,,,Chattaway et al. Microb Genom. 2021,1
1137923__2010__Pakistan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR14017980,Salmonella_enterica_GCF_039778255_1,2010,United Kingdom,Pakistan,Asia,1137923,Asia,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8.1_SouthAsia2,gyrA_S83F,99.85,98.32,92.4831,6104922,266,41,2,50,4717257,0.154135338,,,This study,1
1136471__2010__Pakistan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR13999281,Salmonella_enterica_GCF_039778255_1,2010,United Kingdom,Pakistan,Asia,1136471,Asia,Human,Stools,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 10,10.3.8.1_SouthAsia2,gyrA_S83F,99.52,87,97.7382,4877272,263,106,9,54,4701862,0.403041825,,,This study,1
