sample_id,enabled,name,report_group_ids,color_by,ref_group_ids,gcf_id,strain,host,source,generic_source,country,year,given_species_name,fastani_derived_species,lineage,phylogroup,assembly_method,sequence_type,sequencing_technology,assembly_length,num_contigs,wgGC_content,grimont_biotype,ncbi_accession,BioProject,dataset_in_paper,publication_doi,ploidy
GCA_002738105_1_ASM273810v1_genomic,TRUE,GCA_002738105.1_ASM273810v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002738105.1,14ES,Homo sapiens,blood culture,Human,Romania,2012,Serratia marcescens,Serratia marcescens,9,2,Canu v. 1.4,illumina,Illumina HiSeq 2500,5328682,6,59.82,,SRR5902281,PRJNA396838,NCBI,10.1093/jac/dkx456,1
GCA_002738145_1_ASM273814v1_genomic,TRUE,GCA_002738145.1_ASM273814v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002738145.1,4TM,Homo sapiens,fecal screen,Human,Romania,2015,Serratia marcescens,Serratia marcescens,9,2,Canu v. 1.4,illumina,Illumina HiSeq 2500,5499662,5,59.77,,SRR5902258,PRJNA396838,NCBI,10.1093/jac/dkx456,1
GCA_002738155_1_ASM273815v1_genomic,TRUE,GCA_002738155.1_ASM273815v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002738155.1,7209,Homo sapiens,urine,Human,Romania,2013,Serratia marcescens,Serratia marcescens,14,2,Canu v. 1.4,illumina,Illumina HiSeq 2500,5630137,14,58.93,,SRR5902283,PRJNA396838,NCBI,10.1093/jac/dkx456,1
GCA_002738185_1_ASM273818v1_genomic,TRUE,GCA_002738185.1_ASM273818v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002738185.1,9580,Homo sapiens,urine,Human,Romania,2015,Serratia marcescens,Serratia marcescens,9,2,Canu v. 1.4,illumina,Illumina HiSeq 2500,5633829,13,58.93,,SRR5902279,PRJNA396838,NCBI,10.1093/jac/dkx456,1
GCA_002751935_1_ASM275193v1_genomic,TRUE,GCA_002751935.1_ASM275193v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002751935.1,OLMTLW26,Orius laevigatus,whole insect macerate from a laboratory maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLMTLW26,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5340090,82,59.38,,SAMN05868414,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002751955_1_ASM275195v1_genomic,TRUE,GCA_002751955.1_ASM275195v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002751955.1,OLLOLW30,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLLOLW30,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5308385,91,59.42,,SAMN05868415,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752085_1_ASM275208v1_genomic,TRUE,GCA_002752085.1_ASM275208v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752085.1,OLBL1,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLBL1,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5269454,136,59.56,,SAMN05868416,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752095_1_ASM275209v1_genomic,TRUE,GCA_002752095.1_ASM275209v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752095.1,OLEL1,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Italy,Unknown,Serratia sp. OLEL1,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5302439,56,59.43,,SAMN05868419,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752135_1_ASM275213v1_genomic,TRUE,GCA_002752135.1_ASM275213v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752135.1,OLFL2,Orius laevigatus,whole insect macerate from a lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLFL2,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5332885,82,59.37,,SAMN05868420,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752155_1_ASM275215v1_genomic,TRUE,GCA_002752155.1_ASM275215v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752155.1,OLHL2,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLHL2,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5297056,52,59.45,,SAMN05868421,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752195_1_ASM275219v1_genomic,TRUE,GCA_002752195.1_ASM275219v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752195.1,OLJL1,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLJL1,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5290134,95,59.5,,SAMN05868423,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752235_1_ASM275223v1_genomic,TRUE,GCA_002752235.1_ASM275223v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752235.1,OLDL1,Orius laevigatus,whole insect macerate from a lab maintained population of field collected O. laevigatus,Insect,Italy,Unknown,Serratia sp. OLDL1,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5308254,72,59.47,,SAMN05868418,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752255_1_ASM275225v1_genomic,TRUE,GCA_002752255.1_ASM275225v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752255.1,OLCL1,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLCL1,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5289356,105,59.49,,SAMN05868417,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752265_1_ASM275226v1_genomic,TRUE,GCA_002752265.1_ASM275226v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752265.1,OLIL2,Orius laevigatus,Lab maintained population of field collected O. laevigatus,Insect,Spain,Unknown,Serratia sp. OLIL2,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5288552,109,59.51,,SAMN05868422,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752435_1_ASM275243v1_genomic,TRUE,GCA_002752435.1_ASM275243v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752435.1,OSPLW9,Orius niger,Lab maintained population of field collected insects,Insect,Switzerland,Unknown,Serratia sp. OSPLW9,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5328579,60,59.37,,SAMN06143031,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752455_1_ASM275245v1_genomic,TRUE,GCA_002752455.1_ASM275245v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752455.1,OMLW3,Orius majusculus,Lab maintained population of field collected insects,Insect,Spain,Unknown,Serratia sp. OMLW3,Serratia marcescens,13,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5219380,51,59.2,,SAMN06143029,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752475_1_ASM275247v1_genomic,TRUE,GCA_002752475.1_ASM275247v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752475.1,OLAL2,Orius laevigatus,Lab maintained population of field collected insects,Insect,Greece,Unknown,Serratia sp. OLAL2,Serratia marcescens,13,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5224276,29,59.18,,SAMN06143030,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752495_1_ASM275249v1_genomic,TRUE,GCA_002752495.1_ASM275249v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752495.1,OPWLW3,Orius sp.,Field collected specimens,Insect,Spain,Unknown,Serratia sp. OPWLW3,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5314870,50,59.39,,SAMN06008800,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002752535_1_ASM275253v1_genomic,TRUE,GCA_002752535.1_ASM275253v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002752535.1,OPWLW2,Orius sp.,Field collected specimens,Insect,Spain,Unknown,Serratia sp. OPWLW2,Serratia marcescens,14,2,SPAdes v. 3.1.1,illumina,Illumina MiSeq,5413936,69,59.3,,SAMN06008799,PRJNA345533,NCBI,10.3389/fmicb.2017.01969,1
GCA_002810285_1_ASM281028v1_genomic,TRUE,GCA_002810285.1_ASM281028v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002810285.1,12TM,Homo sapiens,pharyngeal secretions,Human,Romania,2014,Serratia marcescens,Serratia marcescens,9,2,Canu v. 1.4,illumina,Illumina HiSeq 2500,5476087,3,59.79,,SRR5902263,PRJNA396838,NCBI,10.1093/jac/dkx456,1
GCA_002886905_1_ASM288690v1_genomic,TRUE,GCA_002886905.1_ASM288690v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002886905.1,YDC107-2,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,SPAdes v. 3.7.1,illumina,Illumina HiSeq,5781513,187,58.34,,SAMN07974447,PRJNA416908,NCBI,10.1038/s41598-018-28085-7,1
GCA_002887105_1_ASM288710v1_genomic,TRUE,GCA_002887105.1_ASM288710v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002887105.1,YD509-2,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,SPAdes v. 3.7.1,illumina,Illumina HiSeq,5785123,168,58.17,,SAMN07974457,PRJNA416908,NCBI,10.1038/s41598-018-28085-7,1
GCA_002915435_1_ASM291543v1_genomic,TRUE,GCA_002915435.1_ASM291543v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002915435.1,KZ19,Apis mellifera,gut,Insect,USA,2016,Serratia marcescens,Serratia marcescens,14,2,Velvet v. May-17,illumina,Illumina MiSeq,5226072,24,59.48,,SAMN08438576,PRJNA432218,NCBI,10.1128/mBio.01649-18,1
GCA_002915445_1_ASM291544v1_genomic,TRUE,GCA_002915445.1_ASM291544v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002915445.1,KZ11,Apis mellifera,gut,Insect,USA,2016,Serratia marcescens,Serratia marcescens,15,2,Velvet v. May-17,illumina,Illumina MiSeq,5036791,21,59.77,,SAMN08438575,PRJNA432218,NCBI,10.1128/mBio.01649-18,1
GCA_002915475_1_ASM291547v1_genomic,TRUE,GCA_002915475.1_ASM291547v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002915475.1,KZ2,Apis mellifera,gut,Insect,USA,2016,Serratia marcescens,Serratia marcescens,15,2,Velvet v. May-17,illumina,Illumina MiSeq,5035724,20,59.77,,SAMN08438574,PRJNA432218,NCBI,10.1128/mBio.01649-18,1
GCA_002918955_1_ASM291895v1_genomic,TRUE,GCA_002918955.1_ASM291895v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002918955.1,SSNIH4,None,None,,USA,2016,Serratia sp. SSNIH4,Serratia marcescens,12,2,SPAdes v. 3.6.0,illumina,Illumina MiSeq,5385872,75,58.97,,SRR6676029,PRJNA430813,NCBI,10.1128/mBio.02011-17,1
GCA_002920095_1_ASM292009v1_genomic,TRUE,GCA_002920095.1_ASM292009v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920095.1,SSNIH5,None,None,,USA,2016,Serratia sp. SSNIH5,Serratia marcescens,12,2,SPAdes v. 3.6.0,illumina,Illumina MiSeq,5377759,79,58.99,,SRR6676031,PRJNA430813,NCBI,10.1128/mBio.02011-17,1
GCA_002920115_1_ASM292011v1_genomic,TRUE,GCA_002920115.1_ASM292011v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920115.1,SSNIH3,None,None,,USA,2016,Serratia sp. SSNIH3,Serratia marcescens,12,2,SPAdes v. 3.6.0,illumina,Illumina MiSeq,5399145,81,58.94,,SRR6675995,PRJNA430813,NCBI,10.1128/mBio.02011-17,1
GCA_002920145_1_ASM292014v1_genomic,FALSE,GCA_002920145.1_ASM292014v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920145.1,SSNIH2,None,None,,USA,2015,Serratia sp. SSNIH2,Serratia marcescens,12,2,SPAdes v. 3.6.0,illumina,Illumina MiSeq,5396300,86,58.97,,SRR6675993,PRJNA430813,NCBI,10.1128/mBio.02011-17,1
GCA_002920335_1_ASM292033v1_genomic,TRUE,GCA_002920335.1_ASM292033v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920335.1,ID147729,Homo sapiens,sputum,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5143183,33,60.1,,SRR6476510,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920345_1_ASM292034v1_genomic,TRUE,GCA_002920345.1_ASM292034v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920345.1,ID148138,Homo sapiens,blood,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5150205,80,60.15,,SRR6476511,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920375_1_ASM292037v1_genomic,TRUE,GCA_002920375.1_ASM292037v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920375.1,ID148696,None,Drain in NICU room,Hospital,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5142828,45,60.05,,SRR6476504,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920385_1_ASM292038v1_genomic,TRUE,GCA_002920385.1_ASM292038v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920385.1,ID148299,None,Around bed in NICU room,Hospital,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5137780,63,60.13,,SRR6476505,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920415_1_ASM292041v1_genomic,TRUE,GCA_002920415.1_ASM292041v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920415.1,ID148137,Homo sapiens,blood,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5143354,66,60.14,,SRR6476512,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920435_1_ASM292043v1_genomic,TRUE,GCA_002920435.1_ASM292043v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920435.1,ID149855,Homo sapiens,nasal swab,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5139693,35,60.05,,SRR6476513,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920455_1_ASM292045v1_genomic,TRUE,GCA_002920455.1_ASM292045v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920455.1,ID147991,Homo sapiens,eye,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5363631,39,59.76,,SRR6476508,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920475_1_ASM292047v1_genomic,TRUE,GCA_002920475.1_ASM292047v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920475.1,ID149856,Homo sapiens,Pus (rectal swab),Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5161054,62,60.08,,SRR6476506,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920485_1_ASM292048v1_genomic,TRUE,GCA_002920485.1_ASM292048v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920485.1,ID147728,Homo sapiens,sputum,Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5125630,38,60.13,,SRR6476509,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002920515_1_ASM292051v1_genomic,TRUE,GCA_002920515.1_ASM292051v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002920515.1,ID148587,Homo sapiens,Surgical wound (abdomen),Human,Canada,Unknown,Serratia marcescens,Serratia marcescens,9,2,SPAdes v. 3.7.0,illumina,Illumina MiSeq,5051220,74,60.26,,SRR6476507,PRJNA430250,NCBI,10.1128/JCM.00235-18,1
GCA_002935055_1_ASM293505v1_genomic,FALSE,GCA_002935055.1_ASM293505v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_002935055.1,SSNIH1,None,None,,USA,2015,Serratia sp. SSNIH1,Serratia marcescens,12,2,HGAP v. 2.3,pacbio,PacBio RSII,5388594,3,59.07,,SAMN04287055,PRJNA430813,NCBI,10.1128/mBio.02011-17,1
GCA_003146705_1_ASM314670v1_genomic,TRUE,GCA_003146705.1_ASM314670v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003146705.1,CAV1761,Homo sapiens,Peri-rectal,Human,USA,2014,Serratia marcescens,Serratia marcescens,12,2,HGAP v. MAY-2015,illumina,Illumina HiSeq 2000,5896859,6,58.47,,SRR7160685,PRJNA411762,NCBI,10.1101/486753,1
GCA_003182655_1_ASM318265v1_genomic,FALSE,GCA_003182655.1_ASM318265v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003182655.1,SGAir0764,None,air,Air,Singapore,2016,Serratia marcescens,Serratia marcescens,15,2,HGAP v. 3,pacbio,PacBio,5219198,2,59.46,,SAMN08222723,PRJNA388547,NCBI,10.1128/genomeA.00637-18,1
GCA_003206015_1_ASM320601v1_genomic,TRUE,GCA_003206015.1_ASM320601v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003206015.1,4Rx5,None,soil adhering to oilseed rape's roots,Rhizosphere,Germany,1999,Serratia plymuthica,Serratia plymuthica,4,8,Newbler v. 2.6,illumina,454 pyrosequencing,5367478,20,56.16,,SAMN07976504,PRJNA417073,NCBI,10.1128/mra.00997-18,1
GCA_003241435_1_ASM324143v1_genomic,TRUE,GCA_003241435.1_ASM324143v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003241435.1,None,None,hospital NICU surfaces and sink samples,Hospital,USA,2013,Serratia marcescens,Serratia marcescens,9,2,IDBA_UD v. 1.1.1,illumina,Illumina HiSeq,4973011,186,60.23,,SAMN07426535,PRJNA376580,NCBI,10.1038/s41467-017-02018-w,1
GCA_003524615_1_ASM352461v1_genomic,TRUE,GCA_003524615.1_ASM352461v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003524615.1,None,None,metagenome,,None,Unknown,Serratia liquefaciens,Serratia liquefaciens,2,4,CLC de novo assembler v. 4.4.1,illumina,Illumina HiSeq 2000,5056546,42,55.53,,SRR6487756,PRJNA417962,NCBI,10.1038/nbt.4229,1
GCA_003530495_1_ASM353049v1_genomic,TRUE,GCA_003530495.1_ASM353049v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003530495.1,None,None,metagenome,,None,Unknown,Serratia grimesii,Serratia grimesii,5,7,CLC de novo assembler v. 4.4.1,illumina,Illumina HiSeq 2000,5154353,31,52.82,,SRR6488026,PRJNA417962,NCBI,10.1038/nbt.4229,1
GCA_003540595_1_ASM354059v1_genomic,TRUE,GCA_003540595.1_ASM354059v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003540595.1,None,None,metagenome,,None,Unknown,Serratia sp.,Serratia proteamaculans,6,9,CLC de novo assembler v. 4.4.1,illumina,Illumina HiSeq 2000,4591032,48,55.63,,SRR6482683,PRJNA417962,NCBI,10.1038/nbt.4229,1
GCA_003591175_1_ASM359117v1_genomic,TRUE,GCA_003591175.1_ASM359117v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003591175.1,S40,None,potato,Plant,Denmark,2016,Serratia sp. S40,Serratia plymuthica,4,8,SPAdes v. 3.7.1,illumina,(Illumina) MiSeq,5383735,27,55.86,,SRR8061820,PRJNA491277,NCBI,10.1128/MRA.01340-18,1
GCA_003634415_1_ASM363441v1_genomic,FALSE,GCA_003634415.1_ASM363441v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003634415.1,WS3236,None,None,,None,Unknown,Serratia plymuthica,Serratia plymuthica,4,8,HGAP v. smrtanalysis/2.3.0_p5; HGAP 3,pacbio,PacBio,5349225,1,55.93,,SAMN08775337,PRJNA442736,NCBI,10.1101/482059,1
GCA_003641105_1_ASM364110v1_genomic,FALSE,GCA_003641105.1_ASM364110v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003641105.1,1D1416,Euonymus japonicus,gall tissue,Plant,None,1972,Serratia sp. 1D1416,Serratia ficaria,20,6,HGAP v. MAY-2018,pacbio,PacBio,5552047,1,59.62,,SRR8217809,PRJNA493633,NCBI,10.1128/MRA.01354-18,1
GCA_003699145_1_ASM369914v1_genomic,TRUE,GCA_003699145.1_ASM369914v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003699145.1,ICMP 9395,Triticum aestivum,None,Plant,USSR,Unknown,Serratia plymuthica,Serratia plymuthica,4,8,CLC assembly cell v. 4.2,illumina,Illumina MiSeq,5194007,192,56.43,,SAMN03976488,PRJNA292453,NCBI,10.1186/s13059-018-1606-y,1
GCA_003812745_1_ASM381274v1_genomic,FALSE,GCA_003812745.1_ASM381274v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003812745.1,FDAARGOS_506,Homo sapiens,Endotracheal aspirate,Human,None,2015,Serratia sp. FDAARGOS_506,Serratia marcescens,12,2,Canu v. 1.2,pacbio,Pacbio; Illumina,4862745,2,59.33,,SAMN10163200,PRJNA231221,NCBI,10.1101/482059,1
GCA_003967055_1_ASM396705v1_genomic,FALSE,GCA_003967055.1_ASM396705v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_003967055.1,AS-1,None,soil,Environmental,Japan,Unknown,Serratia marcescens,Serratia marcescens,15,2,Canu v. 1.2,pacbio,PacBio RS II,5176029,2,59.54,,SAMD00143521,PRJDB7525,NCBI,10.1093/gbe/evz046,1
GCA_004153725_1_ASM415372v1_genomic,TRUE,GCA_004153725.1_ASM415372v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_004153725.1,B-41156,None,Ground beef,Food,USA,2016,Serratia proteamaculans,Serratia proteamaculans,6,9,CLC NGS Cell v. 8.5,illumina,Illumina HiSeq,5338534,41,54.83,,SAMN06055350,PRJNA335642,NCBI,10.1038/s41467-017-02522-z,1
GCA_004153735_1_ASM415373v1_genomic,TRUE,GCA_004153735.1_ASM415373v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_004153735.1,B-41162,None,Ground beef,Food,USA,2016,Serratia proteamaculans,Serratia proteamaculans,6,9,CLC NGS Cell v. 8.5,illumina,Illumina HiSeq,5286437,37,54.88,,SAMN06055351,PRJNA335642,NCBI,10.1038/s41467-017-02522-z,1
GCA_004153785_1_ASM415378v1_genomic,TRUE,GCA_004153785.1_ASM415378v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_004153785.1,B-59510,None,None,,None,2016,Serratia proteamaculans,Serratia quinivorans,7,1,CLC NGS Cell v. 8.5,illumina,Illumina HiSeq,5764971,65,54.7,,SAMN06055357,PRJNA335642,NCBI,10.1038/s41467-017-02522-z,1
GCA_004153815_1_ASM415381v1_genomic,TRUE,GCA_004153815.1_ASM415381v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_004153815.1,B-41552,None,Ground beef,Food,USA,2016,Serratia liquefaciens,Serratia liquefaciens,2,4,CLC NGS Cell v. 8.5,illumina,Illumina HiSeq,5372481,32,55.24,,SAMN06055353,PRJNA335642,NCBI,10.1038/s41467-017-02522-z,1
GCA_004153825_1_ASM415382v1_genomic,TRUE,GCA_004153825.1_ASM415382v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_004153825.1,B-41184,None,asparagus,Food,USA,2016,Serratia liquefaciens,Serratia liquefaciens,2,4,CLC NGS Cell v. 8.5,illumina,Illumina HiSeq,5471693,49,55.07,,SAMN06055352,PRJNA335642,NCBI,10.1038/s41467-017-02522-z,1
