geneID	TFCP2L1	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TWIST2	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000093956.1	0.0002252463	0.0183449498	0.0015044466	0.0000415113	0.0001823689	0.0234833105	0.0000902399	0.0007403800	0.0000867317	0.0188743552	4.0000000000	8491.2500000000	1485.0000000000
ENSMUSG00000093843.1	0.0013682042	0.0041041657	0.0015631530	0.0000911387	0.0005352999	0.0062806207	0.0000976796	0.0007076913	0.0003685253	0.1313774673	3.0000000000	9110.6669921875	1746.0000000000
ENSMUSG00000026189.13	0.0000746579	0.0113485017	0.0003057216	0.0002514509	0.0000018333	0.0006429545	0.0000278533	0.0000146011	0.0000083408	0.0003869679	2.0000000000	11194.5000000000	1016.5000000000
ENSMUSG00000026188.11	0.0000739606	0.0112342262	0.0003090560	0.0002542318	0.0000018146	0.0006440833	0.0000276907	0.0000144896	0.0000082892	0.0003910566	2.0000000000	11194.5000000000	1016.5000000000
ENSMUSG00000026187.8	0.0004718332	0.0390865553	0.0263666650	0.0218376668	0.0000054186	0.0322262228	0.0005612144	0.0001904712	0.0001565829	0.0328531946	2.0000000000	11587.5000000000	1016.5000000000
ENSMUSG00000039354.16	0.0002994300	0.0023308001	0.0052221549	0.0000081817	0.0000287454	0.0053731426	0.0047344406	0.0000301728	0.0179745224	0.0761627838	2.0000000000	4604.5000000000	1805.5000000000
ENSMUSG00000039342.4	0.0000783589	0.0002114786	0.0000950251	0.0057605264	0.0003997789	0.0003062028	0.0057467026	0.0000884740	0.0000021956	0.0042480941	1.0000000000	10244.0000000000	2350.0000000000
ENSMUSG00000046330.9	0.0006079542	0.0016407745	0.0007372604	0.0446935353	0.0031017186	0.0023757003	0.0445862816	0.0006864334	0.0000170351	0.0329592004	1.0000000000	0.0000000000	2350.0000000000
ENSMUSG00000039323.18	0.0001103373	0.0000357676	0.0000668170	0.0000305722	0.0000124289	0.0000472064	0.0002560147	0.0000228538	0.0025135136	0.0179690166	2.0000000000	11561.5000000000	762.5000000000
ENSMUSG00000026185.8	0.0041223405	0.0091507606	0.0142257447	0.0004376432	0.0001950568	0.0148465864	0.0045220591	0.0010977479	0.0349063296	0.0988897850	3.0000000000	4854.0000000000	1986.6666259766
ENSMUSG00000102266.1	0.0000138680	0.0000299668	0.0000294894	0.0000210612	0.0000002650	0.0000000274	0.0000022311	0.0000044263	0.0000007689	0.0005973720	2.0000000000	17653.0000000000	638.5000000000
ENSMUSG00000099877.6	0.0039320738	0.0082930625	0.0022846670	0.0030183694	0.0000170796	0.0014454927	0.0018162536	0.0008252218	0.0339653328	0.0068664971	6.0000000000	7013.1665039062	1069.5000000000
ENSMUSG00000098697.1	0.0005267063	0.0221917085	0.0022008375	0.0096326425	0.0000134866	0.0005180346	0.0008534599	0.0002076012	0.0142114631	0.0901139723	8.0000000000	10339.5000000000	1047.1250000000
ENSMUSG00000101812.1	0.0010219519	0.0183284996	0.0017796945	0.0033102423	0.0000118395	0.0005972101	0.0005636270	0.0002260600	0.0122642117	0.0394660969	7.0000000000	7887.8569335938	983.5714111328
ENSMUSG00000100044.1	0.0003881763	0.0019166951	0.0123266816	0.0020057591	0.0004730039	0.0002777358	0.0020385352	0.0002572571	0.0004650556	0.0176956819	5.0000000000	17057.1992187500	1235.8000488281
ENSMUSG00000100444.1	0.0073705861	0.0252281949	0.0153024770	0.0450278817	0.0111198016	0.0005478824	0.0450939374	0.0049381969	0.0086568445	0.0795227359	6.0000000000	6776.8334960938	1148.5000000000
ENSMUSG00000100429.1	0.0066477776	0.0249902298	0.0138938198	0.0450231797	0.0108498246	0.0005511387	0.0450561795	0.0049050676	0.0073257577	0.0782858597	6.0000000000	7203.3334960938	1148.5000000000
ENSMUSG00000055322.14	0.0174707830	0.0022362125	0.0553656391	0.0016400959	0.0022991985	0.0266012428	0.0054462279	0.0002611010	0.0024871287	0.1080344377	4.0000000000	7356.5000000000	1809.0000000000
ENSMUSG00000061815.11	0.0141249942	0.0018301967	0.0445121289	0.0015306695	0.0020532334	0.0213832988	0.0050793919	0.0002156367	0.0019995833	0.0911373867	4.0000000000	8260.5000000000	1809.0000000000
ENSMUSG00000087820.1	0.0000001458	0.0000203674	0.0004052600	0.0000000059	0.0000000259	0.0000036803	0.0000000115	0.0000001858	0.0002047072	0.0005208555	1.0000000000	20721.0000000000	450.0000000000
ENSMUSG00000094768.1	0.0006970443	0.0001593302	0.0014372910	0.0000341155	0.0000082460	0.0000216806	0.0000030377	0.0000086908	0.0007719166	0.0021370670	2.0000000000	18707.5000000000	2696.5000000000
ENSMUSG00000006304.14	0.0678689662	0.0102844753	0.0116240158	0.0060957609	0.0008018253	0.0037719235	0.0007037941	0.0012852142	0.0090390574	0.0429763059	4.0000000000	7327.7500000000	2288.5000000000
ENSMUSG00000064272.3	0.0025577477	0.0041706996	0.0090642120	0.0078779026	0.0005602016	0.0003674610	0.0061618163	0.0004715886	0.0249199261	0.0460765567	4.0000000000	9786.7500000000	3911.7500000000
ENSMUSG00000006299.13	0.0087473180	0.0143772089	0.0313815263	0.0256669220	0.0016622128	0.0012025091	0.0215273534	0.0016291581	0.0727380944	0.1523366349	6.0000000000	10332.3330078125	3005.5000000000
ENSMUSG00000101503.1	0.0043116776	0.0070306825	0.0152798339	0.0132800339	0.0009443499	0.0006194408	0.0103871721	0.0007949720	0.0420083214	0.0776727345	4.0000000000	7175.7500000000	3911.7500000000
ENSMUSG00000026179.14	0.0090761951	0.0149357024	0.0325738341	0.0263337915	0.0016770980	0.0012368609	0.0223373040	0.0016921369	0.0731320635	0.1570134428	6.0000000000	10172.3330078125	3005.5000000000
ENSMUSG00000103013.1	0.0159059565	0.0266206796	0.0573218055	0.0377392145	0.0015910330	0.0018617844	0.0392064215	0.0030177700	0.0618655636	0.2425713202	6.0000000000	8119.8334960938	3005.5000000000
ENSMUSG00000006301.17	0.0418741008	0.0701640561	0.1667150388	0.1055440367	0.0018205625	0.0040682357	0.1318188488	0.0063251050	0.0471636709	0.3926661732	7.0000000000	9594.5712890625	2696.1428222656
ENSMUSG00000099931.1	0.0462471917	0.0763588407	0.1642065962	0.0973628285	0.0021590164	0.0043621037	0.1167707967	0.0068002745	0.0578476633	0.4319852558	7.0000000000	9522.2861328125	2696.1428222656
ENSMUSG00000103403.1	0.0270531933	0.0463282877	0.1199689635	0.0869872470	0.0012254150	0.0028046634	0.1121504263	0.0044822390	0.0332112358	0.2734318937	8.0000000000	11678.8750000000	2713.7500000000
ENSMUSG00000073650.8	0.0015647304	0.0004495267	0.0037461461	0.0034612208	0.0000453812	0.0037732031	0.0047832592	0.0000115044	0.0002559071	0.0424281968	4.0000000000	11142.2500000000	1314.7500000000
ENSMUSG00000026177.11	0.0185913200	0.0007602252	0.0503883878	0.0458463073	0.0004416398	0.0232550081	0.0655157424	0.0000293232	0.0060966517	0.1201433418	6.0000000000	10693.0000000000	1833.6666259766
ENSMUSG00000026176.13	0.0790738106	0.0066988610	0.0046004185	0.0050481021	0.0014913038	0.0188463754	0.0164481878	0.0002941841	0.0609753122	0.1057705690	5.0000000000	9108.2001953125	2061.6000976562
ENSMUSG00000065468.1	0.0670032809	0.0057234510	0.0031590476	0.0045693639	0.0013532832	0.0177522506	0.0096943556	0.0002479525	0.0691706998	0.0779767727	5.0000000000	10247.2001953125	2096.3999023438
ENSMUSG00000026175.12	0.0035178907	0.0005034696	0.0001526462	0.0008124283	0.0001016673	0.0014316252	0.0007415678	0.0000439424	0.0077718235	0.0039233994	5.0000000000	16508.8007812500	2243.8000488281
ENSMUSG00000103227.1	0.0003355529	0.0104337900	0.0010288499	0.0002002076	0.0037646438	0.0004146017	0.0004182898	0.0000823557	0.0001223012	0.0244408141	1.0000000000	1509.0000000000	2632.0000000000
ENSMUSG00000026174.9	0.0004537650	0.0141095176	0.0013913042	0.0002707389	0.0050908930	0.0005606621	0.0005656495	0.0001113689	0.0001653868	0.0330510866	1.0000000000	0.0000000000	2632.0000000000
ENSMUSG00000026135.17	0.0019037334	0.0003763073	0.0270576722	0.0007059274	0.0000415670	0.0006062158	0.0060670588	0.0001847609	0.0183872698	0.0411153784	2.0000000000	6275.5000000000	1408.5000000000
ENSMUSG00000093155.1	0.0018318497	0.0003695766	0.0268299837	0.0006998482	0.0000374540	0.0006010854	0.0060158712	0.0001812703	0.0181737533	0.0390401847	2.0000000000	6933.5000000000	1408.5000000000
ENSMUSG00000026172.12	0.0019059652	0.0003764502	0.0270577262	0.0007059344	0.0000417172	0.0006062181	0.0060670763	0.0001848384	0.0183896512	0.0411844257	2.0000000000	6254.0000000000	1408.5000000000
ENSMUSG00000026171.12	0.0033158640	0.0002332929	0.0023078108	0.0000680508	0.0002159785	0.0000533457	0.0005250227	0.0001250329	0.0048869012	0.1011200300	2.0000000000	6238.5000000000	1408.5000000000
ENSMUSG00000033276.18	0.0033145677	0.0002330094	0.0022864980	0.0000674952	0.0002159595	0.0000528683	0.0005202443	0.0001248944	0.0048726318	0.1010939351	2.0000000000	6262.5000000000	1408.5000000000
ENSMUSG00000033257.14	0.0001321240	0.0010348761	0.0006888654	0.0000068101	0.0000639146	0.0000695958	0.0002025139	0.0001256052	0.0089491984	0.0000582280	1.0000000000	0.0000000000	1765.0000000000
ENSMUSG00000026170.6	0.0023702894	0.0014724097	0.0511595662	0.0001304619	0.0002048552	0.0016499942	0.0013659496	0.0000424403	0.0000570930	0.0328031464	1.0000000000	0.0000000000	2285.0000000000
ENSMUSG00000033227.7	0.0000010827	0.0000000071	0.0000000839	0.0000000250	0.0000015365	0.0000000025	0.0000002402	0.0000000066	0.0000000043	0.0000011391	1.0000000000	19991.0000000000	313.0000000000
ENSMUSG00000099472.1	0.0000032611	0.0000000213	0.0000002528	0.0000000752	0.0000046279	0.0000000075	0.0000007235	0.0000000200	0.0000000131	0.0000034311	1.0000000000	14478.0000000000	313.0000000000
ENSMUSG00000026167.14	0.0000548311	0.0000003574	0.0000042498	0.0000012651	0.0000778131	0.0000001263	0.0000121656	0.0000003357	0.0000002196	0.0000576890	1.0000000000	367.0000000000	313.0000000000
ENSMUSG00000055197.4	0.0001877176	0.0009285624	0.0014055785	0.0000007770	0.0000268306	0.0000009395	0.0000081249	0.0000007487	0.0000553059	0.0000089881	1.0000000000	14513.0000000000	1510.0000000000
ENSMUSG00000006546.3	0.0008798387	0.0043522035	0.0065879945	0.0000036418	0.0001257558	0.0000044035	0.0000380818	0.0000035090	0.0002592206	0.0000421276	1.0000000000	6789.0000000000	1510.0000000000
ENSMUSG00000065616.3	0.0034204883	0.0169197617	0.0256116921	0.0000141579	0.0004888922	0.0000171191	0.0001480478	0.0000136416	0.0010077539	0.0001637765	1.0000000000	0.0000000000	1510.0000000000
ENSMUSG00000089653.1	0.0028399411	0.0140480313	0.0212647117	0.0000117549	0.0004059143	0.0000142136	0.0001229202	0.0000113263	0.0008367115	0.0001359793	1.0000000000	930.0000000000	1510.0000000000
ENSMUSG00000006538.10	0.0000039207	0.0022320081	0.0029006338	0.0000001914	0.0000027924	0.0000350142	0.0000011979	0.0022015840	0.0000450286	0.0037247239	1.0000000000	10878.0000000000	739.0000000000
ENSMUSG00000103145.1	0.0000065683	0.0037393121	0.0048594695	0.0000003207	0.0000046781	0.0000586597	0.0000020069	0.0036883423	0.0000754370	0.0062400784	1.0000000000	8298.0000000000	739.0000000000
ENSMUSG00000026162.7	0.0010899914	0.0044237088	0.0258735055	0.0004968774	0.0002709071	0.0005019434	0.0001308435	0.0000459694	0.0348356921	0.0329755916	2.0000000000	7604.5000000000	2437.0000000000
ENSMUSG00000026205.8	0.0003841201	0.0013192985	0.0055581505	0.0002963172	0.0000716980	0.0010957953	0.0000374937	0.0000652778	0.0067585259	0.0065442174	2.0000000000	7361.0000000000	2437.0000000000
ENSMUSG00000033159.14	0.0006941318	0.0019047340	0.0029236966	0.0007779143	0.0000820164	0.0038181434	0.0000505194	0.0002161253	0.0011766216	0.0016718298	2.0000000000	8512.0000000000	2437.0000000000
ENSMUSG00000049339.16	0.0006936638	0.0019028155	0.0029123018	0.0007777107	0.0000818982	0.0038180018	0.0000504626	0.0002161095	0.0011612214	0.0016572637	2.0000000000	8545.5000000000	2437.0000000000
ENSMUSG00000026197.12	0.0003771603	0.0001755138	0.0005320433	0.0000228295	0.0000688814	0.0028082669	0.0001713416	0.0000235625	0.0002462322	0.0410101017	4.0000000000	14499.5000000000	1988.7500000000
ENSMUSG00000026198.15	0.0020365618	0.0003554128	0.0034066269	0.0001382972	0.0005397572	0.0223555713	0.0012418707	0.0000243038	0.0002420558	0.0783665099	4.0000000000	9845.2500000000	1184.2500000000
ENSMUSG00000099519.1	0.0040765129	0.0006352778	0.0083934313	0.0002391646	0.0002159109	0.0087338947	0.0005039378	0.0000471967	0.0001186068	0.0501846993	5.0000000000	12620.4003906250	1068.4000244141
ENSMUSG00000033124.15	0.0124557599	0.0019267071	0.0262424422	0.0007313063	0.0000947416	0.0026956996	0.0002124646	0.0001406500	0.0001154059	0.0828765827	8.0000000000	15450.8750000000	1236.5000000000
ENSMUSG00000026199.17	0.0122906058	0.0019194222	0.0260609120	0.0007084328	0.0000887153	0.0024630280	0.0002088485	0.0001405491	0.0001153104	0.0819568617	7.0000000000	14105.0000000000	969.2857055664
ENSMUSG00000026200.13	0.0125054392	0.0018496481	0.0090448562	0.0018239984	0.0007092316	0.0109512683	0.0045802714	0.0000847579	0.0003160574	0.0457799170	8.0000000000	9588.8750000000	1687.3750000000
ENSMUSG00000099204.2	0.0106447421	0.0015583137	0.0077007622	0.0015424498	0.0006060280	0.0088399763	0.0037846883	0.0000888529	0.0003114318	0.0389305202	8.0000000000	9802.2500000000	1687.3750000000
ENSMUSG00000026201.12	0.0125378874	0.0018568526	0.0090796028	0.0018290110	0.0007106231	0.0110047403	0.0046006287	0.0000846508	0.0003163258	0.0459616332	8.0000000000	9585.7500000000	1687.3750000000
ENSMUSG00000026202.13	0.0255183369	0.0053896051	0.0287567274	0.0040685500	0.0011342822	0.0386735583	0.0255867531	0.0001349364	0.0011149691	0.1565455082	7.0000000000	8714.7138671875	1581.7142333984
ENSMUSG00000096094.2	0.0041278226	0.0029040522	0.0213471615	0.0028059818	0.0001526635	0.0058396081	0.0093019177	0.0001468987	0.0007255106	0.0650298239	7.0000000000	14324.7138671875	1656.0000000000
ENSMUSG00000026203.16	0.0036529332	0.0028356886	0.0292731248	0.0037271367	0.0000845184	0.0044810194	0.0042441625	0.0001784317	0.0006832790	0.0775671728	6.0000000000	14752.5000000000	1831.1666259766
ENSMUSG00000026204.15	0.0004883031	0.0004227675	0.0008247800	0.0000259108	0.0000310167	0.0000030743	0.0000318833	0.0000012641	0.0000012970	0.0054376628	2.0000000000	14902.5000000000	984.0000000000
ENSMUSG00000101840.1	0.0027110167	0.0040743082	0.0014412714	0.0003658808	0.0000586414	0.0001639431	0.0003654257	0.0000104295	0.0000261178	0.0654128008	2.0000000000	7639.5000000000	1931.0000000000
ENSMUSG00000033061.15	0.0042330540	0.0012106336	0.0132721945	0.0001491222	0.0004200381	0.0000146030	0.0000275516	0.0000170756	0.0000209429	0.0000027340	1.0000000000	3437.0000000000	1281.0000000000
ENSMUSG00000100556.1	0.0013691246	0.0004475577	0.0041530349	0.0000499540	0.0001324070	0.0000049980	0.0000145885	0.0000053833	0.0000065524	0.0010762828	2.0000000000	14902.5000000000	984.0000000000
ENSMUSG00000026209.15	0.0008104281	0.0017884500	0.0003377260	0.0037077705	0.0086386634	0.0215957022	0.0005636146	0.0001918879	0.0027333179	0.0987553271	1.0000000000	0.0000000000	2407.0000000000
ENSMUSG00000026208.9	0.0000136578	0.0000020602	0.0000036611	0.0000105170	0.0000023433	0.0000043922	0.0000026068	0.0000000434	0.0000028719	0.0004579596	1.0000000000	21381.0000000000	1585.0000000000
ENSMUSG00000085653.7	0.0002876350	0.0000410843	0.0000709217	0.0002025317	0.0000455603	0.0000834950	0.0000497010	0.0000052541	0.0000547495	0.0091454841	3.0000000000	16489.6660156250	1135.3333740234
ENSMUSG00000026207.16	0.0003045064	0.0000434941	0.0000750817	0.0002144114	0.0000482327	0.0000883925	0.0000526163	0.0000055623	0.0000579608	0.0096819199	3.0000000000	16204.6669921875	1135.3333740234
ENSMUSG00000086053.1	0.0018496242	0.0001161833	0.0001553689	0.0002213301	0.0001112462	0.0000416842	0.0000378998	0.0001182991	0.0000373774	0.0390543484	3.0000000000	6172.0000000000	1135.3333740234
ENSMUSG00000033021.16	0.0000421841	0.0008236707	0.0260434741	0.0000092247	0.0086611408	0.0018748885	0.0003547205	0.0001245624	0.0004819432	0.0498098686	5.0000000000	10000.4003906250	579.4000244141
ENSMUSG00000033007.15	0.0000603637	0.0000793325	0.0071806430	0.0000927982	0.0016808533	0.0001325830	0.0000329716	0.0000357846	0.0000353821	0.0357099314	5.0000000000	7286.2001953125	579.4000244141
ENSMUSG00000102605.1	0.0025639797	0.0000199942	0.0024883251	0.0000456081	0.0005058223	0.0000018318	0.0000399268	0.0000046246	0.0000062724	0.0000400405	4.0000000000	15001.2500000000	614.5000000000
ENSMUSG00000032997.16	0.0114587094	0.0000490321	0.0004618125	0.0000203316	0.0001460039	0.0000067775	0.0001672182	0.0000191588	0.0000281018	0.0001167453	3.0000000000	9419.6669921875	762.0000000000
ENSMUSG00000026211.17	0.0101060422	0.0007004571	0.0008665293	0.0000569543	0.0008790101	0.0001652806	0.0011897500	0.0000139353	0.0000013823	0.0985457376	3.0000000000	11117.6669921875	944.6666870117
ENSMUSG00000051703.14	0.0114586623	0.0000490633	0.0004420202	0.0000199913	0.0001421942	0.0000067753	0.0001671947	0.0000191571	0.0000281195	0.0001167035	3.0000000000	9419.6669921875	762.0000000000
ENSMUSG00000032968.4	0.0094715041	0.0006631596	0.0008291496	0.0000541627	0.0009172266	0.0001659280	0.0011152355	0.0000131844	0.0000015446	0.0923262515	3.0000000000	11226.3330078125	944.6666870117
ENSMUSG00000082745.1	0.0023190181	0.0003164787	0.0005950177	0.0000313219	0.0023753648	0.0002944494	0.0002773297	0.0000060874	0.0000061599	0.0218650619	2.0000000000	7079.5000000000	1321.5000000000
ENSMUSG00000026213.15	0.0008360248	0.0006712328	0.0016323517	0.0000815408	0.0086262979	0.0010231275	0.0001155731	0.0000181253	0.0000231764	0.0051965604	3.0000000000	13104.6669921875	1141.0000000000
ENSMUSG00000082059.1	0.0000722064	0.0000306979	0.0001434998	0.0003149481	0.0001657404	0.0000225135	0.0000206114	0.0003507089	0.0000025480	0.0000759659	2.0000000000	11871.0000000000	1097.0000000000
ENSMUSG00000006576.16	0.0001461074	0.0000458878	0.0002590359	0.0006783858	0.0000814832	0.0000159411	0.0000428312	0.0007576749	0.0000047632	0.0001620606	2.0000000000	11971.5000000000	1097.0000000000
ENSMUSG00000083244.1	0.0000020518	0.0000005803	0.0000035139	0.0000096892	0.0000001408	0.0000001068	0.0000006059	0.0000108300	0.0000000653	0.0000023088	1.0000000000	21239.0000000000	780.0000000000
ENSMUSG00000082012.1	0.0000002529	0.0000000904	0.0000002241	0.0000000078	0.0000001200	0.0000000002	0.0000001755	0.0000000542	0.0000000001	0.0000001272	1.0000000000	17385.0000000000	180.0000000000
ENSMUSG00000026235.14	0.0005818721	0.0000843448	0.0005573728	0.0001050910	0.0000877583	0.0000028851	0.0066345573	0.0000323509	0.0055260203	0.0001045852	1.0000000000	0.0000000000	1748.0000000000
ENSMUSG00000099141.1	0.0000185682	0.0000026915	0.0000177864	0.0000033536	0.0000028005	0.0000000921	0.0002117163	0.0000010324	0.0001763416	0.0000033374	1.0000000000	17224.0000000000	1748.0000000000
ENSMUSG00000101849.1	0.0005818721	0.0000843448	0.0005573728	0.0001050910	0.0000877583	0.0000028851	0.0066345573	0.0000323509	0.0055260203	0.0001045852	1.0000000000	0.0000000000	1748.0000000000
ENSMUSG00000102052.1	0.0000109004	0.0004750895	0.0001745414	0.0000011812	0.0000051164	0.0000499646	0.0003004420	0.0000188069	0.0102297865	0.0060068148	1.0000000000	8488.0000000000	1369.0000000000
ENSMUSG00000026245.16	0.0002107397	0.0151988109	0.0287847809	0.0012152616	0.0000172294	0.0337434394	0.0004805607	0.0001497882	0.0470151146	0.0169326489	3.0000000000	1829.3333740234	1361.3333740234
ENSMUSG00000104018.1	0.0000060402	0.0002682037	0.0004691306	0.0000196741	0.0000004114	0.0005505400	0.0000080129	0.0000036720	0.0007883041	0.0009191323	3.0000000000	19376.0000000000	1361.3333740234
ENSMUSG00000090486.2	0.0000066268	0.0003334126	0.0006060571	0.0000171581	0.0000004282	0.0007370897	0.0000164443	0.0000120957	0.0006370507	0.0015334353	2.0000000000	22879.0000000000	2669.0000000000
ENSMUSG00000012187.13	0.0000026585	0.0002521325	0.0004937124	0.0000209027	0.0000002389	0.0005784833	0.0000081617	0.0000020219	0.0007965250	0.0000020531	2.0000000000	22275.5000000000	1668.5000000000
ENSMUSG00000032883.15	0.0142612286	0.0195693889	0.0282089848	0.0002415498	0.0005931764	0.0220836828	0.0002029170	0.0014960002	0.0018669035	0.0658231364	3.0000000000	6070.6665039062	1064.6666259766
ENSMUSG00000079470.8	0.0142610153	0.0195684469	0.0282088140	0.0002411433	0.0005888423	0.0220835060	0.0002018691	0.0014958682	0.0018669034	0.0658231104	3.0000000000	6070.6665039062	1064.6666259766
ENSMUSG00000047330.8	0.0000350621	0.0000111806	0.0000016441	0.0000000006	0.0000007372	0.0000046747	0.0000000653	0.0000007839	0.0012385563	0.0000016655	1.0000000000	4531.0000000000	220.0000000000
ENSMUSG00000101324.1	0.0000142552	0.0000045457	0.0000006684	0.0000000002	0.0000002997	0.0000019006	0.0000000265	0.0000003187	0.0005035594	0.0000006771	1.0000000000	9031.0000000000	220.0000000000
ENSMUSG00000072978.3	0.0000012862	0.0000032007	0.0000010878	0.0000000113	0.0000000728	0.0000000055	0.0000003985	0.0000380182	0.0003739441	0.0000000001	1.0000000000	6652.0000000000	173.0000000000
ENSMUSG00000054702.14	0.0016686528	0.0024799699	0.0005619311	0.0020264389	0.0002435519	0.0000137188	0.0019505106	0.0000389887	0.0000532072	0.0001726891	2.0000000000	5637.5000000000	661.5000000000
ENSMUSG00000073643.11	0.0011132567	0.0518296084	0.0010999805	0.0000486802	0.0000210635	0.0003019357	0.0005457611	0.0005103095	0.0011092324	0.0020416489	5.0000000000	12263.4003906250	946.5999755859
ENSMUSG00000104497.1	0.0020082255	0.0042299433	0.0008285562	0.0004973621	0.0002265731	0.0001490600	0.0078542598	0.0015377333	0.0000969749	0.0289846812	5.0000000000	4153.3999023438	946.5999755859
ENSMUSG00000026248.9	0.0011165954	0.0518301160	0.0011012812	0.0000495381	0.0000214544	0.0003021549	0.0005593218	0.0005129114	0.0011092547	0.0020916925	5.0000000000	12163.4003906250	946.5999755859
ENSMUSG00000099753.1	0.0000020023	0.0006502616	0.0001213370	0.0000028959	0.0000000301	0.0000667302	0.0000811379	0.0000042408	0.0000029352	0.0000000158	2.0000000000	15559.5000000000	384.0000000000
ENSMUSG00000043230.2	0.0000127771	0.0000004875	0.0000001608	0.0000000195	0.0000181272	0.0000000090	0.0000000909	0.0000004554	0.0000044830	0.0000000232	1.0000000000	4977.0000000000	188.0000000000
ENSMUSG00000101257.1	0.0000034331	0.0000001310	0.0000000432	0.0000000052	0.0000048706	0.0000000024	0.0000000244	0.0000001224	0.0000012045	0.0000000062	1.0000000000	11548.0000000000	188.0000000000
ENSMUSG00000004364.14	0.0141483968	0.0787836848	0.0276170594	0.0004370538	0.0004644555	0.0247160294	0.0001767948	0.0003792123	0.0527596779	0.0002261553	2.0000000000	1876.0000000000	2014.0000000000
ENSMUSG00000103525.1	0.0018013084	0.0128056862	0.0036830072	0.0001676985	0.0000592840	0.0031505395	0.0000361978	0.0000852334	0.0084451198	0.0000295697	4.0000000000	15082.0000000000	1304.2500000000
ENSMUSG00000038608.15	0.0065936139	0.0001293657	0.0001943036	0.0002489903	0.0003535197	0.0000057708	0.0005723546	0.0000015574	0.0000005783	0.0329523647	1.0000000000	0.0000000000	1255.0000000000
ENSMUSG00000103192.1	0.0000071518	0.0026716644	0.0000671920	0.0000004211	0.0000025873	0.0003552805	0.0000069929	0.0000117271	0.0006485252	0.0000035958	1.0000000000	4300.0000000000	950.0000000000
ENSMUSG00000104488.1	0.0000000012	0.0002207089	0.0000001019	0.0000000006	0.0000000113	0.0000000122	0.0000000006	0.0000001522	0.0000683108	0.0000000001	1.0000000000	21612.0000000000	217.0000000000
ENSMUSG00000102721.1	0.0011973390	0.0000234916	0.0000352837	0.0000452143	0.0000641959	0.0000010479	0.0001039343	0.0000002828	0.0000001050	0.0059838431	1.0000000000	8530.0000000000	1255.0000000000
ENSMUSG00000087008.4	0.0000378459	0.0009820081	0.0000379069	0.0000061505	0.0000007834	0.0000008718	0.0000043589	0.0000030659	0.0057625161	0.0261152709	2.0000000000	1913.5000000000	260.0000000000
ENSMUSG00000103571.1	0.0001262681	0.0196133531	0.0081356905	0.0011833707	0.0000615270	0.0006637037	0.0002701662	0.0006878037	0.0288782434	0.0266674841	6.0000000000	14772.3330078125	1905.8333740234
ENSMUSG00000098797.1	0.0003185380	0.0054376239	0.0216631004	0.0000060308	0.0000177806	0.0002493302	0.0000702205	0.0012910371	0.0293558626	0.0264227453	3.0000000000	8424.3330078125	1216.3333740234
ENSMUSG00000055980.2	0.0691819718	0.0293876639	0.0547178995	0.0500277765	0.0057649896	0.0079718289	0.0670027006	0.0033453859	0.0393024298	0.3293822863	2.0000000000	12373.5000000000	8377.5000000000
ENSMUSG00000022591.5	0.0017018737	0.0141273427	0.0004662640	0.0004163862	0.0009538478	0.0037725300	0.0006050389	0.0006428300	0.0166305123	0.0131373215	8.0000000000	12636.6250000000	968.2500000000
ENSMUSG00000026142.15	0.0012774592	0.0013759259	0.0011063332	0.0005106497	0.0000978423	0.0004010823	0.0201411857	0.0000517826	0.0003834518	0.0360933954	2.0000000000	11592.0000000000	8377.5000000000
ENSMUSG00000100786.1	0.0000772386	0.0008831893	0.0010009453	0.0000004017	0.0000003920	0.0000103714	0.0000035849	0.0000057898	0.0006002294	0.0037470886	1.0000000000	16340.0000000000	1755.0000000000
ENSMUSG00000096779.1	0.0002528254	0.0028909476	0.0032763985	0.0000013148	0.0000012831	0.0000339489	0.0000117346	0.0000189519	0.0019647337	0.0122653615	1.0000000000	10411.0000000000	1755.0000000000
ENSMUSG00000097564.2	0.0000922151	0.0215774042	0.0001096970	0.0449029092	0.0002128799	0.0000547635	0.0446127746	0.0000922675	0.0245887962	0.0000017256	1.0000000000	0.0000000000	1649.0000000000
ENSMUSG00000026150.14	0.0000922151	0.0215774042	0.0001096970	0.0449029092	0.0002128799	0.0000547635	0.0446127746	0.0000922675	0.0245887962	0.0000017256	1.0000000000	0.0000000000	1649.0000000000
ENSMUSG00000101450.1	0.0000059926	0.0014022059	0.0000071287	0.0029180121	0.0000138340	0.0000035588	0.0028991577	0.0000059960	0.0015979010	0.0000001121	1.0000000000	13668.0000000000	1649.0000000000
ENSMUSG00000099771.1	0.0000016007	0.0000054118	0.0006372263	0.0000000199	0.0000380541	0.0000065679	0.0000001449	0.0000206102	0.0000015330	0.0016107032	2.0000000000	20303.0000000000	579.5000000000
ENSMUSG00000102280.1	0.0006358098	0.0006359748	0.0035741418	0.0000098521	0.0007341157	0.0003825607	0.0001284544	0.0001624992	0.0011880432	0.0097175254	4.0000000000	9768.2500000000	1937.2500000000
ENSMUSG00000100170.1	0.0032983439	0.0032058272	0.0065051583	0.0001106300	0.0009403839	0.0015586558	0.0014093297	0.0001809681	0.0138559288	0.0287915920	7.0000000000	17486.0000000000	1498.1428222656
