"Feature","MS55_01","MS55_02","MS55_03","MS55_04","MS55_05","MS55_06","MS55_07","MS55_08","MS55_09","MS55_10","MS55_11","MS55_12","MS55_13","MS55_14","MS55_15","MS55_16","MS55_17","MS55_18","MS55_19","MS55_20","MS55_21","MS55_22","MS55_23","MS55_24","MS55_25","MS55_26","MS55_27","MS55_28","MS55_29","MS55_30","MS55_31","MS55_32","MS55_33","MS55_34","MS55_35","MS55_36","MS55_37","MS55_38","MS55_39","MS55_40","MS55_41","MS55_42","MS55_43","MS55_44","MS55_45","MS55_46","MS55_47","MS55_48","POOL0","POOL1","POOL2","POOL3","POOL4","POOL5","POOL6","POOL7","POOL8","POOL9"
"methylhistidine",64831116.96,61502457.33,64512913.96,57732336.04,34513394.62,33742361.29,34678583.14,33371891.75,36809261.41,35358350.91,28980881.4,32016677.98,38765717.72,35243029.62,31365952.34,35182337.07,47791731.27,52205207.81,49862476.68,51896346.01,24884746.15,30307846.24,31194878.73,27912942.96,34115797.03,33679259.45,33288647.6,31811400.29,47343933.96,49228924.33,39797266.73,41886191.6,55665023.2,52636980.59,61442289.19,49086227.03,32560278.75,30170130.4,34005601.39,32210035.62,39444187.28,31850095.79,32737489.96,37543050.53,33597919.69,34270692.78,34261475.32,32361850.67,41187089.66,41641513.52,42484216.84,41166321.79,41125051.52,41333875.96,40536929.07,40431384.86,40107591.24,41206800.47
"methylindole",3660957.341,3606783.695,3982868.35,3309762.838,2020263.553,2029947.372,1943128.277,2053138.126,1923425.563,1811091.322,1532327.78,1680056.684,2258603.006,1850417.099,1750960.66,1892290.313,2569273.956,3372078.88,3156767.635,3032457.699,1347412.136,1722667.265,1714528.742,1738298.966,1820538.136,2069509.09,1760918.495,1909339.136,2407243.981,2753115.853,2246551.985,2088195.438,3266756.303,2997204.82,3631488.489,2957209.111,1943881.03,1772187.166,1699369.88,1848958.031,2332025.421,1721492.681,1812387.089,2313235.804,2186385.46,1973146.453,2125416.396,2050466.013,2727704.379,2353429.105,2367015.245,2334953.745,2354792.497,2247861.843,2253264.831,2411218.932,2513837.96,2359847.659
"methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC",12846399.21,13554933.23,12075751.26,11852177.1,41391970.06,43232835.38,39515308.5,36760650.59,44581638.62,46159016.73,39568808.66,41581108.92,48046331.91,51320218.77,43798434.75,49653573.34,9746256.437,10370820.78,9601728.67,10279818.53,28528632.82,33808309.23,35283749.37,32213418.61,42253420.19,40949818.19,40288048.16,40709702.44,40412706,52358134.59,50130649.24,51404584.27,8950284.956,8969369.015,9415034.383,8767860.928,31356456.79,30899060.79,32873140.73,32398966.89,46079178.99,42187798.74,43543565.18,46294302.78,49610686.46,52554498.56,45043486.56,47940145.49,36034679.37,35967697.36,36622845.43,35557412.75,35879959.15,36046149.12,34601717.6,35776010.12,36118302.62,34723159.68
"mevalonic acid 5-pyrophosphate",516794.983,512245.7683,462894.5737,352549.4729,1006478.843,874144.9339,849092.85,682889.0025,498214.3703,388515.7896,280474.3361,361046.3021,528895.9876,361589.7256,291482.9042,331292.6472,238321.1234,195751.3554,198964.3935,146723.3441,360444.7403,378600.078,482943.3769,515941.257,284979.7815,220896.2002,249980.6253,160999.915,445196.9209,592640.2491,378914.1393,484719.6371,364596.7781,333507.6836,465593.0207,246542.831,302947.3659,274450.2391,229549.6375,399501.2455,348568.7574,219739.313,175448.0817,400495.6347,182162.8169,151903.0667,81346.29996,131688.5276,256654.6321,432507.1017,340335.7392,412334.4346,383045.4107,318720.3092,350263.0945,431771.0905,339753.8732,385203.6019
"myo-inositol",119098579.7,115661439.8,131270768.7,120689176.4,204463723.9,190962422,202295918.6,231107915.9,224294571.7,223885576.9,236745838,274720872.5,261706362.9,261738499.1,266548168.3,271684798.9,91687641.79,89677479.45,95990710.58,97134355.68,208782644.1,205589859.2,206151077.8,220122005.4,233212139.6,248419418.7,236661432.1,233090753.7,253824817.4,259584674.2,273662264.3,275944008.4,85308581.96,78376497.46,89255934.31,86235078.48,220339760.2,208566218.7,207231327.7,212551344.9,235485410.1,258146173.4,243202379.2,242245601.5,291778433.7,299055723.4,332611117.5,300574752.8,205022276.3,195924537.2,192001323.3,191120202.6,194491729.4,191319283.1,187045540.3,184583487.6,188999169.2,188989251.4
"N-acetylalanine",25706967.2,25225533.85,24353839.94,23212661.47,13981006.63,13601210.86,12528853.42,12796877.44,11420617.82,10895929.83,10314481.51,10823777.19,12106737.34,11928693.29,11176600.94,12107045.6,19909376.27,20824371.89,19398257.48,22019560.53,10677750.34,12521221.12,12743330.35,12710520.86,12313221.67,11859863.37,12101735.44,12062623.17,10363495.08,13759522.62,13078539.69,14332844.73,19190310.26,18784787.24,20993777.02,20058087.91,11666667.8,13298187.78,13355998.4,13842041.52,12542304.78,12817532.73,12649579.15,13121907.17,13209324.22,13542098.38,12641897.37,13230489.85,14513244.59,15100851.19,15029442.45,15087688.71,14982574.36,15227417.94,15001370.2,15411311.13,14251646.22,13308497.72
"N-acetylarginine",3989305.686,4398003.571,2908181.795,3814045.19,858574.6072,461158.8238,466215.5146,820545.8714,594532.5285,282505.9919,555317.8744,337406.1659,292603.0347,324865.1978,232580.4665,372808.7652,2501736.897,2940686.854,2809059.619,2812785.749,520630.6204,478425.0248,522865.8207,430630.2495,444406.3096,335684.5763,363786.2749,191078.7924,186269.6489,192888.925,405480.418,236266.8276,2879739.624,2765533.993,3140285.62,2270912.267,599033.0222,549493.3874,540251.1685,382752.3885,641952.0726,603945.5819,538315.0232,654951.1015,472173.4961,296497.4469,188942.5284,310387.4765,1273083.225,1305833.06,1232566.084,1291038.951,1071084.472,1245705.526,803093.2413,882261.2505,998271.6703,944062.198
"N-acetylaspartate",3653926131,3767144646,3638829083,3451419923,334244571.6,333725669.7,321136255.6,304006556.9,54850914.45,55202421.02,50536483.57,52984124.08,70508510.62,68786829.1,63791447.55,66275600.83,3178483268,3316672866,3151795872,3300238364,306739391.9,342245608.6,344030257.8,325485747.2,57552446.9,57569126.67,56274470.1,57122804.85,58651226.24,68978956.39,68666661.17,70700388.8,2997988663,3178392752,3319511252,3236619596,388086964.1,382735718.3,374452380,386791266.7,65216452.69,59711089.7,62509856.07,63965053.77,72419277.65,73907543.03,70282973.47,69651297.02,1543258835,1507360802,1504657603,1494275872,1481952753,1467500827,1476549115,1461054830,1453002560,1365001866
"N-acetylaspartylglutamate",90432276.68,93201372.66,88145142.44,83837252,1511303.188,1532946.268,1460981.175,1377044.61,294899.9591,201300.3204,313945.8854,191321.4313,355498.055,262284.5013,344118.954,326516.7361,79986388.82,85841998.3,77283934.6,85331990.79,1032164.453,1378890.083,1206512.584,1147365.509,260097.8498,215401.1231,181599.507,186824.0166,292874.5369,266753.6984,396275.1286,336726.528,81662054.28,82932718.25,85115164.45,77989116.85,1334072.277,1439552.003,1310544.11,1259098.214,207269.3796,199307.5832,268675.7169,173678.6061,344194.9138,335317.2109,355163.7551,302474.2069,24015312.76,23846038.7,22706905.79,22875554.49,23231023.54,23171688.26,22837052.73,22019419.19,22240132.81,21855397.94
"N-acetylglutamate",151683139.5,157876040.2,152739951.3,144818796.7,35751214.76,35723956.24,36408881.21,35044513.39,31781063.93,31268249.48,31536317.89,31005574.09,31924467.66,32109340.75,32117593.94,31499281.8,142196292.7,150119002.1,139048211,151182449.5,35192283.49,38223236.84,37584587.44,37403362.02,35231046.78,34996529.7,35594834.82,34963614.14,31551413.59,35989917.57,35411213.44,35681003.66,153968084.1,150904321,158205515.8,152817359.6,38395308.81,38840035.73,37649329.54,39979706.88,37558361.66,34968020.57,36727726.56,38878797.43,36860645.1,39972107.16,38429765.4,37118410.26,72427888.54,71003185.38,69871923.18,70297198.49,69800833.16,66593109.93,66692360.84,67005375.26,66870340.93,67394066.18
"N-acetylglutamine",17603631.55,18169603.84,15777020.23,14598922.27,2923454.433,2708359.731,2624264.372,3291099.315,2971047.861,2768325.762,3235976.359,2966809.422,3098983.675,2651567.239,2661546.346,3271256.115,15219132.9,14735763.67,15252285.27,17382412.19,2633769.978,2803400.915,3246671.412,3055426.741,3505530.995,3200564.714,3238767.298,3060711.646,2372928.712,2796805.485,3572718.176,3393217.237,14847189.89,13446639.12,16581550.87,15875998.79,3053943.726,2754559.536,2816423.28,3121617.517,2714036.132,2929597.321,3219043.291,3101039.876,2769649.603,3060522.814,3316521.472,3654346.218,7932695.34,7473147.855,6841022.95,7124512.431,7670766.938,6982431.68,6889687.077,6436324.874,6779645.605,6592357.19
"N-acetylhexosamine phosphate",2632972.66,2853728.072,2570245.687,2530794.728,4030786.464,4611557.794,4066493.147,3936468.808,3245530.058,3140186.813,2888831.744,3225507.647,2871864.611,2890491.13,2594636.887,3038491.44,1851937.914,2178873.249,2125993.341,2178219.14,2996356.759,3252522.274,3106672.301,3210227.427,2730395.196,2906383.909,2867488.237,2843372.355,2051475.468,2725866.938,2812268.225,2774121.642,1759055.913,1998261.332,2310390.717,1932369.155,3157831.514,3111944.198,3229189.935,3450616.919,3649835.504,3190925.498,3616672.489,3456671.733,2957068.708,2829729.072,2688916.176,3122996.167,3163460.222,3112859.396,3118496.032,3067296.638,3120433.398,3051086.202,3158160.68,3113435.475,3031858.385,3073079.669
"N-acetylhistidine",20118452.64,16017322.57,14064514.94,12693704.14,10290048.41,8629859.468,10363580.98,8914921.817,17861571.36,13265015.57,6563328.571,11012303.19,12428481.37,9404856.109,7671449.387,9925894.616,13618361.05,15948826.44,12599827.83,14383354.45,4401945.043,8113462.085,6174404.425,4846106.519,8689844.109,11004112.23,8757621.794,6921210.372,26872127.43,24207141.22,10358378.7,14860334.72,23785507.13,22326017.55,25248236.11,18920906.44,9750027.13,8270887.44,11028770.18,7581638.974,14694868.32,10004002.72,8899110.95,12692209.02,9050619.588,8349880.949,9081105.208,6643929.318,12780508.91,12736336.12,12992174.04,12636990.11,13596486.98,13090424.54,12990802.66,12745492.18,12355200.17,12558627.71
"N-acetylmethionine",65380635.98,65931451.3,64490138.71,62831153.86,19928873.26,18474040.12,19239275.25,18045982.58,16313435.33,17779031.87,16298749.05,17017004.27,16551002.23,16884111.87,16706396.34,16206292.77,56917101.4,60180017.49,58227480.3,63465766.06,15466609,18530929.85,19291365.01,18670201.56,18371561.32,18750050.14,18402245.14,18051102.97,15213309.14,19148234.26,18768339.66,18816920.27,65160999,64534334.98,71606145.47,65023639.94,21288801.2,21532957.71,23302391.78,21536004.24,21777239.1,21146358.26,22964224.13,24249278.75,23079007.39,23996944.1,23171474,24178581.71,32679692.55,30903266.75,32112012.88,30963056.76,31290654.89,31071472.68,31085405.54,30593658.49,30088425.3,30652946.09
"N-acetylneuramic acid",8169829.426,7469259.04,7696546.369,6954813.305,14464932.65,13888670.65,12958780.52,13467698.19,18176954.78,17428973.46,15988594.44,17037374.18,15058111.96,14884475.28,13021355.6,14354801.4,7364646.228,9002214.744,8162542.448,8057579.912,12573834.99,13658305.56,13220818.99,12813891.34,14503172.57,14208539.32,13991742.68,13432841.47,14475621.31,15938255.84,12533628.38,13423584.97,8984642.668,8713956.188,9056719.555,8232124.674,11368865.19,11188669.57,12105378.4,11189447.87,19278982.94,17417594.38,16491499.07,17691107.3,12629132.4,12950431.22,11262837.35,11824489.83,13375640.36,13196590.88,12593235.72,13142030.37,12738134.83,13200289.35,13312744.54,12924988.44,12710955.84,12521365.75
"N-acetylornithine",21841523.09,21824001.96,22201637.31,19378226.35,11913945.49,11194331.25,12248207.31,11162781.91,11795733.86,11892011.32,10200734.57,10701619.54,12377326.77,10873403.26,10840425.85,11569475.27,16037193.64,17901772.47,17070887.24,17771951.61,8604130.073,10413746.37,10099977.16,10305438.97,10712140.57,11489185.88,11015230.46,10588904.39,14480948.76,15843837.65,13007214.62,13269046.25,18282657.08,16813629.61,20235146.13,16908836.27,10245831.48,10157424.15,10840166.21,10521821.55,12724720.04,10861822.87,11171265.19,13609648.34,11177428.46,10919391.81,11338188.95,11171071.68,13895556.91,14238903.39,14248955.19,14325911.98,13987140.85,14406117.23,13540639.78,14089648.33,14069664.82,14143207.06
"N-acetylserine",754319409.2,777887474,781965154.3,710266207.8,333350089,323477593.8,322928225.1,322516110.2,269609149.2,269036710.1,260556700,261032145.2,271214476.3,264995961.4,250506387.2,260387393.1,577987265,606813622.3,617189562.1,632924625.1,270308594.6,302586571.1,326496312.7,307632762.9,286869918.1,286573687.7,286610437.5,297840658.5,233501714.8,290622812.3,295288124.7,299604922.8,576938165.7,545913174.6,619663849.9,558827815.3,311286530.2,318322583,319998625.1,332142249.5,317780375.8,290708615.3,309858269.5,324733294.3,274990411.5,289975586.7,271491725.9,277133007.5,395829219.7,393652366.9,392325199.9,399851080.6,397787203.6,400628503.5,394687385.4,387388004.6,389434546.4,381657754.3
"NAD",243371338.8,243710629.7,238616080.3,227693842.7,190972303,190010211.9,185953083.1,173732373.4,169419143.6,168554179.6,161119742.7,158178268.4,180120495,181824459.2,170499460.6,181522998.1,203302472.8,222125802.2,198211691.3,215812245.3,146869543.3,168377656,173084376.6,160481650,182387316.9,177587478.3,178086464.7,176070026.5,169569898.6,212109947.2,213074734.1,211116149.4,194540305.4,190712531.5,205725106.4,189801557.8,167839123.4,177164486,173019268.2,176226932.3,193435091.3,189519346.4,187121380.2,197008017.8,209940317.2,217723342,196512443.5,211779307.9,202752358.6,197581054.2,200931112.2,207365268.2,201158272.8,199578346.7,198080784.8,195349957.7,198281087.2,198041822.4
"NADH",2289346.288,4652827.69,5484375.366,1782644.418,634525.3951,771834.8529,662973.9464,769185.1674,1165693.656,1520237.874,1887954.49,659352.9414,775687.6824,1473378.903,1225411.701,683232.7012,790994.593,1520287.437,1487469.85,927150.4987,136820.4832,177186.3027,403460.342,205040.0363,715342.4438,1449104.143,1666280.15,499056.885,304856.327,313019.0096,609533.9406,663030.8407,994855.4858,1263946.065,1767621.605,1085294.174,85922.0646,130154.3485,272362.2542,147792.7659,1473164.508,1515618.189,1853487.336,789284.0912,417958.4989,774210.029,644436.1063,528359.0377,1174345.286,1195155.045,1311149.167,889360.9537,1071946.128,1138891.61,1093614.226,1059121.046,985929.9089,1162773.134
"NADP",1409988.58,1423493.309,1155126.175,2118416.544,2406656.113,2372719.753,1940386.184,1991469.817,966400.3227,743637.1583,935433.4312,1105338.903,1462699.489,1212291.401,1115069.025,1601115.052,1699740.058,1744716.689,1252999.07,1780275.426,1732087.632,1929940.691,1943633.235,1716064.115,866757.1727,551478.0814,749646.3322,999875.0612,1349082.842,2305436.083,2252049.266,2107278.668,1177996.192,1016059.694,1035577.752,1554998.583,1477832.679,1694500.789,1497139.661,1365769.881,948843.4742,893256.3669,710008.8221,1422314.461,2031530.468,2270530.266,1641278.468,2375979.6,1802292.922,1586203.781,1685804.271,1538339.093,1655578.301,1444091.186,1708389.6,1796518.733,1592080.078,1700759.81
"NADPH",2868440.364,3364473.801,2939716.514,2130895.511,2641988.513,3338311.389,3160235.121,2925353.552,2885466.138,2976700.705,2706854.47,2133410.129,2946430.302,3726335.608,3395062.195,2525083.795,746964.7719,944904.8733,1228688.941,854986.4391,741216.3765,945084.3038,1097831.186,1276711.085,1519391.55,1331855.115,1522755.146,983316.3099,1575739.038,1965548.36,2445266.558,2067383.866,1757996.959,1631706.389,2009035.912,1298334.729,1581522.41,1710975.001,1524417.571,1842645.752,3157740.385,3010137.406,3133062.061,2657963.161,3018995.347,2897866.855,2472344.838,2599912.504,2318837.278,2273438.885,2461355.607,2412796.611,2254725.952,2349035.196,2143426.396,2106149.03,2060280.828,1796828.066
"N-carbamoylaspartate",9236851.967,9840425.154,7443206.04,7976314.829,7144697.188,7057314.11,6453562.403,6738336.46,6308789.794,6719748.672,6247727.124,6010341.237,6016493.927,6199848.273,7317049.375,6268244.788,18842171.28,18546450.28,18490844.37,25939691.62,7705207.988,8342255.908,7788547.381,7854194.352,8214536.905,9515768.442,8502069.761,8602533.92,40242701.35,42274352.68,27152640.7,37386789.94,4252994.997,4402524.673,4931363.678,3975120.787,7648269.643,7845393.389,7178770.736,7660255.468,7612922.06,8400863.389,7745817.754,7081549.481,26652397.24,24530770.24,45163241.2,28897818.71,13547370.96,13799950.58,12962248.42,13473806.18,13665983.18,13332067.97,13243571.94,13821557.07,13187394.13,13098838.85
"ophthalmate",236959849.9,247377182.4,227865508.3,217359221.1,67366105.44,66441400.77,70298873.77,60929491.51,63251076.01,64805728.24,69374357.55,65052898.32,99580702.24,92253341.92,94790169.47,96211550.54,204234165.6,216790393.2,208146309.7,215397714.6,46084851.67,49713050.01,55428258.76,54450222.25,73449515.22,65393379.99,77929168.11,76240377.74,65310560.43,89245544.88,107402992,98525458.3,187029036.8,182915871.1,203668374.2,182980660.8,48287492.39,47571088.34,49932018.17,53974432.13,75385068.4,61228437.36,75715551.48,77950886.49,93056992.79,93025796.42,93648270.96,96377236.73,114161560.1,115821819,113663414.5,115219961.4,113578963.6,112401241.2,113523525.1,111470572,110963215.7,111783365.5
"ornithine",7359641.345,6986424.623,7458958.22,6404829.162,821216.8237,1640857.762,3657254.673,1352913.243,1290869.827,1462087.663,3422500.247,2167411.859,1275397.516,1279384.817,1596331.41,1600116.309,6444655.474,7001464.118,7947523.277,6358755.129,1034817.623,1666672.395,1411198.581,1209840.8,1522654.862,2181251.218,1589179.971,2799750.947,2208389.437,2596942.825,2058046.518,1835037.486,5791975.183,6571575.468,7736167.414,6516002.241,1788554.458,2001640.479,1980659.524,1502874.846,1715534.975,1648719.149,1854567.181,2805268.212,1415764.236,2904167.337,2024973.726,1659502.469,5415818.297,4790612.678,4691538.284,4685187.653,4238835.395,4418434.749,4148342.316,4047327.506,4110781.687,4234996.752
"orotate",56144019.21,58430277.83,37204308.52,40185241.28,25889196.36,45201369.14,27001278.41,21631030.93,30760359.47,35870202.68,26033243.17,27916147.39,26904385.25,29090676.42,44462516.24,32149697.64,206302301,210253659.5,203186137.4,269978425.1,34721259.58,37936329.38,34982616.32,34856507.07,39232768.65,48847921.19,39214324.04,37932576.34,387564921.9,382694461.3,256831885.2,344727537.7,49373903.99,50329370.18,58219116.02,42324272.83,31848065.82,33350918.42,32478662.79,32897988.22,47569977.52,50150900.71,40424988.66,38363042.52,322459092.2,331961949.5,427675235.1,332852619.8,116320136.1,119848877.1,116022718.8,118671363.8,117879182.3,117907566.1,118787938.8,116185914.4,114129585.1,115349629.8
"orotidine",423061653.3,449158415.6,427686250.5,417767564,1258879538,1255534716,1252783276,1272931534,1116341622,1229356766,1114235314,1107453445,983856752.2,998318695,880053468.6,930204974.8,219977753.3,220492510.7,212784258.6,241549796.1,1225842907,1306488302,1329898840,1265979836,1225152985,1232479792,1216828168,1239690158,699624781,773711644.9,753190069.4,783927587.8,146440145.9,155820527.6,157379327.9,148388838.3,1226324497,1278466190,1181851146,1246109339,1176239713,1103037619,1152212451,1195634202,640543022.9,680574159.4,640914071.2,624183307.2,942515179.6,945573347.3,970134498.3,934532880.6,928033327.1,931663590,935233142.2,931524869,922926461.6,920041863.3
"pantothenate",1077090400,1090336844,1039535336,981609862.5,1628396778,1637788712,1618341337,1573554965,1200134204,1164476263,1106544474,1143816093,1124677498,1125358269,1077027812,1087746731,1075596669,1164230884,1084779460,1151510110,1283791577,1402820377,1435115955,1352707820,1267844106,1285111084,1247363916,1293203724,1119202148,1376645580,1323577318,1344556323,1076857422,1061080896,1110830163,1106979710,1557434154,1567165592,1541638676,1620304782,1337482274,1336957598,1272519166,1328461956,1343191924,1390718988,1270861229,1336658096,1331247945,1331263517,1315792953,1301622203,1291774839,1323356735,1292508802,1306019710,1283268024,1248054483
"pentose phosphates",8665704.38,8503618.874,8325219.924,7372274.22,7953450.419,8579829.737,8468743.261,7142833.445,6818595.877,6346212.453,6320430.264,6009238.095,6596397.494,6331708.046,6289279.269,6244954.071,7699239.916,9026568.783,8636971.527,8089558.441,5281380.958,6223670.836,7108589.732,6869068.115,7143306.612,7017559.4,8201466.176,7310255.248,6085507.711,8232959.642,7037505.496,8135333.02,7906343.638,8487304.285,9486509.094,7836653.36,6689988.028,6667106.681,6891588.598,7909015.417,8220968.455,6780071.59,7324209.576,7502617.53,6437448.136,6574144.122,6422227.588,6622258.097,7980108.474,8599347.04,8300259.196,8297392.734,8386595.904,7770411.913,8316848.96,8114374.877,7973362.048,7901378.754
"phenylalanine",447551805.3,434235085,444261156.1,408801213.5,236539420.8,219910129.7,226902898.7,221522026.2,253783797.1,221916553.5,191013326.2,215274688.5,262029618.9,238088863.7,219390971.7,241365340.8,336399357.7,361621483.9,360413511.7,368877394.6,157365482.6,195938623.6,202093889.2,185589713.5,221941852.1,219613590.9,221623008.2,211027876.9,312530205.2,349997578,278335520.8,289502902.3,415003000.9,396559377.4,459356259.4,386779275.8,213216098.4,198584872.7,221229946,215833980.2,256831932,209512361.5,215480962.9,255752598.9,246176843.7,256101298.3,249002300.6,239132812.7,295538894.1,290087050.5,289091864.6,293338374.6,293293462.3,304154873.4,292679983,280069673.3,286763202.3,286730735.5
"phosphocreatine",553303483.5,563430863.1,552681595.6,504068519.4,1701475.151,2182530.407,1760255.187,1870591.337,4599796.576,4337896.761,3927234.429,4179641.029,658772.2469,990677.5556,579131.3758,581061.7138,522773493.6,528216482.4,533888982,525862789.7,1495959.955,1550724.935,2096039.382,1854126.907,2586162.164,2894213.707,2344876.804,2437801.179,602459.2199,966215.4449,822824.0069,835456.9135,441589655.6,429716150.8,460408821.1,454640600.3,1784686.766,2147895.006,1585299.284,1609454.43,2392120.498,2567324.049,2157184.362,2050379.118,556249.1114,569453.2269,496592.667,466499.2706,143114396,138329177.7,144201744.8,136742476.4,134421671.7,136273525.7,132742203.6,132177190.3,132876373.8,128816936.7
"phosphoenolpyruvate",9656722.303,11092105.68,11951329.01,8242795.539,10264290.55,10355679.14,10828615.42,12046584.22,17249546.21,16910652.06,18097151.94,10467552.54,12723487.59,14899469.51,13530843.06,13305602.87,7872838.445,8132568.42,9506543.846,8607441.318,7068432.673,6442637.86,7073864.391,6805819.264,11771650.99,15906811.86,16676314.77,10313362.98,8016931.849,9621287.944,11409599.71,12058421.53,6980621.103,8713767.7,8294273.371,6507416.001,8616063.279,8691967.345,8098917.954,7594108.569,11891515.23,14608796.16,14850058.29,9337821.341,11280845.03,12608677.05,12618630.08,9541962.024,11057052.95,10570085.61,10714692.76,10788566.79,10467996.76,10772405.87,10752749.97,10508704.65,10730562.32,10739016.55
"phosphoethanolamine",164909383,173329398.6,171319113.6,161333874.3,2108955.488,1846279.801,1742308.282,1935694.34,1587898.087,1215553.09,1248835.696,1125838.259,6702776.573,6742202.482,7078686.042,7367286.164,142944917.6,142097595,143944080.3,151887739.6,852068.1277,1079520.607,1139897.174,976831.8944,1457231.636,1902781.154,1778525.645,1630970.034,10570691.14,13407088.86,11887289.13,11867551.9,125994447.6,117294955.3,130418827.6,122366042.5,1155057.51,929426.9871,1080240.487,1051915.786,1807507.248,1644739.706,1960922.115,1380725.552,7496932.228,6313156.609,5921614.063,6889331.433,45409520.36,47406116.97,48023492.4,47257945.65,45678239.31,45563750.74,44620942.05,42881155.09,42631893.56,42077847.42
"phosphorylcholine",26383919481,28110970174,26313554755,24903920986,11384787993,11214309073,10705338163,10879664962,5593280239,5296597952,5103400309,5270303512,6481061166,6411103309,5857976102,6440981113,21566178856,22762047660,21482785978,22822779273,7532999004,8456622140,8711680758,8042390312,5765055798,5647707519,5812600724,5845066093,5942732961,7974064863,7922151683,7965449698,19586485159,19192458561,19796685839,19105900833,9003629472,9134841840,8979952256,9560466969,5827849738,5405296138,5576544466,5850025614,7252510160,7590998918,6752060320,7175003261,12343534975,12244942051,12152966618,12145917182,12209343943,12126241223,12051123456,12084234632,12041174113,11926820961
"proline",25659514852,26562375668,27139461184,25137909596,11337855635,10684391185,11650866440,10978341953,10063950698,10779824935,10507998692,11026282071,9670309513,10136189940,9949770264,10672932801,22776961970,23554865424,23864335341,24570595815,9272898587,10128819754,10921867653,10803972043,11388172726,11345741739,11523406286,11121702218,9927964231,12164204373,12052366304,11873264977,23194798153,22071657958,24954333256,22121335468,11193651528,11815129933,11863348405,11978933494,11908613776,11703595854,12332319772,12494936950,11453411949,12345335862,12137237175,11761781313,15872790841,15588787962,16176844031,15583881429,16333810207,15726578300,15363515827,15220263339,14967704596,14781297554
"propionylcarnitine",647057531.7,710538924.9,674813643.3,614856322.7,536679007.3,550975906.1,520767909.4,471683297.6,341593327.1,358615881.8,338392484.5,342667705.5,398486856.5,408522837.6,347219555.6,400280534.8,455696687.3,483788992.8,468992801.1,494598313,398759662.5,471048997.5,512803110.2,468743234.7,359826186.3,357853784.7,351877393.4,341880012.8,293271132.1,399668239.4,423960637.1,397768625.8,422396621.8,421008664.6,453605526.3,428310032.4,505244224.5,517651542,510258395,530846341.3,437092158.4,406780985.5,437561961.1,446837576.2,421338327.2,436903541.3,413818303.1,415017525.3,472660930,479770026.8,474586817.4,474440807,491432254.1,468622106.8,471431917.6,449009411.8,450924547.1,455002177.2
"pyroglutamic acid",416228406.2,389136344,347157166.1,313493574.9,341104925.7,365299819.7,370379934.5,322921932.1,382465814.5,335615108.4,320124516.4,320959939.4,338214329.8,298060936.3,267494684.4,288543902.4,301676058,357034858.3,343256367.9,347506303.5,260374815.9,321605485.1,309286121.1,261787155.8,295558374.4,325966004.1,278343001.6,311524712.4,376261056.7,361013794.8,292338330,328912846.3,431603424.9,447499936.6,490607646.7,442102349.6,318515909.6,311984187,329792936.4,304362280,368908586.4,300487039,310910439.8,367930172.2,287410343.7,301906777.4,267181410.5,260093267.7,341181791.6,352244978.5,339381725.3,346230766.7,348422836,343828811.8,350261826.7,343267683.8,345199324.2,344444514.4
"pyruvate",25477061.84,22715888.81,19941369.76,20182745.87,26088189.17,23512514.96,21768166.53,22506767.46,21231377.7,23253038.21,14496447.72,22852311.7,26224990.34,26029447.85,22082150.15,24587189.56,16789597.65,18491394.55,14058781.97,16802318.34,13741261.91,16159398.92,16136768.94,16057079.48,23324695.58,23163083.52,19816957.67,20396183.98,34746679.51,39691307.32,25048231.25,29681796.59,25848010.54,22831266.37,26469463.33,22616749.03,25693497.68,23929042.98,25489785.7,26620594.64,30536934.57,22492203.76,20867589.21,31161442.55,23758571.65,25725279.38,22043147.57,23704488.99,25244842.32,24197895.08,24822448.75,25289504.77,25286553.84,25626103.38,24486971.77,24385170.71,24913216.25,21293750.13
"S-(2-succinyl)cysteine",1014587.49,749593.3658,1072903.139,846046.7761,215556.7663,144496.6098,31294.60423,152601.784,113223.912,83960.53265,57548.03204,70540.99589,91412.06352,69598.90306,79646.70621,85969.47329,652284.5662,731090.1497,771505.9584,699950.2369,35933.75033,153475.3392,66607.04605,87276.22407,123320.5622,137840.9793,64769.59418,119757.5872,64454.79316,94598.78617,134951.2071,140540.9751,375185.7669,372051.2383,626202.952,511627.1821,41562.16916,61667.55187,116465.0045,27843.55091,109109.5546,83979.58579,80168.50536,177447.0494,0,68926.32858,53217.02877,0,360263.3687,311469.468,253107.9421,309690.3112,79469.96333,408965.1928,187251.2226,177342.5259,104803.8346,294769.8625
"S-adenosylhomocysteine",14765262.84,15143273.86,13995892.02,13730654.02,8376302.171,8307640.5,8696864.595,7018110,6105399.947,6503776.758,5555657.469,6105178.737,6680303.103,6466374.023,6100310.958,5808597.448,9772959.902,12424165.46,11012126.06,11783771.48,6842555.087,7745756.908,8034680.143,7256894.899,6357671.686,6805577.385,7251166.035,6903561.317,5276295.702,7285740.744,6958288.133,6652998.842,9426357.866,9806787.244,10825914.57,9273235.603,7197166.771,7078093.239,7452994.046,8037997.872,8031112.28,6878665.917,6807593.017,7947931.759,6566309.944,6697056.697,6184751.606,7163715.814,8849074.68,8167051.714,8440137.913,7847116.635,8761865.293,7893357.485,8227981.939,8148269.324,8353975.526,8051309.685
